1.657519397162789971e+02,9.331954197522165941e+02,9.938332207860235030e+02,1.175334220396620282e+02,4.074835758123865162e+03,1.195009040372478012e+03,2.819147064537266942e+02,9.249736268349170842e+00,2.122875470618791383e+02,-3.539102342285617624e+02,-1.825762698648699143e+02,-2.374402866232628924e+02,1.902233352446714321e+02,-3.453968601767298452e+01,-1.553992094750514252e-01,1.679808638838088086e+01,-5.129833658555008924e+02,-9.792414988357154471e+02,-5.792514171896159780e+01,-8.299009375836400295e+02,-4.244306616321144254e+00,-2.045739294047399710e+02,-2.746065434637989711e+03,-8.473678914837234970e+02
8.329213884409924162e+00,2.555451259377333528e+01,2.599100351791163632e+01,-2.872977703861159249e-01,1.105553961170522683e+02,2.843206210786022581e+01,7.810423937575929010e+00,1.340684991475175281e+00,7.988453811976885532e+00,-1.401774080358644525e+01,-4.779342854465197910e+00,-7.222038005641516989e+00,-6.043053780939598774e+00,-5.644439464454498179e-01,-7.825673937613963904e-01,4.894238695925694493e-01,-1.679339771200272580e+01,-2.575423187033633710e+01,-2.193384169864444289e+00,-2.114952932800642671e+01,5.204216761716921880e-02,-2.210725993217346197e+00,-6.105217401344991401e+01,-2.233717797025280660e+01
2.775119212887443787e+00,8.507462099080933982e+00,7.434005217848087099e+00,-8.902652557685364343e-01,3.490864556295007759e+01,1.226634679439093745e+01,5.636469956141247906e+00,9.303690367602125422e-01,4.819207132967838980e+00,-7.746454872355506893e+00,-2.086894177937093531e+00,-3.390369825630618283e+00,3.330711162686684546e+00,1.554719555013926446e-01,-1.836838568747819755e-01,4.327042026780949513e-01,-1.766255384294064257e+00,-9.033587635970901530e+00,-2.010611572364566779e+00,-5.682319198371748037e+00,1.061902541532722399e-01,-3.109210930361465675e-01,-2.842763382197701461e+01,-9.099051984493055301e+00
-3.722655666094312199e+00,1.530850973313128982e+01,2.006031943540441986e+01,9.653623011139293553e+00,7.454352062392220546e+01,2.703449915183723817e+01,1.827873152358895803e+00,-2.121553329385701847e+00,-4.560491494535811263e+00,7.007032399811412127e+00,-1.256793359316973335e+00,-9.857698454781674835e-01,1.393064962984199973e+01,-8.879563198805761060e-01,1.622377226822124818e+00,-8.358928401634884153e-01,-1.233949119870419153e+01,-1.840318330015558601e+01,1.459934200331599152e+00,-2.077219752257103025e+01,-4.600333899806715032e-01,-1.124120387254168740e+01,-5.712666186723540562e+01,-1.628124513371573912e+01
8.446319917202947281e+00,7.933628655285158970e+01,8.781789503986186674e+01,2.509158875090927054e+01,3.410330483410402280e+02,1.108440310975295233e+02,3.472762696202912736e+01,-1.238881386790167571e+00,1.369772297908998659e+01,-2.325114962134666641e+01,-1.094378399214970443e+01,-1.886616855644478363e+01,2.709363863804041372e+01,-2.822169393165406159e+00,1.691736804522363302e+00,-1.693004887152284033e-01,-3.696255552649890319e+01,-8.823868362588149239e+01,-4.990364238692841958e+00,-8.299996923488851053e+01,-1.163881159792347075e+00,-2.521342869119440167e+01,-2.504778147956680812e+02,-8.039739279893682067e+01
4.443344976920872824e+00,2.366506637011558212e+01,3.350838162126311204e+01,6.899606527204549700e+00,1.052109514491966422e+02,2.753505640894707795e+01,-2.269607556559359862e-01,-1.397638177591163045e+00,2.796403168808166750e+00,-3.071848295054372180e+00,-5.692762841878899138e+00,-4.066667622218457012e+00,2.169638208772936672e+00,-8.918653871347155260e-01,3.878154087694701824e-01,2.333621155291016290e-03,-2.820249952906067037e+01,-2.369750186742878384e+01,3.482534576333884413e-01,-3.357133902532147118e+01,-2.718385733661521364e-01,-5.660728943042466987e+00,-5.111532431091733741e+01,-1.827746900319472445e+01
3.859753925979082734e+00,2.690415458204364896e+01,2.819081960640672335e+01,4.142023025096229993e+00,1.157778066982313590e+02,3.750983784811051436e+01,1.025755293160588799e+01,2.166575926696781840e-01,6.012907355315947555e+00,-9.289757340615864223e+00,-5.112970771556477168e+00,-6.727611924281445610e+00,1.080321257950369152e+01,-8.745965090855731816e-01,2.717518834836258890e-01,1.636613521806906391e-01,-1.168126725495985241e+01,-2.881266126174932296e+01,-2.678555080920112630e+00,-2.365162065788267753e+01,-1.587454752359925836e-01,-7.882240795555806478e+00,-8.645860503032015743e+01,-2.572380142873276654e+01
3.410923564855960421e+01,1.084305364448933204e+02,9.036526732126385753e+01,-6.172781821781768485e+00,4.234191761619698013e+02,1.509287768669068157e+02,7.811032340261549223e+01,8.931623596406755183e+00,6.218086203857487249e+01,-9.694965591964630391e+01,-2.517661814868676018e+01,-4.242900417700820981e+01,6.494910018821535402e+01,6.375047384182351839e-01,-3.552533540353268293e+00,3.459576802013221819e+00,-7.996338260976361134e+00,-1.127676120847659718e+02,-2.799559962194649998e+01,-7.551822932959980506e+01,1.007587567730890754e+00,-5.226428742125817983e+00,-3.776869166341375603e+02,-1.145198422100431657e+02
1.469524279638735464e+01,4.571399238683763144e+01,3.936255210702496043e+01,-6.959789657335749169e+00,2.189899989990441327e+02,3.084434358572302770e+01,-3.675573708768427039e-01,6.785950275845846313e+00,1.424650160229557017e+01,-3.439106685454781598e+01,-1.193799317360782908e+01,-1.555664314594560693e+01,-5.788128709289800611e+01,-2.409512133891833496e+00,-3.465461138122150953e+00,2.942877145892339286e+00,-6.036683520595946817e+01,-3.913937128477742533e+01,5.228017043999000357e+00,-1.668148834474938624e+01,1.197123385190265871e-01,1.898419090156523659e+00,-5.468296579534234780e+01,-2.481297962572411109e+01
2.240884197735244499e+01,1.425711621761452079e+02,1.642502726877980592e+02,2.005791481587868574e+01,6.420484012023516698e+02,1.555899251905423455e+02,3.384090635816341575e+01,4.844217066408883277e+00,1.928196021267743632e+01,-4.152950112629625323e+01,-2.461888323681813517e+01,-3.475576841824754126e+01,5.539447959402060917e+00,-6.573590406901013594e+00,1.618046917314304167e+00,3.497176800439263822e+00,-8.441340838311741379e+01,-1.479418900999010020e+02,-1.770388691152779970e+00,-1.406297375974787940e+02,-1.043876992225761358e+00,-3.041372527054298658e+01,-3.978677500556995028e+02,-1.126139371348168936e+02
1.037648234982896822e+00,8.301185716773288092e+00,9.764060006837995687e+00,2.906521883337161327e+00,3.518955404612462701e+01,1.420810575748399351e+01,-2.944829924116231998e-02,-1.264440456130205837e+00,1.482506256984074122e+00,5.992828697065146759e-01,-1.400003396356794383e+00,-5.711096261845692856e-01,3.692077793256923979e+00,-4.469305445091119044e-01,6.076527283002004787e-02,-2.688117508935522482e-01,-3.733954855696669739e+00,-9.727239414818347640e+00,2.065645938512432611e-01,-9.962282210835743612e+00,-8.470396157923480718e-02,-2.864276269226205596e+00,-2.603731473965360976e+01,-9.274899764373188304e+00
1.201831150668255077e+00,3.137239459463260616e+01,3.533247138939375276e+01,8.319577000835730374e+00,1.336380178066073086e+02,5.207831320195251834e+01,1.035617223890030303e+01,-5.271349608092493755e-01,3.410915786844024744e+00,-7.810721520798903583e+00,-5.104424993137487654e+00,-7.483296153161337116e+00,2.012955410047013416e+01,-1.107243502750447472e+00,1.252879378628276141e+00,3.014443444156235663e-01,-7.302376601341313389e+00,-3.606632791035591623e+01,-1.010997221514546629e+00,-3.254173458069700331e+01,-2.649270279406110706e-01,-1.206574827328097932e+01,-1.117380117231326437e+02,-3.332236535963015456e+01
-1.721933907896303420e-02,1.236772172026765837e+01,1.560351745961922276e+01,4.174205677325969255e+00,5.902343374985869673e+01,1.387652591719137440e+01,1.236132950641627426e+00,-4.587948452514254982e-01,7.086302425296178154e-01,-2.253834879228984456e-01,-1.472561668071689756e+00,-2.090231359394292276e+00,1.600193745675452694e+00,-6.424818833929893946e-01,5.245757922234939308e-01,2.055506681192803553e-01,-8.359150430514080909e+00,-1.350536085071614423e+01,1.172671517061711244e+00,-1.393595518469255090e+01,-1.930985703446432555e-01,-4.265217665986629214e+00,-3.747794669631451825e+01,-9.749418236029621099e+00
1.958526188362897358e+01,1.065532634669941388e+02,1.139109331846269129e+02,9.703957497668834975e+00,4.492914275946316138e+02,1.717550238875112711e+02,3.208582980516574423e+01,8.856359217412139717e-01,2.523446129552826989e+01,-4.269721830738046719e+01,-2.427644355063944204e+01,-2.707225328274950371e+01,5.436701079128805958e+01,-3.227294711923372361e+00,4.173192505200045699e-01,1.872304724548648824e+00,-3.846584320633560594e+01,-1.175547283590848338e+02,-1.142871929030647316e+01,-9.532925244995244896e+01,-4.671268727209380578e-01,-2.299297780165569449e+01,-3.493434222069926136e+02,-1.178697444654431763e+02
