id	relevant_naics	industry_code	industry_detail	emp
13057	492	492000	couriers and messengers	26
13057	493	493000	warehousing	0
13057	521	52a000	monetary authorities and depository credit intermediation	666
13057	525	525000	funds, trusts, and financial vehicles	0
13057	531	531ore	other real estate	443
13057	533	533000	lessors of nonfinancial intangible assets	0
13057	562	562000	waste management and remediation	244
13057	622	622000	hospitals	0
13057	712	712000	museums, historical sites, zoos, and parks	0
13057	721	721000	hotels and campgrounds	0
13059	115	115000	agriculture and forestry support	0
13059	441	441000	vehicles and parts sales	981
13059	445	445000	food and beverage stores	1031
13059	452	452000	general merchandise stores	1401
13059	484	484000	truck transport	299
13059	485	485000	passenger ground transport	0
13059	486	486000	pipeline transport	0
13059	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
13059	492	492000	couriers and messengers	0
13059	493	493000	warehousing	0
13059	521	52a000	monetary authorities and depository credit intermediation	0
13059	531	531ore	other real estate	651
13059	533	533000	lessors of nonfinancial intangible assets	48
13059	562	562000	waste management and remediation	110
13059	622	622000	hospitals	0
13059	712	712000	museums, historical sites, zoos, and parks	0
13059	721	721000	hotels and campgrounds	529
13061	113	113000	timber and raw forest products	0
13061	114	114000	wild-caught fish and game	0
13061	115	115000	agriculture and forestry support	0
13061	441	441000	vehicles and parts sales	0
13061	445	445000	food and beverage stores	0
13061	452	452000	general merchandise stores	0
13061	484	484000	truck transport	0
13061	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
13061	521	52a000	monetary authorities and depository credit intermediation	0
13061	531	531ore	other real estate	0
13061	721	721000	hotels and campgrounds	0
13063	441	441000	vehicles and parts sales	2264
13063	445	445000	food and beverage stores	1808
13063	452	452000	general merchandise stores	2543
13063	481	481000	air transport	0
13063	484	484000	truck transport	4463
13063	485	485000	passenger ground transport	252
13063	486	486000	pipeline transport	0
13063	487	48a000	scenic and sightseeing transportation and support activities for transportation	5447
13063	492	492000	couriers and messengers	2466
13063	493	493000	warehousing	2046
13063	521	52a000	monetary authorities and depository credit intermediation	0
13063	525	525000	funds, trusts, and financial vehicles	0
13063	531	531ore	other real estate	517
13063	562	562000	waste management and remediation	0
13063	622	622000	hospitals	2092
13063	712	712000	museums, historical sites, zoos, and parks	0
13063	721	721000	hotels and campgrounds	973
13065	113	113000	timber and raw forest products	90
13065	115	115000	agriculture and forestry support	21
13065	441	441000	vehicles and parts sales	16
13065	445	445000	food and beverage stores	0
13065	452	452000	general merchandise stores	25
13065	484	484000	truck transport	0
13065	521	52a000	monetary authorities and depository credit intermediation	0
13065	531	531ore	other real estate	0
13065	622	622000	hospitals	0
13065	721	721000	hotels and campgrounds	0
13067	113	113000	timber and raw forest products	0
13067	114	114000	wild-caught fish and game	0
13067	115	115000	agriculture and forestry support	0
13067	315	315000	clothing	0
13067	441	441000	vehicles and parts sales	5159
13067	445	445000	food and beverage stores	6591
13067	452	452000	general merchandise stores	6432
13067	481	481000	air transport	0
13067	483	483000	water transport (boats, ships, ferries)	0
13067	484	484000	truck transport	3837
13067	485	485000	passenger ground transport	0
13067	486	486000	pipeline transport	0
13067	487	48a000	scenic and sightseeing transportation and support activities for transportation	1103
13067	492	492000	couriers and messengers	1257
13067	493	493000	warehousing	1101
13067	521	52a000	monetary authorities and depository credit intermediation	3478
13067	525	525000	funds, trusts, and financial vehicles	2
13067	531	531ore	other real estate	4049
13067	533	533000	lessors of nonfinancial intangible assets	175
13067	562	562000	waste management and remediation	919
13067	622	622000	hospitals	6469
13067	712	712000	museums, historical sites, zoos, and parks	28
13067	721	721000	hotels and campgrounds	2811
13069	113	113000	timber and raw forest products	42
13069	115	115000	agriculture and forestry support	82
13069	441	441000	vehicles and parts sales	305
13069	445	445000	food and beverage stores	0
13069	452	452000	general merchandise stores	0
13069	484	484000	truck transport	329
13069	485	485000	passenger ground transport	0
13069	487	48a000	scenic and sightseeing transportation and support activities for transportation	24
13069	492	492000	couriers and messengers	0
13069	493	493000	warehousing	852
13069	521	52a000	monetary authorities and depository credit intermediation	164
13069	531	531ore	other real estate	0
13069	562	562000	waste management and remediation	0
13069	622	622000	hospitals	0
13069	721	721000	hotels and campgrounds	37
13071	113	113000	timber and raw forest products	22
13071	114	114000	wild-caught fish and game	0
13071	115	115000	agriculture and forestry support	114
13071	315	315000	clothing	0
13071	441	441000	vehicles and parts sales	296
13071	445	445000	food and beverage stores	250
13071	452	452000	general merchandise stores	473
13071	484	484000	truck transport	72
13071	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
13071	493	493000	warehousing	0
13071	521	52a000	monetary authorities and depository credit intermediation	166
13071	531	531ore	other real estate	53
13071	562	562000	waste management and remediation	0
13071	622	622000	hospitals	0
13071	721	721000	hotels and campgrounds	80
13073	113	113000	timber and raw forest products	0
13073	441	441000	vehicles and parts sales	997
13073	445	445000	food and beverage stores	1222
13073	452	452000	general merchandise stores	0
13073	484	484000	truck transport	167
13073	485	485000	passenger ground transport	0
13073	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
13073	492	492000	couriers and messengers	0
13073	493	493000	warehousing	0
13073	521	52a000	monetary authorities and depository credit intermediation	0
13073	531	531ore	other real estate	280
13073	562	562000	waste management and remediation	0
13073	712	712000	museums, historical sites, zoos, and parks	0
13073	721	721000	hotels and campgrounds	175
13075	113	113000	timber and raw forest products	0
13075	115	115000	agriculture and forestry support	0
13075	441	441000	vehicles and parts sales	0
13075	445	445000	food and beverage stores	0
13075	452	452000	general merchandise stores	0
13075	484	484000	truck transport	25
13075	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
13075	493	493000	warehousing	0
13075	521	52a000	monetary authorities and depository credit intermediation	0
13075	531	531ore	other real estate	15
13075	622	622000	hospitals	0
13075	721	721000	hotels and campgrounds	0
13077	113	113000	timber and raw forest products	0
13077	115	115000	agriculture and forestry support	0
13077	441	441000	vehicles and parts sales	545
13077	445	445000	food and beverage stores	1145
13077	452	452000	general merchandise stores	1262
13077	481	481000	air transport	0
13077	484	484000	truck transport	246
13077	485	485000	passenger ground transport	0
13077	487	48a000	scenic and sightseeing transportation and support activities for transportation	58
13077	492	492000	couriers and messengers	0
13077	493	493000	warehousing	0
13077	521	52a000	monetary authorities and depository credit intermediation	0
13077	531	531ore	other real estate	186
13077	562	562000	waste management and remediation	45
13077	622	622000	hospitals	0
13077	712	712000	museums, historical sites, zoos, and parks	0
13077	721	721000	hotels and campgrounds	139
13079	113	113000	timber and raw forest products	36
13079	115	115000	agriculture and forestry support	0
13079	441	441000	vehicles and parts sales	0
13079	445	445000	food and beverage stores	0
13079	452	452000	general merchandise stores	0
13079	484	484000	truck transport	0
13079	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
13079	492	492000	couriers and messengers	0
13079	521	52a000	monetary authorities and depository credit intermediation	0
13079	721	721000	hotels and campgrounds	0
13081	113	113000	timber and raw forest products	0
13081	115	115000	agriculture and forestry support	0
13081	441	441000	vehicles and parts sales	0
13081	445	445000	food and beverage stores	358
13081	452	452000	general merchandise stores	0
13081	481	481000	air transport	0
13081	484	484000	truck transport	0
13081	487	48a000	scenic and sightseeing transportation and support activities for transportation	14
13081	493	493000	warehousing	0
13081	521	52a000	monetary authorities and depository credit intermediation	107
13081	531	531ore	other real estate	0
13081	562	562000	waste management and remediation	0
13081	622	622000	hospitals	0
13081	721	721000	hotels and campgrounds	0
13083	113	113000	timber and raw forest products	0
13083	441	441000	vehicles and parts sales	0
13083	445	445000	food and beverage stores	0
13083	452	452000	general merchandise stores	0
13083	484	484000	truck transport	0
13083	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
13083	521	52a000	monetary authorities and depository credit intermediation	0
13083	531	531ore	other real estate	0
13083	721	721000	hotels and campgrounds	0
13085	113	113000	timber and raw forest products	0
13085	114	114000	wild-caught fish and game	0
13085	115	115000	agriculture and forestry support	0
13085	441	441000	vehicles and parts sales	0
13085	445	445000	food and beverage stores	0
13085	452	452000	general merchandise stores	0
13085	484	484000	truck transport	14
13085	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
13085	493	493000	warehousing	0
13085	521	52a000	monetary authorities and depository credit intermediation	81
13085	531	531ore	other real estate	0
13085	562	562000	waste management and remediation	13
13085	712	712000	museums, historical sites, zoos, and parks	0
13085	721	721000	hotels and campgrounds	39
13087	113	113000	timber and raw forest products	21
13087	114	114000	wild-caught fish and game	0
13087	115	115000	agriculture and forestry support	86
13087	441	441000	vehicles and parts sales	172
13087	445	445000	food and beverage stores	196
13087	452	452000	general merchandise stores	413
13087	484	484000	truck transport	73
13087	486	486000	pipeline transport	0
13087	487	48a000	scenic and sightseeing transportation and support activities for transportation	4
13087	493	493000	warehousing	0
13087	521	52a000	monetary authorities and depository credit intermediation	106
13087	531	531ore	other real estate	0
13087	562	562000	waste management and remediation	0
13087	622	622000	hospitals	0
13087	721	721000	hotels and campgrounds	68
13089	114	114000	wild-caught fish and game	0
13089	115	115000	agriculture and forestry support	0
13089	315	315000	clothing	0
13089	441	441000	vehicles and parts sales	3378
13089	445	445000	food and beverage stores	6455
13089	452	452000	general merchandise stores	6239
13089	481	481000	air transport	29
13089	483	483000	water transport (boats, ships, ferries)	0
13089	484	484000	truck transport	7092
13089	485	485000	passenger ground transport	409
13089	486	486000	pipeline transport	0
13089	487	48a000	scenic and sightseeing transportation and support activities for transportation	1074
13089	492	492000	couriers and messengers	0
13089	493	493000	warehousing	2319
13089	521	52a000	monetary authorities and depository credit intermediation	2079
13089	525	525000	funds, trusts, and financial vehicles	0
13089	531	531ore	other real estate	5137
13089	533	533000	lessors of nonfinancial intangible assets	45
13089	562	562000	waste management and remediation	745
13089	622	622000	hospitals	13930
13089	712	712000	museums, historical sites, zoos, and parks	0
13089	721	721000	hotels and campgrounds	2238
13091	113	113000	timber and raw forest products	0
13091	115	115000	agriculture and forestry support	0
13091	441	441000	vehicles and parts sales	0
13091	445	445000	food and beverage stores	132
13091	452	452000	general merchandise stores	0
13091	484	484000	truck transport	66
13091	485	485000	passenger ground transport	0
13091	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
13091	521	52a000	monetary authorities and depository credit intermediation	110
13091	531	531ore	other real estate	0
13091	622	622000	hospitals	0
13091	721	721000	hotels and campgrounds	0
13093	115	115000	agriculture and forestry support	58
13093	441	441000	vehicles and parts sales	85
13093	445	445000	food and beverage stores	0
13093	452	452000	general merchandise stores	0
13093	484	484000	truck transport	0
13093	485	485000	passenger ground transport	0
13093	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
13093	492	492000	couriers and messengers	0
13093	493	493000	warehousing	85
13093	521	52a000	monetary authorities and depository credit intermediation	0
13093	721	721000	hotels and campgrounds	0
13095	113	113000	timber and raw forest products	0
13095	114	114000	wild-caught fish and game	0
13095	115	115000	agriculture and forestry support	0
13095	441	441000	vehicles and parts sales	775
13095	445	445000	food and beverage stores	1033
13095	452	452000	general merchandise stores	1733
13095	484	484000	truck transport	603
13095	485	485000	passenger ground transport	89
13095	486	486000	pipeline transport	0
13095	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
13095	492	492000	couriers and messengers	0
13095	493	493000	warehousing	409
13095	521	52a000	monetary authorities and depository credit intermediation	572
13095	531	531ore	other real estate	313
13095	562	562000	waste management and remediation	89
13095	622	622000	hospitals	0
13095	712	712000	museums, historical sites, zoos, and parks	0
13095	721	721000	hotels and campgrounds	353
13097	115	115000	agriculture and forestry support	0
13097	211	211000	unrefined oil and gas	0
13097	315	315000	clothing	0
13097	441	441000	vehicles and parts sales	1038
13097	445	445000	food and beverage stores	1049
13097	452	452000	general merchandise stores	1821
13097	484	484000	truck transport	476
13097	485	485000	passenger ground transport	0
13097	486	486000	pipeline transport	0
13097	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
13097	492	492000	couriers and messengers	0
13097	493	493000	warehousing	508
13097	521	52a000	monetary authorities and depository credit intermediation	443
13097	525	525000	funds, trusts, and financial vehicles	0
13097	531	531ore	other real estate	254
13097	562	562000	waste management and remediation	148
13097	622	622000	hospitals	0
13097	721	721000	hotels and campgrounds	274
13099	113	113000	timber and raw forest products	0
13099	114	114000	wild-caught fish and game	0
13099	115	115000	agriculture and forestry support	0
13099	441	441000	vehicles and parts sales	0
13099	445	445000	food and beverage stores	147
13099	452	452000	general merchandise stores	41
13099	484	484000	truck transport	0
13099	485	485000	passenger ground transport	0
13099	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
13099	493	493000	warehousing	0
13099	521	52a000	monetary authorities and depository credit intermediation	0
13099	531	531ore	other real estate	0
13099	622	622000	hospitals	0
13099	721	721000	hotels and campgrounds	0
13101	113	113000	timber and raw forest products	39
13101	484	484000	truck transport	0
13101	531	531ore	other real estate	0
13103	113	113000	timber and raw forest products	86
13103	114	114000	wild-caught fish and game	0
13103	115	115000	agriculture and forestry support	0
13103	315	315000	clothing	0
13103	441	441000	vehicles and parts sales	110
13103	445	445000	food and beverage stores	245
13103	452	452000	general merchandise stores	394
13103	484	484000	truck transport	42
13103	485	485000	passenger ground transport	0
13103	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
13103	492	492000	couriers and messengers	0
13103	493	493000	warehousing	0
13103	521	52a000	monetary authorities and depository credit intermediation	0
13103	531	531ore	other real estate	40
13103	622	622000	hospitals	0
13103	721	721000	hotels and campgrounds	50
13105	113	113000	timber and raw forest products	0
13105	441	441000	vehicles and parts sales	0
13105	445	445000	food and beverage stores	198
13105	452	452000	general merchandise stores	0
13105	484	484000	truck transport	0
13105	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
13105	493	493000	warehousing	0
13105	521	52a000	monetary authorities and depository credit intermediation	0
13105	531	531ore	other real estate	0
13105	562	562000	waste management and remediation	0
13105	622	622000	hospitals	0
13105	721	721000	hotels and campgrounds	28
13107	113	113000	timber and raw forest products	52
13107	115	115000	agriculture and forestry support	0
13107	441	441000	vehicles and parts sales	97
13107	445	445000	food and beverage stores	110
13107	452	452000	general merchandise stores	0
13107	481	481000	air transport	0
13107	484	484000	truck transport	0
13107	485	485000	passenger ground transport	0
13107	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
13107	492	492000	couriers and messengers	0
13107	521	52a000	monetary authorities and depository credit intermediation	0
13107	531	531ore	other real estate	11
13107	622	622000	hospitals	0
13107	721	721000	hotels and campgrounds	0
13109	113	113000	timber and raw forest products	0
13109	115	115000	agriculture and forestry support	0
13109	441	441000	vehicles and parts sales	124
13109	445	445000	food and beverage stores	0
13109	452	452000	general merchandise stores	27
13109	484	484000	truck transport	0
13109	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
13109	493	493000	warehousing	0
13109	521	52a000	monetary authorities and depository credit intermediation	0
13109	531	531ore	other real estate	0
13109	622	622000	hospitals	0
13109	721	721000	hotels and campgrounds	0
13111	113	113000	timber and raw forest products	0
13111	441	441000	vehicles and parts sales	106
13111	445	445000	food and beverage stores	290
13111	452	452000	general merchandise stores	48
13111	484	484000	truck transport	27
13111	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
13111	492	492000	couriers and messengers	0
13111	521	52a000	monetary authorities and depository credit intermediation	131
13111	531	531ore	other real estate	0
13111	562	562000	waste management and remediation	49
13111	622	622000	hospitals	0
13111	712	712000	museums, historical sites, zoos, and parks	0
13111	721	721000	hotels and campgrounds	42
13113	114	114000	wild-caught fish and game	0
13113	315	315000	clothing	0
13113	441	441000	vehicles and parts sales	0
13113	445	445000	food and beverage stores	0
13113	452	452000	general merchandise stores	0
13113	481	481000	air transport	0
13113	484	484000	truck transport	274
13113	485	485000	passenger ground transport	0
13113	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
13113	492	492000	couriers and messengers	0
13113	493	493000	warehousing	0
13113	521	52a000	monetary authorities and depository credit intermediation	610
13113	531	531ore	other real estate	580
13113	533	533000	lessors of nonfinancial intangible assets	0
13113	562	562000	waste management and remediation	0
13113	622	622000	hospitals	0
13113	712	712000	museums, historical sites, zoos, and parks	0
13113	721	721000	hotels and campgrounds	436
13115	113	113000	timber and raw forest products	0
13115	115	115000	agriculture and forestry support	0
13115	211	211000	unrefined oil and gas	0
13115	315	315000	clothing	0
13115	441	441000	vehicles and parts sales	451
13115	445	445000	food and beverage stores	435
13115	452	452000	general merchandise stores	0
13115	481	481000	air transport	0
13115	484	484000	truck transport	248
13115	485	485000	passenger ground transport	0
13115	486	486000	pipeline transport	0
13115	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
13115	492	492000	couriers and messengers	0
13115	493	493000	warehousing	0
13115	521	52a000	monetary authorities and depository credit intermediation	0
13115	531	531ore	other real estate	185
13115	562	562000	waste management and remediation	0
13115	622	622000	hospitals	3880
13115	712	712000	museums, historical sites, zoos, and parks	0
13115	721	721000	hotels and campgrounds	210
13117	115	115000	agriculture and forestry support	6
13117	315	315000	clothing	0
13117	316	316000	leather	0
13117	441	441000	vehicles and parts sales	694
13117	445	445000	food and beverage stores	2064
13117	452	452000	general merchandise stores	0
13117	481	481000	air transport	0
13117	484	484000	truck transport	0
13117	485	485000	passenger ground transport	0
13117	487	48a000	scenic and sightseeing transportation and support activities for transportation	101
13117	492	492000	couriers and messengers	0
13117	493	493000	warehousing	0
13117	521	52a000	monetary authorities and depository credit intermediation	634
13117	531	531ore	other real estate	359
13117	562	562000	waste management and remediation	495
13117	622	622000	hospitals	0
13117	712	712000	museums, historical sites, zoos, and parks	0
13117	721	721000	hotels and campgrounds	0
13119	113	113000	timber and raw forest products	0
13119	441	441000	vehicles and parts sales	167
13119	445	445000	food and beverage stores	269
13119	452	452000	general merchandise stores	0
13119	484	484000	truck transport	320
13119	485	485000	passenger ground transport	0
13119	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
13119	492	492000	couriers and messengers	0
13119	493	493000	warehousing	0
13119	521	52a000	monetary authorities and depository credit intermediation	0
13119	531	531ore	other real estate	0
13119	562	562000	waste management and remediation	0
13119	622	622000	hospitals	0
13119	721	721000	hotels and campgrounds	39
13121	113	113000	timber and raw forest products	0
13121	115	115000	agriculture and forestry support	25
13121	315	315000	clothing	27
13121	316	316000	leather	0
13121	441	441000	vehicles and parts sales	4815
13121	445	445000	food and beverage stores	9606
13121	452	452000	general merchandise stores	7123
13121	481	481000	air transport	24138
13121	483	483000	water transport (boats, ships, ferries)	0
13121	484	484000	truck transport	3944
13121	485	485000	passenger ground transport	736
13121	486	486000	pipeline transport	0
13121	487	48a000	scenic and sightseeing transportation and support activities for transportation	5261
13121	492	492000	couriers and messengers	0
13121	493	493000	warehousing	4416
13121	521	52a000	monetary authorities and depository credit intermediation	13428
13121	525	525000	funds, trusts, and financial vehicles	5
13121	531	531ore	other real estate	12779
13121	533	533000	lessors of nonfinancial intangible assets	0
13121	562	562000	waste management and remediation	789
13121	622	622000	hospitals	25633
13121	712	712000	museums, historical sites, zoos, and parks	2298
13121	721	721000	hotels and campgrounds	11819
13123	113	113000	timber and raw forest products	0
13123	441	441000	vehicles and parts sales	109
13123	445	445000	food and beverage stores	0
13123	452	452000	general merchandise stores	0
13123	484	484000	truck transport	0
13123	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
13123	492	492000	couriers and messengers	0
13123	521	52a000	monetary authorities and depository credit intermediation	0
13123	531	531ore	other real estate	0
13123	562	562000	waste management and remediation	0
13123	622	622000	hospitals	0
13123	712	712000	museums, historical sites, zoos, and parks	0
13123	721	721000	hotels and campgrounds	29
13125	445	445000	food and beverage stores	0
13125	452	452000	general merchandise stores	0
13125	484	484000	truck transport	0
13125	521	52a000	monetary authorities and depository credit intermediation	0
13127	113	113000	timber and raw forest products	0
13127	115	115000	agriculture and forestry support	0
13127	441	441000	vehicles and parts sales	653
13127	445	445000	food and beverage stores	859
13127	452	452000	general merchandise stores	0
13127	483	483000	water transport (boats, ships, ferries)	0
13127	484	484000	truck transport	240
13127	485	485000	passenger ground transport	0
13127	486	486000	pipeline transport	0
13127	487	48a000	scenic and sightseeing transportation and support activities for transportation	780
13127	492	492000	couriers and messengers	136
13127	493	493000	warehousing	0
13127	521	52a000	monetary authorities and depository credit intermediation	331
13127	531	531ore	other real estate	337
13127	533	533000	lessors of nonfinancial intangible assets	0
13127	562	562000	waste management and remediation	225
13127	622	622000	hospitals	0
13127	712	712000	museums, historical sites, zoos, and parks	0
13127	721	721000	hotels and campgrounds	2436
13129	113	113000	timber and raw forest products	12
13129	115	115000	agriculture and forestry support	0
13129	441	441000	vehicles and parts sales	135
13129	445	445000	food and beverage stores	362
13129	452	452000	general merchandise stores	538
13129	484	484000	truck transport	164
13129	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
13129	493	493000	warehousing	436
13129	521	52a000	monetary authorities and depository credit intermediation	0
13129	531	531ore	other real estate	64
13129	562	562000	waste management and remediation	0
13129	622	622000	hospitals	0
13129	721	721000	hotels and campgrounds	94
13131	113	113000	timber and raw forest products	135
13131	114	114000	wild-caught fish and game	0
13131	441	441000	vehicles and parts sales	106
13131	445	445000	food and beverage stores	0
13131	452	452000	general merchandise stores	0
13131	484	484000	truck transport	0
13131	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
13131	492	492000	couriers and messengers	0
13131	493	493000	warehousing	0
13131	521	52a000	monetary authorities and depository credit intermediation	92
13131	531	531ore	other real estate	0
13131	562	562000	waste management and remediation	0
13131	622	622000	hospitals	0
13131	712	712000	museums, historical sites, zoos, and parks	0
13131	721	721000	hotels and campgrounds	8
13133	113	113000	timber and raw forest products	75
13133	115	115000	agriculture and forestry support	0
13133	441	441000	vehicles and parts sales	0
13133	445	445000	food and beverage stores	230
13133	452	452000	general merchandise stores	38
13133	484	484000	truck transport	36
13133	492	492000	couriers and messengers	0
13133	521	52a000	monetary authorities and depository credit intermediation	108
13133	531	531ore	other real estate	0
13133	533	533000	lessors of nonfinancial intangible assets	0
13133	562	562000	waste management and remediation	0
13133	622	622000	hospitals	0
13133	721	721000	hotels and campgrounds	0
13135	113	113000	timber and raw forest products	5
13135	115	115000	agriculture and forestry support	0
13135	315	315000	clothing	0
13135	316	316000	leather	0
13135	441	441000	vehicles and parts sales	6177
13135	445	445000	food and beverage stores	7355
13135	452	452000	general merchandise stores	7385
13135	481	481000	air transport	0
13135	484	484000	truck transport	3374
13135	485	485000	passenger ground transport	473
13135	486	486000	pipeline transport	0
13135	487	48a000	scenic and sightseeing transportation and support activities for transportation	1232
13135	492	492000	couriers and messengers	0
13135	493	493000	warehousing	2917
13135	521	52a000	monetary authorities and depository credit intermediation	3038
13135	531	531ore	other real estate	2802
13135	533	533000	lessors of nonfinancial intangible assets	104
13135	562	562000	waste management and remediation	642
13135	622	622000	hospitals	0
13135	712	712000	museums, historical sites, zoos, and parks	0
13135	721	721000	hotels and campgrounds	1566
13137	113	113000	timber and raw forest products	0
13137	115	115000	agriculture and forestry support	0
13137	315	315000	clothing	0
13137	441	441000	vehicles and parts sales	169
13137	445	445000	food and beverage stores	214
13137	452	452000	general merchandise stores	498
13137	484	484000	truck transport	0
13137	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
13137	521	52a000	monetary authorities and depository credit intermediation	289
13137	531	531ore	other real estate	31
13137	562	562000	waste management and remediation	0
13137	622	622000	hospitals	0
13137	721	721000	hotels and campgrounds	90
13139	113	113000	timber and raw forest products	0
13139	114	114000	wild-caught fish and game	0
13139	115	115000	agriculture and forestry support	0
13139	315	315000	clothing	0
13139	441	441000	vehicles and parts sales	1363
13139	445	445000	food and beverage stores	1628
13139	452	452000	general merchandise stores	1644
13139	481	481000	air transport	0
13139	484	484000	truck transport	776
13139	485	485000	passenger ground transport	0
13139	487	48a000	scenic and sightseeing transportation and support activities for transportation	724
13139	492	492000	couriers and messengers	0
13139	493	493000	warehousing	0
13139	521	52a000	monetary authorities and depository credit intermediation	748
13139	531	531ore	other real estate	300
13139	533	533000	lessors of nonfinancial intangible assets	0
13139	562	562000	waste management and remediation	49
13139	622	622000	hospitals	0
13139	712	712000	museums, historical sites, zoos, and parks	47
13139	721	721000	hotels and campgrounds	269
13141	113	113000	timber and raw forest products	0
13141	115	115000	agriculture and forestry support	0
13141	445	445000	food and beverage stores	0
13141	452	452000	general merchandise stores	0
13141	484	484000	truck transport	0
13141	521	52a000	monetary authorities and depository credit intermediation	0
13141	531	531ore	other real estate	0
13141	562	562000	waste management and remediation	0
13141	721	721000	hotels and campgrounds	0
13143	113	113000	timber and raw forest products	0
13143	315	315000	clothing	0
13143	441	441000	vehicles and parts sales	89
13143	445	445000	food and beverage stores	93
13143	452	452000	general merchandise stores	0
13143	484	484000	truck transport	73
13143	486	486000	pipeline transport	0
13143	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
13143	492	492000	couriers and messengers	0
13143	493	493000	warehousing	0
13143	521	52a000	monetary authorities and depository credit intermediation	0
13143	531	531ore	other real estate	0
13143	622	622000	hospitals	0
13143	712	712000	museums, historical sites, zoos, and parks	0
13143	721	721000	hotels and campgrounds	21
13145	113	113000	timber and raw forest products	0
13145	115	115000	agriculture and forestry support	18
13145	445	445000	food and beverage stores	75
13145	452	452000	general merchandise stores	0
13145	484	484000	truck transport	0
13145	486	486000	pipeline transport	0
13145	492	492000	couriers and messengers	0
13145	521	52a000	monetary authorities and depository credit intermediation	0
13145	531	531ore	other real estate	0
13145	562	562000	waste management and remediation	0
13145	712	712000	museums, historical sites, zoos, and parks	0
13145	721	721000	hotels and campgrounds	0
13147	115	115000	agriculture and forestry support	0
13147	315	315000	clothing	0
13147	441	441000	vehicles and parts sales	64
13147	445	445000	food and beverage stores	189
13147	452	452000	general merchandise stores	0
13147	492	492000	couriers and messengers	0
13147	493	493000	warehousing	0
13147	521	52a000	monetary authorities and depository credit intermediation	0
13147	531	531ore	other real estate	0
13147	622	622000	hospitals	0
13147	721	721000	hotels and campgrounds	0
13149	113	113000	timber and raw forest products	0
13149	441	441000	vehicles and parts sales	0
13149	445	445000	food and beverage stores	0
13149	452	452000	general merchandise stores	0
13149	484	484000	truck transport	0
13149	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
13149	521	52a000	monetary authorities and depository credit intermediation	0
13149	531	531ore	other real estate	0
13149	562	562000	waste management and remediation	0
13149	721	721000	hotels and campgrounds	0
13151	115	115000	agriculture and forestry support	0
13151	441	441000	vehicles and parts sales	868
13151	445	445000	food and beverage stores	1649
13151	452	452000	general merchandise stores	0
13151	481	481000	air transport	0
13151	483	483000	water transport (boats, ships, ferries)	0
13151	484	484000	truck transport	1128
13151	485	485000	passenger ground transport	0
13151	486	486000	pipeline transport	0
13151	487	48a000	scenic and sightseeing transportation and support activities for transportation	530
13151	492	492000	couriers and messengers	0
13151	493	493000	warehousing	2272
13151	521	52a000	monetary authorities and depository credit intermediation	633
13151	531	531ore	other real estate	395
13151	562	562000	waste management and remediation	0
13151	622	622000	hospitals	0
13151	712	712000	museums, historical sites, zoos, and parks	0
13151	721	721000	hotels and campgrounds	418
13153	113	113000	timber and raw forest products	24
13153	441	441000	vehicles and parts sales	956
13153	445	445000	food and beverage stores	1217
13153	452	452000	general merchandise stores	0
13153	484	484000	truck transport	0
13153	485	485000	passenger ground transport	0
13153	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
13153	493	493000	warehousing	0
13153	521	52a000	monetary authorities and depository credit intermediation	648
13153	531	531ore	other real estate	318
13153	562	562000	waste management and remediation	0
13153	622	622000	hospitals	0
13153	721	721000	hotels and campgrounds	585
13155	113	113000	timber and raw forest products	0
13155	115	115000	agriculture and forestry support	0
13155	441	441000	vehicles and parts sales	0
13155	445	445000	food and beverage stores	0
13155	452	452000	general merchandise stores	0
13155	484	484000	truck transport	0
13155	521	52a000	monetary authorities and depository credit intermediation	0
13155	531	531ore	other real estate	0
13155	622	622000	hospitals	0
13157	113	113000	timber and raw forest products	0
13157	115	115000	agriculture and forestry support	0
13157	441	441000	vehicles and parts sales	223
