id	relevant_naics	industry_code	industry_detail	emp
01001	113	113000	timber and raw forest products	30
01001	441	441000	vehicles and parts sales	273
01001	445	445000	food and beverage stores	255
01001	452	452000	general merchandise stores	0
01001	484	484000	truck transport	0
01001	485	485000	passenger ground transport	0
01001	486	486000	pipeline transport	0
01001	487	48a000	scenic and sightseeing transportation and support activities for transportation	25
01001	521	52a000	monetary authorities and depository credit intermediation	273
01001	531	531ore	other real estate	51
01001	622	622000	hospitals	0
01001	712	712000	museums, historical sites, zoos, and parks	0
01001	721	721000	hotels and campgrounds	159
01003	113	113000	timber and raw forest products	18
01003	114	114000	wild-caught fish and game	0
01003	115	115000	agriculture and forestry support	0
01003	211	211000	unrefined oil and gas	0
01003	315	315000	clothing	0
01003	316	316000	leather	0
01003	441	441000	vehicles and parts sales	1563
01003	445	445000	food and beverage stores	1708
01003	452	452000	general merchandise stores	2650
01003	481	481000	air transport	13
01003	483	483000	water transport (boats, ships, ferries)	2
01003	484	484000	truck transport	343
01003	485	485000	passenger ground transport	0
01003	487	48a000	scenic and sightseeing transportation and support activities for transportation	226
01003	492	492000	couriers and messengers	0
01003	493	493000	warehousing	0
01003	521	52a000	monetary authorities and depository credit intermediation	823
01003	531	531ore	other real estate	1357
01003	533	533000	lessors of nonfinancial intangible assets	0
01003	562	562000	waste management and remediation	290
01003	622	622000	hospitals	0
01003	712	712000	museums, historical sites, zoos, and parks	34
01003	721	721000	hotels and campgrounds	1850
01005	113	113000	timber and raw forest products	105
01005	115	115000	agriculture and forestry support	0
01005	441	441000	vehicles and parts sales	112
01005	445	445000	food and beverage stores	0
01005	452	452000	general merchandise stores	0
01005	484	484000	truck transport	322
01005	485	485000	passenger ground transport	0
01005	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
01005	493	493000	warehousing	0
01005	521	52a000	monetary authorities and depository credit intermediation	139
01005	531	531ore	other real estate	0
01005	562	562000	waste management and remediation	0
01005	622	622000	hospitals	0
01005	712	712000	museums, historical sites, zoos, and parks	0
01005	721	721000	hotels and campgrounds	0
01007	113	113000	timber and raw forest products	102
01007	115	115000	agriculture and forestry support	0
01007	441	441000	vehicles and parts sales	24
01007	445	445000	food and beverage stores	99
01007	452	452000	general merchandise stores	0
01007	484	484000	truck transport	112
01007	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
01007	521	52a000	monetary authorities and depository credit intermediation	51
01007	531	531ore	other real estate	4
01007	562	562000	waste management and remediation	0
01007	622	622000	hospitals	0
01009	113	113000	timber and raw forest products	0
01009	115	115000	agriculture and forestry support	0
01009	315	315000	clothing	0
01009	441	441000	vehicles and parts sales	228
01009	445	445000	food and beverage stores	120
01009	452	452000	general merchandise stores	0
01009	484	484000	truck transport	116
01009	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
01009	493	493000	warehousing	21
01009	521	52a000	monetary authorities and depository credit intermediation	150
01009	531	531ore	other real estate	11
01009	562	562000	waste management and remediation	0
01009	622	622000	hospitals	0
01009	721	721000	hotels and campgrounds	0
01011	113	113000	timber and raw forest products	58
01011	115	115000	agriculture and forestry support	0
01011	441	441000	vehicles and parts sales	0
01011	445	445000	food and beverage stores	83
01011	452	452000	general merchandise stores	32
01011	484	484000	truck transport	8
01011	521	52a000	monetary authorities and depository credit intermediation	0
01011	531	531ore	other real estate	0
01011	721	721000	hotels and campgrounds	0
01013	113	113000	timber and raw forest products	100
01013	115	115000	agriculture and forestry support	44
01013	441	441000	vehicles and parts sales	78
01013	445	445000	food and beverage stores	0
01013	452	452000	general merchandise stores	0
01013	484	484000	truck transport	270
01013	521	52a000	monetary authorities and depository credit intermediation	0
01013	531	531ore	other real estate	10
01013	562	562000	waste management and remediation	0
01013	622	622000	hospitals	0
01013	712	712000	museums, historical sites, zoos, and parks	0
01013	721	721000	hotels and campgrounds	98
01015	113	113000	timber and raw forest products	0
01015	115	115000	agriculture and forestry support	0
01015	315	315000	clothing	0
01015	441	441000	vehicles and parts sales	712
01015	445	445000	food and beverage stores	777
01015	452	452000	general merchandise stores	1880
01015	484	484000	truck transport	389
01015	485	485000	passenger ground transport	0
01015	486	486000	pipeline transport	0
01015	487	48a000	scenic and sightseeing transportation and support activities for transportation	27
01015	492	492000	couriers and messengers	0
01015	493	493000	warehousing	95
01015	521	52a000	monetary authorities and depository credit intermediation	501
01015	531	531ore	other real estate	0
01015	562	562000	waste management and remediation	0
01015	622	622000	hospitals	0
01015	712	712000	museums, historical sites, zoos, and parks	0
01015	721	721000	hotels and campgrounds	315
01017	113	113000	timber and raw forest products	145
01017	441	441000	vehicles and parts sales	152
01017	445	445000	food and beverage stores	244
01017	452	452000	general merchandise stores	336
01017	484	484000	truck transport	0
01017	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
01017	493	493000	warehousing	0
01017	521	52a000	monetary authorities and depository credit intermediation	0
01017	531	531ore	other real estate	0
01017	622	622000	hospitals	0
01017	721	721000	hotels and campgrounds	52
01019	113	113000	timber and raw forest products	49
01019	115	115000	agriculture and forestry support	0
01019	315	315000	clothing	0
01019	441	441000	vehicles and parts sales	0
01019	445	445000	food and beverage stores	108
01019	452	452000	general merchandise stores	0
01019	484	484000	truck transport	80
01019	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
01019	492	492000	couriers and messengers	0
01019	493	493000	warehousing	0
01019	521	52a000	monetary authorities and depository credit intermediation	78
01019	531	531ore	other real estate	38
01019	562	562000	waste management and remediation	0
01019	622	622000	hospitals	0
01019	712	712000	museums, historical sites, zoos, and parks	0
01019	721	721000	hotels and campgrounds	0
01021	113	113000	timber and raw forest products	148
01021	115	115000	agriculture and forestry support	0
01021	315	315000	clothing	0
01021	441	441000	vehicles and parts sales	214
01021	445	445000	food and beverage stores	280
01021	452	452000	general merchandise stores	395
01021	484	484000	truck transport	220
01021	485	485000	passenger ground transport	0
01021	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
01021	521	52a000	monetary authorities and depository credit intermediation	122
01021	531	531ore	other real estate	23
01021	562	562000	waste management and remediation	11
01021	622	622000	hospitals	0
01021	721	721000	hotels and campgrounds	69
01023	113	113000	timber and raw forest products	194
01023	115	115000	agriculture and forestry support	0
01023	211	211000	unrefined oil and gas	0
01023	441	441000	vehicles and parts sales	30
01023	445	445000	food and beverage stores	107
01023	452	452000	general merchandise stores	0
01023	484	484000	truck transport	78
01023	493	493000	warehousing	0
01023	521	52a000	monetary authorities and depository credit intermediation	0
01023	531	531ore	other real estate	0
01023	622	622000	hospitals	0
01023	721	721000	hotels and campgrounds	0
01025	113	113000	timber and raw forest products	199
01025	115	115000	agriculture and forestry support	0
01025	211	211000	unrefined oil and gas	0
01025	441	441000	vehicles and parts sales	196
01025	445	445000	food and beverage stores	92
01025	452	452000	general merchandise stores	0
01025	484	484000	truck transport	0
01025	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
01025	492	492000	couriers and messengers	0
01025	521	52a000	monetary authorities and depository credit intermediation	0
01025	531	531ore	other real estate	0
01025	562	562000	waste management and remediation	0
01025	622	622000	hospitals	0
01025	712	712000	museums, historical sites, zoos, and parks	0
01025	721	721000	hotels and campgrounds	0
01027	113	113000	timber and raw forest products	68
01027	441	441000	vehicles and parts sales	0
01027	445	445000	food and beverage stores	117
01027	452	452000	general merchandise stores	0
01027	484	484000	truck transport	116
01027	485	485000	passenger ground transport	0
01027	492	492000	couriers and messengers	0
01027	521	52a000	monetary authorities and depository credit intermediation	63
01027	531	531ore	other real estate	17
01027	622	622000	hospitals	0
01029	113	113000	timber and raw forest products	0
01029	315	315000	clothing	0
01029	441	441000	vehicles and parts sales	0
01029	445	445000	food and beverage stores	42
01029	452	452000	general merchandise stores	0
01029	484	484000	truck transport	0
01029	521	52a000	monetary authorities and depository credit intermediation	48
01029	531	531ore	other real estate	4
01029	721	721000	hotels and campgrounds	0
01031	113	113000	timber and raw forest products	34
01031	115	115000	agriculture and forestry support	0
01031	315	315000	clothing	0
01031	441	441000	vehicles and parts sales	454
01031	445	445000	food and beverage stores	232
01031	452	452000	general merchandise stores	527
01031	484	484000	truck transport	66
01031	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
01031	492	492000	couriers and messengers	0
01031	493	493000	warehousing	0
01031	521	52a000	monetary authorities and depository credit intermediation	197
01031	531	531ore	other real estate	147
01031	562	562000	waste management and remediation	0
01031	622	622000	hospitals	0
01031	721	721000	hotels and campgrounds	110
01033	113	113000	timber and raw forest products	0
01033	115	115000	agriculture and forestry support	9
01033	211	211000	unrefined oil and gas	0
01033	316	316000	leather	0
01033	441	441000	vehicles and parts sales	630
01033	445	445000	food and beverage stores	363
01033	452	452000	general merchandise stores	573
01033	481	481000	air transport	0
01033	484	484000	truck transport	190
01033	485	485000	passenger ground transport	0
01033	486	486000	pipeline transport	0
01033	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
01033	492	492000	couriers and messengers	0
01033	493	493000	warehousing	0
01033	521	52a000	monetary authorities and depository credit intermediation	0
01033	531	531ore	other real estate	93
01033	562	562000	waste management and remediation	0
01033	622	622000	hospitals	0
01033	712	712000	museums, historical sites, zoos, and parks	0
01033	721	721000	hotels and campgrounds	0
01035	113	113000	timber and raw forest products	211
01035	115	115000	agriculture and forestry support	0
01035	315	315000	clothing	0
01035	441	441000	vehicles and parts sales	29
01035	445	445000	food and beverage stores	0
01035	452	452000	general merchandise stores	0
01035	484	484000	truck transport	0
01035	486	486000	pipeline transport	0
01035	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
01035	492	492000	couriers and messengers	0
01035	521	52a000	monetary authorities and depository credit intermediation	0
01035	531	531ore	other real estate	0
01035	622	622000	hospitals	0
01035	721	721000	hotels and campgrounds	0
01037	113	113000	timber and raw forest products	30
01037	441	441000	vehicles and parts sales	0
01037	445	445000	food and beverage stores	0
01037	452	452000	general merchandise stores	0
01037	484	484000	truck transport	0
01037	521	52a000	monetary authorities and depository credit intermediation	0
01037	531	531ore	other real estate	1
01039	113	113000	timber and raw forest products	19
01039	115	115000	agriculture and forestry support	45
01039	315	315000	clothing	0
01039	441	441000	vehicles and parts sales	233
01039	445	445000	food and beverage stores	333
01039	452	452000	general merchandise stores	402
01039	481	481000	air transport	0
01039	484	484000	truck transport	346
01039	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
01039	492	492000	couriers and messengers	0
01039	493	493000	warehousing	0
01039	521	52a000	monetary authorities and depository credit intermediation	205
01039	531	531ore	other real estate	0
01039	533	533000	lessors of nonfinancial intangible assets	0
01039	562	562000	waste management and remediation	0
01039	622	622000	hospitals	0
01039	721	721000	hotels and campgrounds	70
01041	113	113000	timber and raw forest products	92
01041	115	115000	agriculture and forestry support	0
01041	441	441000	vehicles and parts sales	11
01041	445	445000	food and beverage stores	141
01041	452	452000	general merchandise stores	0
01041	484	484000	truck transport	133
01041	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
01041	521	52a000	monetary authorities and depository credit intermediation	72
01041	531	531ore	other real estate	0
01041	622	622000	hospitals	0
01041	721	721000	hotels and campgrounds	0
01043	113	113000	timber and raw forest products	50
01043	114	114000	wild-caught fish and game	0
01043	115	115000	agriculture and forestry support	36
01043	315	315000	clothing	0
01043	441	441000	vehicles and parts sales	483
01043	445	445000	food and beverage stores	438
01043	452	452000	general merchandise stores	840
01043	484	484000	truck transport	870
01043	485	485000	passenger ground transport	0
01043	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
01043	492	492000	couriers and messengers	0
01043	493	493000	warehousing	0
01043	521	52a000	monetary authorities and depository credit intermediation	499
01043	531	531ore	other real estate	105
01043	562	562000	waste management and remediation	0
01043	622	622000	hospitals	0
01043	721	721000	hotels and campgrounds	130
01045	113	113000	timber and raw forest products	71
01045	115	115000	agriculture and forestry support	0
01045	441	441000	vehicles and parts sales	188
01045	445	445000	food and beverage stores	181
01045	452	452000	general merchandise stores	348
01045	484	484000	truck transport	0
01045	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
01045	492	492000	couriers and messengers	0
01045	521	52a000	monetary authorities and depository credit intermediation	284
01045	531	531ore	other real estate	0
01045	562	562000	waste management and remediation	0
01045	622	622000	hospitals	0
01045	712	712000	museums, historical sites, zoos, and parks	0
01045	721	721000	hotels and campgrounds	109
01047	113	113000	timber and raw forest products	59
01047	115	115000	agriculture and forestry support	0
01047	315	315000	clothing	0
01047	441	441000	vehicles and parts sales	210
01047	445	445000	food and beverage stores	295
01047	452	452000	general merchandise stores	0
01047	484	484000	truck transport	0
01047	521	52a000	monetary authorities and depository credit intermediation	180
01047	531	531ore	other real estate	49
01047	562	562000	waste management and remediation	0
01047	622	622000	hospitals	0
01047	712	712000	museums, historical sites, zoos, and parks	0
01047	721	721000	hotels and campgrounds	86
01049	113	113000	timber and raw forest products	0
01049	115	115000	agriculture and forestry support	0
01049	315	315000	clothing	923
01049	316	316000	leather	0
01049	441	441000	vehicles and parts sales	257
01049	445	445000	food and beverage stores	288
01049	452	452000	general merchandise stores	554
01049	481	481000	air transport	0
01049	484	484000	truck transport	0
01049	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
01049	492	492000	couriers and messengers	0
01049	493	493000	warehousing	0
01049	521	52a000	monetary authorities and depository credit intermediation	308
01049	531	531ore	other real estate	98
01049	562	562000	waste management and remediation	115
01049	622	622000	hospitals	0
01049	712	712000	museums, historical sites, zoos, and parks	0
01049	721	721000	hotels and campgrounds	154
01051	113	113000	timber and raw forest products	15
01051	115	115000	agriculture and forestry support	51
01051	315	315000	clothing	0
01051	441	441000	vehicles and parts sales	305
01051	445	445000	food and beverage stores	326
01051	452	452000	general merchandise stores	0
01051	481	481000	air transport	0
01051	484	484000	truck transport	0
01051	486	486000	pipeline transport	0
01051	487	48a000	scenic and sightseeing transportation and support activities for transportation	42
01051	492	492000	couriers and messengers	0
01051	493	493000	warehousing	0
01051	521	52a000	monetary authorities and depository credit intermediation	236
01051	531	531ore	other real estate	0
01051	562	562000	waste management and remediation	0
01051	622	622000	hospitals	0
01051	712	712000	museums, historical sites, zoos, and parks	0
01051	721	721000	hotels and campgrounds	82
01053	113	113000	timber and raw forest products	164
01053	115	115000	agriculture and forestry support	25
01053	211	211000	unrefined oil and gas	0
01053	441	441000	vehicles and parts sales	264
01053	445	445000	food and beverage stores	208
01053	452	452000	general merchandise stores	0
01053	481	481000	air transport	0
01053	484	484000	truck transport	260
01053	486	486000	pipeline transport	0
01053	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
01053	521	52a000	monetary authorities and depository credit intermediation	325
01053	531	531ore	other real estate	32
01053	562	562000	waste management and remediation	0
01053	622	622000	hospitals	0
01053	721	721000	hotels and campgrounds	86
01055	113	113000	timber and raw forest products	14
01055	115	115000	agriculture and forestry support	0
01055	316	316000	leather	0
01055	441	441000	vehicles and parts sales	606
01055	445	445000	food and beverage stores	518
01055	452	452000	general merchandise stores	1291
01055	484	484000	truck transport	0
01055	485	485000	passenger ground transport	0
01055	487	48a000	scenic and sightseeing transportation and support activities for transportation	60
01055	492	492000	couriers and messengers	0
01055	493	493000	warehousing	0
01055	521	52a000	monetary authorities and depository credit intermediation	494
01055	531	531ore	other real estate	195
01055	562	562000	waste management and remediation	0
01055	622	622000	hospitals	0
01055	712	712000	museums, historical sites, zoos, and parks	0
01055	721	721000	hotels and campgrounds	171
01057	113	113000	timber and raw forest products	60
01057	115	115000	agriculture and forestry support	0
01057	315	315000	clothing	0
01057	441	441000	vehicles and parts sales	78
01057	445	445000	food and beverage stores	85
01057	452	452000	general merchandise stores	0
01057	484	484000	truck transport	92
01057	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
01057	521	52a000	monetary authorities and depository credit intermediation	0
01057	531	531ore	other real estate	0
01057	562	562000	waste management and remediation	0
01057	622	622000	hospitals	0
01057	721	721000	hotels and campgrounds	0
01059	113	113000	timber and raw forest products	58
01059	115	115000	agriculture and forestry support	0
01059	441	441000	vehicles and parts sales	54
01059	445	445000	food and beverage stores	0
01059	452	452000	general merchandise stores	353
01059	484	484000	truck transport	200
01059	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
01059	493	493000	warehousing	0
01059	521	52a000	monetary authorities and depository credit intermediation	293
01059	531	531ore	other real estate	0
01059	562	562000	waste management and remediation	0
01059	622	622000	hospitals	0
01059	712	712000	museums, historical sites, zoos, and parks	0
01059	721	721000	hotels and campgrounds	0
01061	113	113000	timber and raw forest products	0
01061	115	115000	agriculture and forestry support	0
01061	441	441000	vehicles and parts sales	55
01061	445	445000	food and beverage stores	235
01061	452	452000	general merchandise stores	148
01061	484	484000	truck transport	0
01061	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
01061	493	493000	warehousing	0
01061	521	52a000	monetary authorities and depository credit intermediation	108
01061	531	531ore	other real estate	0
01061	562	562000	waste management and remediation	0
01061	622	622000	hospitals	0
01061	721	721000	hotels and campgrounds	0
01063	113	113000	timber and raw forest products	14
01063	114	114000	wild-caught fish and game	0
01063	115	115000	agriculture and forestry support	0
01063	441	441000	vehicles and parts sales	0
01063	445	445000	food and beverage stores	68
01063	452	452000	general merchandise stores	0
01063	484	484000	truck transport	0
01063	485	485000	passenger ground transport	0
01063	486	486000	pipeline transport	0
01063	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
01063	521	52a000	monetary authorities and depository credit intermediation	0
01063	531	531ore	other real estate	0
01063	622	622000	hospitals	0
01065	113	113000	timber and raw forest products	62
01065	114	114000	wild-caught fish and game	0
01065	441	441000	vehicles and parts sales	21
01065	445	445000	food and beverage stores	109
01065	452	452000	general merchandise stores	0
01065	484	484000	truck transport	25
01065	486	486000	pipeline transport	0
01065	493	493000	warehousing	0
01065	521	52a000	monetary authorities and depository credit intermediation	56
01065	531	531ore	other real estate	0
01065	562	562000	waste management and remediation	0
01065	622	622000	hospitals	0
01065	721	721000	hotels and campgrounds	0
01067	113	113000	timber and raw forest products	108
01067	115	115000	agriculture and forestry support	0
01067	441	441000	vehicles and parts sales	47
01067	445	445000	food and beverage stores	120
01067	452	452000	general merchandise stores	0
01067	484	484000	truck transport	0
01067	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
01067	493	493000	warehousing	0
01067	521	52a000	monetary authorities and depository credit intermediation	76
01067	531	531ore	other real estate	0
01067	562	562000	waste management and remediation	0
01067	721	721000	hotels and campgrounds	0
01069	113	113000	timber and raw forest products	0
01069	115	115000	agriculture and forestry support	0
01069	441	441000	vehicles and parts sales	1122
01069	445	445000	food and beverage stores	896
01069	452	452000	general merchandise stores	1828
01069	481	481000	air transport	0
01069	484	484000	truck transport	808
01069	485	485000	passenger ground transport	0
01069	487	48a000	scenic and sightseeing transportation and support activities for transportation	153
01069	492	492000	couriers and messengers	179
01069	493	493000	warehousing	99
01069	521	52a000	monetary authorities and depository credit intermediation	628
01069	531	531ore	other real estate	285
01069	562	562000	waste management and remediation	76
01069	622	622000	hospitals	4165
01069	712	712000	museums, historical sites, zoos, and parks	30
01069	721	721000	hotels and campgrounds	420
01071	113	113000	timber and raw forest products	14
01071	115	115000	agriculture and forestry support	0
01071	315	315000	clothing	0
01071	316	316000	leather	0
01071	441	441000	vehicles and parts sales	203
01071	445	445000	food and beverage stores	261
01071	452	452000	general merchandise stores	520
01071	484	484000	truck transport	173
01071	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
01071	521	52a000	monetary authorities and depository credit intermediation	0
01071	531	531ore	other real estate	53
01071	562	562000	waste management and remediation	73
01071	622	622000	hospitals	0
01071	712	712000	museums, historical sites, zoos, and parks	0
01071	721	721000	hotels and campgrounds	130
01073	113	113000	timber and raw forest products	0
01073	115	115000	agriculture and forestry support	0
01073	211	211000	unrefined oil and gas	0
01073	315	315000	clothing	0
01073	316	316000	leather	7
01073	441	441000	vehicles and parts sales	5498
01073	445	445000	food and beverage stores	5053
01073	452	452000	general merchandise stores	8958
01073	481	481000	air transport	0
01073	483	483000	water transport (boats, ships, ferries)	0
01073	484	484000	truck transport	6023
01073	485	485000	passenger ground transport	0
01073	486	486000	pipeline transport	0
01073	487	48a000	scenic and sightseeing transportation and support activities for transportation	757
01073	492	492000	couriers and messengers	1409
01073	493	493000	warehousing	2054
01073	521	52a000	monetary authorities and depository credit intermediation	0
01073	531	531ore	other real estate	4839
01073	533	533000	lessors of nonfinancial intangible assets	0
01073	562	562000	waste management and remediation	1089
01073	622	622000	hospitals	21183
01073	712	712000	museums, historical sites, zoos, and parks	380
01073	721	721000	hotels and campgrounds	2593
01075	113	113000	timber and raw forest products	96
01075	115	115000	agriculture and forestry support	0
01075	211	211000	unrefined oil and gas	0
01075	441	441000	vehicles and parts sales	40
01075	445	445000	food and beverage stores	96
01075	452	452000	general merchandise stores	0
01075	484	484000	truck transport	315
01075	486	486000	pipeline transport	0
01075	521	52a000	monetary authorities and depository credit intermediation	98
01075	531	531ore	other real estate	0
01075	562	562000	waste management and remediation	0
01075	721	721000	hotels and campgrounds	0
01077	113	113000	timber and raw forest products	89
01077	115	115000	agriculture and forestry support	0
01077	315	315000	clothing	0
01077	441	441000	vehicles and parts sales	475
01077	445	445000	food and beverage stores	564
01077	452	452000	general merchandise stores	1488
01077	484	484000	truck transport	102
01077	485	485000	passenger ground transport	0
01077	487	48a000	scenic and sightseeing transportation and support activities for transportation	31
01077	493	493000	warehousing	0
01077	521	52a000	monetary authorities and depository credit intermediation	0
01077	531	531ore	other real estate	258
01077	562	562000	waste management and remediation	28
01077	622	622000	hospitals	0
01077	712	712000	museums, historical sites, zoos, and parks	0
01077	721	721000	hotels and campgrounds	369
01079	113	113000	timber and raw forest products	0
01079	115	115000	agriculture and forestry support	0
01079	315	315000	clothing	0
01079	441	441000	vehicles and parts sales	44
01079	445	445000	food and beverage stores	90
01079	452	452000	general merchandise stores	333
01079	484	484000	truck transport	71
01079	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
01079	521	52a000	monetary authorities and depository credit intermediation	0
01079	531	531ore	other real estate	0
01079	562	562000	waste management and remediation	0
01079	622	622000	hospitals	0
01079	721	721000	hotels and campgrounds	0
01081	113	113000	timber and raw forest products	30
01081	115	115000	agriculture and forestry support	0
01081	441	441000	vehicles and parts sales	656
01081	445	445000	food and beverage stores	0
01081	452	452000	general merchandise stores	1547
01081	484	484000	truck transport	430
01081	485	485000	passenger ground transport	0
01081	486	486000	pipeline transport	0
01081	487	48a000	scenic and sightseeing transportation and support activities for transportation	126
01081	492	492000	couriers and messengers	0
01081	493	493000	warehousing	0
01081	521	52a000	monetary authorities and depository credit intermediation	541
01081	531	531ore	other real estate	407
01081	533	533000	lessors of nonfinancial intangible assets	0
01081	562	562000	waste management and remediation	41
01081	622	622000	hospitals	0
01081	712	712000	museums, historical sites, zoos, and parks	0
01081	721	721000	hotels and campgrounds	423
01083	115	115000	agriculture and forestry support	0
01083	315	315000	clothing	0
01083	441	441000	vehicles and parts sales	364
01083	445	445000	food and beverage stores	0
01083	452	452000	general merchandise stores	0
01083	484	484000	truck transport	343
01083	485	485000	passenger ground transport	0
01083	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
01083	492	492000	couriers and messengers	0
01083	493	493000	warehousing	0
01083	521	52a000	monetary authorities and depository credit intermediation	0
01083	531	531ore	other real estate	68
01083	533	533000	lessors of nonfinancial intangible assets	0
01083	562	562000	waste management and remediation	0
01083	622	622000	hospitals	0
01083	712	712000	museums, historical sites, zoos, and parks	0
01083	721	721000	hotels and campgrounds	76
01085	113	113000	timber and raw forest products	27
01085	115	115000	agriculture and forestry support	0
01085	315	315000	clothing	0
01085	441	441000	vehicles and parts sales	0
01085	445	445000	food and beverage stores	0
01085	452	452000	general merchandise stores	0
01085	484	484000	truck transport	0
01085	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
01085	493	493000	warehousing	0
01085	521	52a000	monetary authorities and depository credit intermediation	0
01085	531	531ore	other real estate	0
01085	562	562000	waste management and remediation	0
01087	115	115000	agriculture and forestry support	0
01087	441	441000	vehicles and parts sales	0
01087	445	445000	food and beverage stores	123
01087	452	452000	general merchandise stores	31
01087	484	484000	truck transport	0
01087	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
01087	521	52a000	monetary authorities and depository credit intermediation	0
01087	531	531ore	other real estate	0
01087	562	562000	waste management and remediation	0
01087	622	622000	hospitals	0
01087	712	712000	museums, historical sites, zoos, and parks	0
01087	721	721000	hotels and campgrounds	34
01089	113	113000	timber and raw forest products	0
01089	115	115000	agriculture and forestry support	0
01089	441	441000	vehicles and parts sales	2437
01089	445	445000	food and beverage stores	2608
01089	452	452000	general merchandise stores	4536
01089	481	481000	air transport	180
01089	484	484000	truck transport	490
01089	485	485000	passenger ground transport	60
01089	487	48a000	scenic and sightseeing transportation and support activities for transportation	1432
01089	492	492000	couriers and messengers	470
01089	493	493000	warehousing	361
01089	521	52a000	monetary authorities and depository credit intermediation	0
01089	531	531ore	other real estate	1148
01089	533	533000	lessors of nonfinancial intangible assets	0
01089	562	562000	waste management and remediation	258
01089	622	622000	hospitals	0
01089	712	712000	museums, historical sites, zoos, and parks	118
01089	721	721000	hotels and campgrounds	1364
01091	113	113000	timber and raw forest products	205
01091	115	115000	agriculture and forestry support	24
01091	441	441000	vehicles and parts sales	82
01091	445	445000	food and beverage stores	131
01091	452	452000	general merchandise stores	0
01091	484	484000	truck transport	0
01091	485	485000	passenger ground transport	0
01091	486	486000	pipeline transport	0
01091	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
01091	493	493000	warehousing	0
01091	521	52a000	monetary authorities and depository credit intermediation	139
01091	531	531ore	other real estate	0
01091	562	562000	waste management and remediation	0
01091	622	622000	hospitals	0
01091	712	712000	museums, historical sites, zoos, and parks	0
01091	721	721000	hotels and campgrounds	0
01093	113	113000	timber and raw forest products	55
01093	115	115000	agriculture and forestry support	18
01093	315	315000	clothing	0
01093	441	441000	vehicles and parts sales	139
01093	445	445000	food and beverage stores	82
01093	452	452000	general merchandise stores	0
01093	484	484000	truck transport	212
01093	486	486000	pipeline transport	0
01093	487	48a000	scenic and sightseeing transportation and support activities for transportation	0
01093	492	492000	couriers and messengers	0
01093	493	493000	warehousing	0
01093	521	52a000	monetary authorities and depository credit intermediation	188
01093	531	531ore	other real estate	14
01093	562	562000	waste management and remediation	0
01093	622	622000	hospitals	0
01093	712	712000	museums, historical sites, zoos, and parks	0
01093	721	721000	hotels and campgrounds	0
01095	113	113000	timber and raw forest products	0
01095	115	115000	agriculture and forestry support	0
01095	441	441000	vehicles and parts sales	822
01095	445	445000	food and beverage stores	531
01095	452	452000	general merchandise stores	0
01095	481	481000	air transport	0
01095	484	484000	truck transport	616
01095	486	486000	pipeline transport	0
01095	487	48a000	scenic and sightseeing transportation and support activities for transportation	62
01095	492	492000	couriers and messengers	0
01095	493	493000	warehousing	59
01095	521	52a000	monetary authorities and depository credit intermediation	439
01095	531	531ore	other real estate	546
01095	562	562000	waste management and remediation	0
01095	622	622000	hospitals	0
01095	712	712000	museums, historical sites, zoos, and parks	0
01095	721	721000	hotels and campgrounds	190
01097	113	113000	timber and raw forest products	121
01097	114	114000	wild-caught fish and game	0
01097	115	115000	agriculture and forestry support	0
01097	211	211000	unrefined oil and gas	0
01097	315	315000	clothing	0
01097	441	441000	vehicles and parts sales	2990
01097	445	445000	food and beverage stores	2445
01097	452	452000	general merchandise stores	4744
01097	481	481000	air transport	92
01097	483	483000	water transport (boats, ships, ferries)	495
01097	484	484000	truck transport	1992
01097	485	485000	passenger ground transport	222
01097	486	486000	pipeline transport	90
01097	487	48a000	scenic and sightseeing transportation and support activities for transportation	1747
01097	492	492000	couriers and messengers	440
01097	493	493000	warehousing	845
01097	521	52a000	monetary authorities and depository credit intermediation	1652
01097	531	531ore	other real estate	1160
01097	533	533000	lessors of nonfinancial intangible assets	0
01097	562	562000	waste management and remediation	1248
