id	rate
18107	0.0
18109	0.0
18111	0.0
18113	0.0
18115	0.0
18117	0.0
18119	0.0
18121	0.0
18123	0.0
18125	0.0
18127	15.0
18129	0.0
18131	0.0
18133	0.0
18135	0.0
18137	0.0
18139	0.0
18141	13.5
18143	0.0
18145	0.0
18147	0.0
18149	0.0
18151	0.0
18153	0.0
18155	0.0
18157	9.9
18159	0.0
18161	0.0
18163	19.2
18165	0.0
18167	17.0
18169	0.0
18171	0.0
18173	0.0
18175	0.0
18177	0.0
18179	0.0
18181	0.0
18183	0.0
19001	0.0
19003	0.0
19005	0.0
19007	0.0
19009	0.0
19011	0.0
19013	18.6
19015	0.0
19017	0.0
19019	0.0
19021	0.0
19023	0.0
19025	0.0
19027	0.0
19029	0.0
19031	0.0
19033	0.0
19035	0.0
19037	0.0
19039	0.0
19041	0.0
19043	0.0
19045	0.0
19047	0.0
19049	16.7
19051	0.0
19053	0.0
19055	0.0
19057	0.0
19059	0.0
19061	20.5
19063	0.0
19065	0.0
19067	0.0
19069	0.0
19071	0.0
19073	0.0
19075	0.0
19077	0.0
19079	0.0
19081	0.0
19083	0.0
19085	0.0
19087	0.0
19089	0.0
19091	0.0
19093	0.0
19095	0.0
19097	0.0
19099	0.0
19101	0.0
19103	18.2
19105	0.0
19107	0.0
19109	0.0
19111	0.0
19113	18.1
19115	0.0
19117	0.0
19119	0.0
19121	0.0
19123	0.0
19125	0.0
19127	0.0
19129	0.0
19131	0.0
19133	0.0
19135	0.0
19137	0.0
19139	37.5
19141	0.0
19143	0.0
19145	0.0
19147	0.0
19149	0.0
19151	0.0
19153	23.5
19155	20.5
19157	0.0
19159	0.0
19161	0.0
19163	19.3
19165	0.0
19167	0.0
19169	0.0
19171	0.0
19173	0.0
19175	0.0
19177	0.0
19179	0.0
19181	0.0
19183	0.0
19185	0.0
19187	0.0
19189	0.0
19191	0.0
19193	16.7
19195	0.0
19197	0.0
20001	0.0
20003	0.0
20005	0.0
20007	0.0
20009	0.0
20011	0.0
20013	0.0
20015	0.0
20017	0.0
20019	0.0
20021	0.0
20023	0.0
20025	0.0
20027	0.0
20029	0.0
20031	0.0
20033	0.0
20035	0.0
20037	0.0
20039	0.0
20041	0.0
20043	0.0
20045	0.0
20047	0.0
20049	0.0
20051	0.0
20053	0.0
20055	0.0
20057	0.0
20059	0.0
20061	0.0
20063	0.0
20065	0.0
20067	0.0
20069	0.0
20071	0.0
20073	0.0
20075	0.0
20077	0.0
20079	0.0
20081	0.0
20083	0.0
20085	0.0
20087	0.0
20089	0.0
20091	0.0
20093	0.0
20095	0.0
20097	0.0
20099	0.0
20101	0.0
20103	0.0
20105	0.0
20107	0.0
20109	0.0
20111	0.0
20113	0.0
20115	0.0
20117	0.0
20119	0.0
20121	0.0
20123	0.0
20125	0.0
20127	0.0
20129	0.0
20131	0.0
20133	0.0
20135	0.0
20137	0.0
20139	0.0
20141	0.0
20143	0.0
20145	0.0
20147	0.0
20149	0.0
20151	0.0
20153	0.0
20155	0.0
20157	0.0
20159	0.0
20161	0.0
20163	0.0
20165	0.0
20167	0.0
20169	0.0
20171	0.0
20173	0.0
20175	0.0
20177	0.0
20179	0.0
20181	0.0
20183	0.0
20185	0.0
20187	0.0
20189	0.0
20191	0.0
20193	0.0
20195	0.0
20197	0.0
20199	0.0
20201	0.0
20203	0.0
20205	0.0
20207	0.0
20209	0.0
21001	0.0
21003	0.0
21005	0.0
21007	0.0
21009	0.0
21011	0.0
21013	0.0
21015	22.8
21017	0.0
21019	0.0
21021	0.0
21023	0.0
21025	0.0
21027	0.0
21029	27.4
21031	0.0
21033	0.0
21035	0.0
21037	36.8
21039	0.0
21041	0.0
21043	0.0
21045	0.0
21047	16.8
21049	0.0
21051	0.0
21053	0.0
21055	0.0
21057	0.0
21059	17.5
21061	0.0
21063	0.0
21065	0.0
21067	15.3
21069	0.0
21071	0.0
21073	0.0
21075	0.0
21077	0.0
21079	0.0
21081	0.0
21083	0.0
21085	0.0
21087	0.0
21089	0.0
21091	0.0
21093	25.2
21095	0.0
21097	0.0
21099	0.0
21101	0.0
21103	0.0
21105	0.0
21107	0.0
21109	0.0
21111	16.4
21113	0.0
21115	0.0
21117	16.1
21119	0.0
21121	0.0
21123	0.0
21125	0.0
21127	0.0
21129	0.0
21131	0.0
21133	0.0
21135	0.0
21137	0.0
21139	0.0
21141	0.0
21143	0.0
21145	0.0
21147	0.0
21149	0.0
21151	0.0
21153	0.0
21155	0.0
21157	0.0
21159	0.0
21161	0.0
21163	0.0
21165	0.0
21167	0.0
21169	0.0
21171	0.0
21173	0.0
21175	0.0
21177	0.0
21179	0.0
21181	0.0
21183	0.0
21185	0.0
21187	0.0
21189	0.0
21191	0.0
21193	0.0
21195	0.0
21197	0.0
21199	0.0
21201	0.0
21203	0.0
21205	0.0
21207	0.0
21209	0.0
21211	0.0
21213	0.0
21215	0.0
21217	0.0
21219	0.0
21221	0.0
21223	0.0
21225	0.0
21227	14.9
21229	0.0
21231	0.0
21233	0.0
21235	0.0
21237	0.0
21239	0.0
22001	0.0
22003	0.0
22005	17.9
22007	0.0
22009	0.0
22011	0.0
22013	0.0
22015	11.8
22017	13.3
22019	19.3
22021	0.0
22023	0.0
22025	0.0
22027	0.0
22029	0.0
22031	0.0
22033	15.2
22035	0.0
22037	0.0
22039	0.0
22041	0.0
22043	0.0
22045	0.0
22047	0.0
22049	0.0
22051	14.4
22053	0.0
22055	19.9
22057	0.0
22059	0.0
22061	0.0
22063	18.7
22065	0.0
22067	0.0
22069	0.0
22071	12.7
22073	16.2
22075	0.0
22077	0.0
22079	14.5
22081	0.0
22083	0.0
22085	0.0
22087	0.0
22089	0.0
22091	0.0
22093	0.0
22095	0.0
22097	18.9
22099	0.0
22101	0.0
22103	22.5
22105	18.8
22107	0.0
22109	13.8
22111	0.0
22113	0.0
22115	0.0
22117	0.0
22119	0.0
22121	0.0
22123	0.0
22125	0.0
22127	0.0
23001	16.1
23003	0.0
23005	17.3
23007	0.0
23009	0.0
23011	0.0
23013	0.0
23015	0.0
23017	0.0
23019	16.5
23021	0.0
23023	0.0
23025	0.0
23027	0.0
23029	0.0
23031	17.4
24001	0.0
24003	18.1
24005	16.9
24009	0.0
24011	0.0
24013	16.8
24015	0.0
24017	14.9
24019	0.0
24021	13.8
24023	0.0
24025	16.3
24027	14.6
24029	0.0
24031	16.4
24033	15.3
24035	0.0
24037	15.0
24039	0.0
24041	0.0
24043	18.2
24045	0.0
24047	0.0
24510	12.1
25001	16.1
25003	19.3
25005	12.7
25007	0.0
25009	17.8
25011	0.0
25013	16.3
25015	0.0
25017	17.2
25019	0.0
25021	17.6
25023	16.1
25025	15.0
25027	20.4
26001	0.0
26003	0.0
26005	0.0
26007	0.0
26009	0.0
26011	0.0
26013	0.0
26015	0.0
26017	0.0
26019	0.0
26021	0.0
26023	0.0
26025	0.0
26027	0.0
26029	0.0
26031	0.0
26033	0.0
26035	0.0
26037	0.0
26039	0.0
26041	0.0
26043	0.0
26045	0.0
26047	0.0
26049	0.0
26051	0.0
26053	0.0
26055	0.0
26057	0.0
26059	0.0
26061	0.0
26063	0.0
26065	0.0
26067	0.0
26069	0.0
26071	0.0
26073	0.0
26075	0.0
26077	0.0
26079	0.0
26081	0.0
26083	0.0
26085	0.0
26087	0.0
26089	0.0
26091	0.0
26093	0.0
26095	0.0
26097	0.0
26099	16.4
26101	0.0
26103	0.0
26105	0.0
26107	0.0
26109	0.0
26111	0.0
26113	0.0
26115	0.0
26117	0.0
26119	0.0
26121	0.0
26123	0.0
26125	19.8
26127	0.0
26129	0.0
26131	0.0
26133	0.0
26135	0.0
26137	0.0
26139	0.0
26141	0.0
26143	0.0
26145	0.0
26147	0.0
26149	0.0
26151	0.0
26153	0.0
26155	0.0
26157	0.0
26159	0.0
26161	0.0
26163	15.9
26165	0.0
27001	0.0
27003	0.0
27005	0.0
27007	0.0
27009	0.0
27011	0.0
27013	0.0
27015	0.0
27017	0.0
27019	0.0
27021	0.0
27023	0.0
27025	0.0
27027	0.0
27029	0.0
27031	0.0
27033	0.0
27035	0.0
27037	0.0
27039	0.0
27041	0.0
27043	0.0
27045	0.0
27047	0.0
27049	0.0
27051	0.0
27053	0.0
27055	0.0
27057	0.0
27059	0.0
27061	0.0
27063	0.0
27065	0.0
27067	0.0
27069	0.0
27071	0.0
27073	0.0
27075	0.0
27077	0.0
27079	0.0
27081	0.0
27083	0.0
27085	0.0
27087	0.0
27089	0.0
27091	0.0
27093	0.0
27095	0.0
27097	0.0
27099	0.0
27101	0.0
27103	0.0
27105	0.0
27107	0.0
27109	0.0
27111	0.0
27113	0.0
27115	0.0
27117	0.0
27119	0.0
27121	0.0
27123	0.0
27125	0.0
27127	0.0
27129	0.0
27131	0.0
27133	0.0
27135	0.0
27137	0.0
27139	0.0
27141	0.0
27143	0.0
27145	0.0
27147	0.0
27149	0.0
27151	0.0
27153	0.0
27155	0.0
27157	0.0
27159	0.0
27161	0.0
27163	0.0
27165	0.0
27167	0.0
27169	0.0
27171	0.0
27173	0.0
28001	0.0
28003	0.0
28005	0.0
28007	0.0
28009	0.0
28011	0.0
28013	0.0
28015	0.0
28017	0.0
28019	0.0
28021	0.0
28023	0.0
28025	0.0
28027	0.0
28029	0.0
28031	0.0
28033	15.2
28035	29.0
28037	0.0
28039	0.0
28041	0.0
28043	0.0
28045	0.0
28047	15.1
28049	13.7
28051	0.0
28053	0.0
28055	0.0
28057	0.0
28059	15.9
28061	0.0
28063	0.0
28065	0.0
28067	0.0
28069	0.0
28071	0.0
28073	0.0
28075	0.0
28077	0.0
28079	0.0
28081	0.0
28083	0.0
28085	0.0
28087	0.0
28089	18.8
28091	0.0
28093	0.0
28095	0.0
28097	0.0
28099	0.0
28101	0.0
28103	0.0
28105	0.0
28107	0.0
28109	0.0
28111	0.0
28113	0.0
28115	0.0
28117	0.0
28119	0.0
28121	18.2
28123	0.0
28125	0.0
28127	0.0
28129	0.0
28131	0.0
28133	0.0
28135	0.0
28137	0.0
28139	0.0
28141	0.0
28143	0.0
28145	0.0
28147	0.0
28149	0.0
28151	0.0
28153	0.0
28155	0.0
28157	0.0
28159	0.0
28161	0.0
28163	0.0
29001	0.0
29003	0.0
29005	0.0
29007	0.0
29009	0.0
29011	0.0
29013	0.0
29015	0.0
29017	0.0
29019	11.8
29021	0.0
29023	0.0
29025	0.0
29027	0.0
29029	0.0
29031	0.0
29033	0.0
29035	0.0
29037	19.0
29039	0.0
29041	0.0
29043	18.1
29045	0.0
29047	21.5
29049	0.0
29051	0.0
29053	0.0
29055	0.0
29057	0.0
29059	0.0
29061	0.0
29063	0.0
29065	0.0
29067	0.0
29069	0.0
29071	16.2
29073	0.0
29075	0.0
29077	15.8
29079	0.0
29081	0.0
29083	0.0
29085	0.0
29087	0.0
29089	0.0
29091	0.0
29093	0.0
29095	19.8
29097	0.0
29099	14.5
29101	0.0
29103	0.0
29105	0.0
29107	0.0
29109	0.0
29111	0.0
29113	0.0
29115	0.0
29117	0.0
29119	0.0
29121	0.0
29123	0.0
29125	0.0
29127	0.0
29129	0.0
29131	0.0
29133	0.0
29135	0.0
29137	0.0
29139	0.0
29141	0.0
29143	0.0
29145	0.0
29147	0.0
29149	0.0
29151	0.0
29153	0.0
29155	0.0
29157	0.0
29159	0.0
29161	0.0
29163	0.0
29165	24.7
29167	0.0
29169	0.0
29171	0.0
29173	0.0
29175	0.0
29177	0.0
29179	0.0
29181	0.0
29183	17.4
29185	0.0
29186	0.0
29187	0.0
29189	17.9
29195	0.0
29197	0.0
29199	0.0
29201	0.0
29203	0.0
29205	0.0
29207	0.0
29209	0.0
29211	0.0
29213	0.0
29215	0.0
29217	0.0
29219	0.0
29221	0.0
29223	0.0
29225	0.0
29227	0.0
29229	0.0
29510	15.7
30001	0.0
30003	0.0
30005	0.0
30007	0.0
30009	0.0
30011	0.0
30013	0.0
30015	0.0
30017	0.0
30019	0.0
30021	0.0
30023	0.0
30025	0.0
30027	0.0
30029	0.0
30031	0.0
30033	0.0
30035	0.0
30037	0.0
30039	0.0
30041	0.0
30043	0.0
30045	0.0
30047	0.0
30049	0.0
30051	0.0
30053	0.0
30055	0.0
30057	0.0
30059	0.0
30061	0.0
30063	0.0
30065	0.0
30067	0.0
30069	0.0
30071	0.0
30073	0.0
30075	0.0
30077	0.0
30079	0.0
30081	0.0
30083	0.0
30085	0.0
30087	0.0
30089	0.0
30091	0.0
30093	0.0
30095	0.0
30097	0.0
30099	0.0
30101	0.0
30103	0.0
30105	0.0
30107	0.0
30109	0.0
30111	17.5
31001	0.0
31003	0.0
31005	0.0
31007	0.0
31009	0.0
31011	0.0
31013	0.0
31015	0.0
31017	0.0
31019	0.0
31021	0.0
31023	0.0
31025	0.0
31027	0.0
31029	0.0
31031	0.0
31033	0.0
31035	0.0
31037	0.0
31039	0.0
31041	0.0
31043	0.0
31045	0.0
31047	0.0
31049	0.0
31051	0.0
31053	0.0
31055	19.5
31057	0.0
31059	0.0
31061	0.0
31063	0.0
31065	0.0
31067	0.0
31069	0.0
31071	0.0
31073	0.0
31075	0.0
31077	0.0
31079	24.3
31081	0.0
31083	0.0
31085	0.0
31087	0.0
31089	0.0
31091	0.0
31093	0.0
31095	0.0
31097	0.0
31099	0.0
31101	0.0
31103	0.0
31105	0.0
31107	0.0
31109	13.1
31111	0.0
31113	0.0
31115	0.0
31117	0.0
31119	0.0
31121	0.0
31123	0.0
31125	0.0
31127	0.0
31129	0.0
31131	0.0
31133	0.0
31135	0.0
31137	0.0
31139	0.0
31141	0.0
31143	0.0
31145	0.0
31147	0.0
31149	0.0
31151	0.0
31153	14.6
31155	0.0
31157	0.0
31159	0.0
31161	0.0
31163	0.0
31165	0.0
31167	0.0
31169	0.0
31171	0.0
31173	0.0
31175	0.0
31177	0.0
31179	0.0
31181	0.0
31183	0.0
31185	0.0
32001	0.0
32003	15.4
32005	0.0
32007	0.0
32009	0.0
32011	0.0
32013	0.0
32015	0.0
32017	0.0
32019	0.0
32021	0.0
32023	0.0
32027	0.0
32029	0.0
32031	18.5
32033	0.0
32510	0.0
33001	0.0
33003	0.0
33005	0.0
33007	0.0
33009	0.0
33011	15.6
33013	20.6
33015	20.1
33017	20.9
33019	0.0
34001	16.1
34003	18.6
34005	18.4
34007	16.3
34009	0.0
34011	12.8
34013	16.4
34015	19.1
34017	17.8
34019	16.0
34021	16.3
34023	18.4
34025	17.1
34027	17.2
34029	22.4
34031	21.3
34033	0.0
34035	17.6
34037	19.8
34039	18.2
34041	19.3
35001	17.6
35003	0.0
35005	0.0
35006	0.0
35007	0.0
35009	0.0
35011	0.0
35013	16.6
35015	0.0
35017	0.0
35019	0.0
35021	0.0
35023	0.0
35025	17.6
35027	0.0
35028	0.0
35029	0.0
35031	0.0
35033	0.0
35035	0.0
35037	0.0
35039	0.0
35041	0.0
35043	15.2
35045	11.6
35047	0.0
35049	14.1
35051	0.0
35053	0.0
35055	0.0
35057	0.0
35059	0.0
35061	0.0
36001	17.2
36003	0.0
36005	19.8
36007	17.5
36009	0.0
36011	0.0
36013	32.2
36015	0.0
36017	0.0
36019	0.0
36021	0.0
36023	0.0
36025	0.0
36027	18.8
36029	18.7
36031	0.0
36033	0.0
36035	0.0
36037	0.0
36039	0.0
36041	0.0
36043	0.0
36045	18.0
36047	18.9
36049	0.0
36051	0.0
36053	0.0
36055	16.2
36057	0.0
36059	19.4
36061	21.8
36063	20.7
36065	16.9
36067	14.6
36069	0.0
36071	18.2
36073	0.0
36075	22.0
36077	0.0
36079	0.0
36081	17.2
36083	21.1
36085	20.7
36087	22.4
36089	17.8
36091	20.2
36093	19.2
36095	0.0
36097	0.0
36099	0.0
36101	0.0
36103	19.6
36105	0.0
36107	0.0
36109	0.0
36111	26.9
36113	0.0
36115	0.0
36117	0.0
36119	20.7
36121	0.0
36123	0.0
37001	14.2
37003	0.0
37005	0.0
37007	0.0
37009	0.0
37011	0.0
37013	0.0
37015	0.0
37017	0.0
37019	0.0
37021	20.8
37023	27.9
37025	21.7
37027	0.0
37029	0.0
37031	0.0
37033	0.0
37035	18.9
37037	0.0
37039	0.0
37041	0.0
37043	0.0
37045	23.7
37047	0.0
37049	20.7
37051	15.1
37053	0.0
37055	0.0
37057	11.9
37059	0.0
37061	0.0
37063	17.2
37065	0.0
37067	17.6
37069	0.0
37071	16.3
37073	0.0
37075	0.0
37077	0.0
37079	0.0
37081	13.5
37083	0.0
37085	20.4
37087	0.0
37089	17.9
37091	0.0
37093	0.0
37095	0.0
37097	15.0
37099	0.0
37101	17.2
37103	0.0
37105	0.0
37107	0.0
37109	0.0
37111	0.0
37113	0.0
37115	0.0
37117	0.0
37119	15.7
37121	0.0
37123	0.0
37125	0.0
37127	0.0
37129	17.6
37131	0.0
37133	14.3
37135	23.7
37137	0.0
37139	0.0
37141	0.0
37143	0.0
37145	0.0
37147	19.7
37149	0.0
37151	13.9
37153	0.0
37155	18.6
37157	0.0
37159	15.7
37161	29.6
37163	0.0
37165	0.0
37167	0.0
37169	0.0
37171	0.0
37173	0.0
37175	0.0
37177	0.0
37179	18.2
37181	0.0
37183	16.9
37185	0.0
37187	0.0
37189	0.0
37191	24.8
37193	0.0
37195	0.0
37197	0.0
37199	0.0
38001	0.0
38003	0.0
38005	0.0
38007	0.0
38009	0.0
38011	0.0
38013	0.0
38015	18.9
38017	10.5
38019	0.0
38021	0.0
38023	0.0
38025	0.0
