id	rate
01001	0.0
01003	19.3
01005	0.0
01007	0.0
01009	28.8
01011	0.0
01013	0.0
01015	22.8
01017	0.0
01019	0.0
01021	0.0
01023	0.0
01025	0.0
01027	0.0
01029	0.0
01031	0.0
01033	0.0
01035	0.0
01037	0.0
01039	0.0
01041	0.0
01043	26.3
01045	0.0
01047	0.0
01049	22.7
01051	0.0
01053	0.0
01055	0.0
01057	0.0
01059	0.0
01061	0.0
01063	0.0
01065	0.0
01067	0.0
01069	0.0
01071	0.0
01073	17.5
01075	0.0
01077	0.0
01079	0.0
01081	18.7
01083	19.5
01085	0.0
01087	0.0
01089	21.7
01091	0.0
01093	0.0
01095	25.6
01097	11.1
01099	0.0
01101	14.3
01103	0.0
01105	0.0
01107	0.0
01109	0.0
01111	0.0
01113	0.0
01115	24.3
01117	20.3
01119	0.0
01121	29.1
01123	0.0
01125	17.1
01127	26.7
01129	0.0
01131	0.0
01133	0.0
02013	0.0
02016	0.0
02020	17.7
02050	0.0
02060	0.0
02068	0.0
02070	0.0
02090	0.0
02100	0.0
02110	0.0
02122	0.0
02130	0.0
02150	0.0
02164	0.0
02170	14.2
02180	0.0
02185	0.0
02188	0.0
02201	0.0
02220	0.0
02232	0.0
02240	0.0
02261	0.0
02270	0.0
02280	0.0
02282	0.0
02290	0.0
04001	0.0
04003	22.8
04005	15.0
04007	0.0
04009	0.0
04011	0.0
04012	0.0
04013	16.3
04015	20.4
04017	15.4
04019	18.5
04021	17.9
04023	0.0
04025	21.2
04027	19.6
05001	0.0
05003	0.0
05005	0.0
05007	18.7
05009	0.0
05011	0.0
05013	0.0
05015	0.0
05017	0.0
05019	0.0
05021	0.0
05023	0.0
05025	0.0
05027	0.0
05029	0.0
05031	0.0
05033	0.0
05035	0.0
05037	0.0
05039	0.0
05041	0.0
05043	0.0
05045	0.0
05047	0.0
05049	0.0
05051	21.6
05053	0.0
05055	0.0
05057	0.0
05059	0.0
05061	0.0
05063	0.0
05065	0.0
05067	0.0
05069	0.0
05071	0.0
05073	0.0
05075	0.0
05077	0.0
05079	0.0
05081	0.0
05083	0.0
05085	0.0
05087	0.0
05089	0.0
05091	0.0
05093	0.0
05095	0.0
05097	0.0
05099	0.0
05101	0.0
05103	0.0
05105	0.0
05107	0.0
05109	0.0
05111	0.0
05113	0.0
05115	0.0
05117	0.0
05119	16.7
05121	0.0
05123	0.0
05125	15.1
05127	0.0
05129	0.0
05131	20.0
05133	0.0
05135	0.0
05137	0.0
05139	0.0
05141	0.0
05143	17.4
05145	22.0
05147	0.0
05149	0.0
06001	16.6
06003	0.0
06005	0.0
06007	15.9
06009	0.0
06011	0.0
06013	17.5
06015	0.0
06017	16.2
06019	16.0
06021	0.0
06023	22.6
06025	21.6
06027	0.0
06029	16.2
06031	14.2
06033	0.0
06035	0.0
06037	16.8
06039	19.7
06041	15.8
06043	0.0
06045	0.0
06047	18.4
06049	0.0
06051	0.0
06053	17.6
06055	17.7
06057	0.0
06059	19.4
06061	23.5
06063	0.0
06065	14.9
06067	17.2
06069	0.0
06071	17.4
06073	18.7
06075	16.6
06077	16.9
06079	17.2
06081	17.2
06083	20.5
06085	17.7
06087	18.0
06089	17.5
06091	0.0
06093	0.0
06095	16.2
06097	16.6
06099	19.0
06101	16.4
06103	0.0
06105	0.0
06107	14.6
06109	0.0
06111	15.9
06113	13.2
06115	0.0
08001	14.6
08003	0.0
08005	17.0
08007	0.0
08009	0.0
08011	0.0
08013	15.1
08015	0.0
08017	0.0
08019	0.0
08021	0.0
08023	0.0
08025	0.0
08027	0.0
08029	0.0
08031	17.4
08033	0.0
08035	16.5
08037	0.0
08039	0.0
08041	15.7
08043	0.0
08045	0.0
08047	0.0
08049	0.0
08051	0.0
08053	0.0
08055	0.0
08057	0.0
08059	16.8
08061	0.0
08063	0.0
08065	0.0
08067	0.0
08069	16.7
08071	0.0
08073	0.0
08075	0.0
08077	0.0
08079	0.0
08081	0.0
08083	0.0
08085	0.0
08087	0.0
08089	0.0
08091	0.0
08093	0.0
08095	0.0
08097	0.0
08099	0.0
08101	18.7
08103	0.0
08105	0.0
08107	0.0
08109	0.0
08111	0.0
08113	0.0
08115	0.0
08117	0.0
08119	0.0
08121	0.0
08123	15.8
08125	0.0
09001	17.8
09003	14.3
09005	18.7
09007	15.6
09009	17.0
09011	16.9
09013	25.3
09015	0.0
10001	23.6
10003	15.6
10005	19.6
12001	18.8
12003	0.0
12005	13.5
12007	0.0
12009	19.0
12011	18.4
12013	0.0
12015	0.0
12017	0.0
12019	20.9
12021	24.4
12023	0.0
12027	0.0
12029	0.0
12031	17.9
12033	20.0
12035	22.3
12037	0.0
12039	0.0
12041	0.0
12043	0.0
12045	0.0
12047	0.0
12049	0.0
12051	0.0
12053	29.4
12055	0.0
12057	16.8
12059	0.0
12061	17.5
12063	0.0
12065	0.0
12067	0.0
12069	18.9
12071	20.8
12073	12.0
12075	0.0
12077	0.0
12079	0.0
12081	16.6
12083	22.0
12085	16.2
12086	20.5
12087	0.0
12089	0.0
12091	25.8
12093	0.0
12095	16.5
12097	22.5
12099	15.6
12101	13.9
12103	16.4
12105	16.6
12107	0.0
12109	20.1
12111	20.9
12113	18.0
12115	20.6
12117	13.7
12119	0.0
12121	0.0
12123	0.0
12125	0.0
12127	19.9
12129	0.0
12131	0.0
12133	0.0
13001	0.0
13003	0.0
13005	0.0
13007	0.0
13009	0.0
13011	0.0
13013	23.6
13015	23.4
13017	0.0
13019	0.0
13021	15.4
13023	0.0
13025	0.0
13027	0.0
13029	0.0
13031	0.0
13033	0.0
13035	0.0
13037	0.0
13039	0.0
13043	0.0
13045	22.6
13047	0.0
13049	0.0
13051	15.8
13053	0.0
13055	0.0
13057	18.3
13059	23.0
13061	0.0
13063	13.4
13065	0.0
13067	19.1
13069	0.0
13071	0.0
13073	16.1
13075	0.0
13077	16.8
13079	0.0
13081	0.0
13083	0.0
13085	0.0
13087	0.0
13089	15.6
13091	0.0
13093	0.0
13095	0.0
13097	10.5
13099	0.0
13101	0.0
13103	0.0
13105	0.0
13107	0.0
13109	0.0
13111	0.0
13113	0.0
13115	17.9
13117	20.2
13119	0.0
13121	16.7
13123	0.0
13125	0.0
13127	26.6
13129	0.0
13131	0.0
13133	0.0
13135	19.7
13137	0.0
13139	20.0
13141	0.0
13143	0.0
13145	0.0
13147	0.0
13149	0.0
13151	18.4
13153	13.7
13155	0.0
13157	0.0
13159	0.0
13161	0.0
13163	0.0
13165	0.0
13167	0.0
13169	0.0
13171	0.0
13173	0.0
13175	0.0
13177	0.0
13179	0.0
13181	0.0
13183	0.0
13185	19.1
13187	0.0
13189	0.0
13191	0.0
13193	0.0
13195	0.0
13197	0.0
13199	0.0
13201	0.0
13205	0.0
13207	0.0
13209	0.0
13211	0.0
13213	0.0
13215	15.3
13217	0.0
13219	0.0
13221	0.0
13223	20.0
13225	0.0
13227	0.0
13229	0.0
13231	0.0
13233	0.0
13235	0.0
13237	0.0
13239	0.0
13241	0.0
13243	0.0
13245	21.2
13247	26.7
13249	0.0
13251	0.0
13253	0.0
13255	0.0
13257	0.0
13259	0.0
13261	0.0
13263	0.0
13265	0.0
13267	0.0
13269	0.0
13271	0.0
13273	0.0
13275	0.0
13277	0.0
13279	0.0
13281	0.0
13283	0.0
13285	29.1
13287	0.0
13289	0.0
13291	0.0
13293	0.0
13295	0.0
13297	22.6
13299	0.0
13301	0.0
13303	0.0
13305	0.0
13307	0.0
13309	0.0
13311	0.0
13313	17.9
13315	0.0
13317	0.0
13319	0.0
13321	0.0
15001	11.9
15003	16.2
15007	0.0
15009	16.2
16001	18.7
16003	0.0
16005	16.4
16007	0.0
16009	0.0
16011	0.0
16013	0.0
16015	0.0
16017	0.0
16019	11.6
16021	0.0
16023	0.0
16025	0.0
16027	16.9
16029	0.0
16031	0.0
16033	0.0
16035	0.0
16037	0.0
16039	0.0
16041	0.0
16043	0.0
16045	0.0
16047	0.0
16049	0.0
16051	0.0
16053	0.0
16055	18.5
16057	0.0
16059	0.0
16061	0.0
16063	0.0
16065	0.0
16067	0.0
16069	0.0
16071	0.0
16073	0.0
16075	0.0
16077	0.0
16079	0.0
16081	0.0
16083	0.0
16085	0.0
16087	0.0
17001	0.0
17003	0.0
17005	0.0
17007	0.0
17009	0.0
17011	0.0
17013	0.0
17015	0.0
17017	0.0
17019	13.7
17021	0.0
17023	0.0
17025	0.0
17027	0.0
17029	0.0
17031	16.6
17033	0.0
17035	0.0
17037	17.9
17039	0.0
17041	0.0
17043	17.0
17045	0.0
17047	0.0
17049	0.0
17051	0.0
17053	0.0
17055	0.0
17057	0.0
17059	0.0
17061	0.0
17063	0.0
17065	0.0
17067	0.0
17069	0.0
17071	0.0
17073	0.0
17075	0.0
17077	0.0
17079	0.0
17081	0.0
17083	0.0
17085	0.0
17087	0.0
17089	16.7
17091	23.7
17093	20.6
17095	0.0
17097	16.2
17099	0.0
17101	0.0
17103	0.0
17105	0.0
17107	0.0
17109	0.0
17111	17.3
17113	18.6
17115	0.0
17117	0.0
17119	17.9
17121	0.0
17123	0.0
17125	0.0
17127	0.0
17129	0.0
17131	0.0
17133	0.0
17135	0.0
17137	0.0
17139	0.0
17141	0.0
17143	17.2
17145	0.0
17147	0.0
17149	0.0
17151	0.0
17153	0.0
17155	0.0
17157	0.0
17159	0.0
17161	15.7
17163	16.2
17165	0.0
17167	16.0
17169	0.0
17171	0.0
17173	0.0
17175	0.0
17177	0.0
17179	16.2
17181	0.0
17183	0.0
17185	0.0
17187	0.0
17189	0.0
17191	0.0
17193	0.0
17195	0.0
17197	17.2
17199	0.0
17201	16.9
17203	0.0
18001	0.0
18003	19.5
18005	20.9
18007	0.0
18009	0.0
18011	23.1
18013	0.0
18015	0.0
18017	0.0
18019	15.5
18021	0.0
18023	0.0
18025	0.0
18027	0.0
18029	0.0
18031	0.0
18033	0.0
18035	0.0
18037	0.0
18039	19.0
18041	0.0
18043	0.0
18045	0.0
18047	0.0
18049	0.0
18051	0.0
18053	0.0
18055	0.0
18057	18.3
18059	0.0
18061	0.0
18063	18.8
18065	0.0
18067	0.0
18069	0.0
18071	0.0
18073	0.0
18075	0.0
18077	0.0
18079	0.0
18081	20.7
18083	0.0
18085	0.0
18087	0.0
18089	18.2
18091	0.0
18093	0.0
18095	21.2
18097	17.1
18099	0.0
18101	0.0
18103	0.0
18105	20.5
