,fips,county,name,industry_code,industry_detail,relevant_naics,year,payann_total,ACID,ENRG,ETOX,EUTR,FOOD,GCC,HAPS,HAZW,HC,HNC,HRSP,HTOX,JOBS,LAND,METL,MINE,MSW,NREN,OZON,PEST,REN,SMOG,VADD,WATR
51,13001,1,"Appling County, Georgia",621900,ambulances,[6219],2012,2058,0.006777339453486617,0.0869064021403788,0.007479570873434026,0.0009568836669640791,2.123651272218,8.81493787937873,0.0015966104770228139,0.04690012110696983,2.0945235078836775e-09,7.639474699414545e-09,0.0012084569611665978,9.738461960316099e-09,1355454.010042146,1.9724877273750179,0.00018235521341195237,0.0,9.63359974575431,0.0,0.0,0.0,0.0869064021403788,0.27122354360245104,1189.0723328082902,0.68474118732117
52,13001,1,"Appling County, Georgia",622000,hospitals,[622],2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,13001,1,"Appling County, Georgia",623a00,nursing and community care facilities,"[6231, 6233]",2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,13001,1,"Appling County, Georgia",623b00,"residential mental retardation, mental health, substance abuse and other facilities","[6232, 6239]",2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,13001,1,"Appling County, Georgia",624100,individual and family services,[6241],2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,13001,1,"Appling County, Georgia",624400,child day care,[6244],2012,352,0.0009698608187599531,0.0,0.0009460239481848713,0.00012608987637681359,1.2838841603843199,3.9753812991290616,0.0003075010058495079,0.027221894949961366,3.5862595887664864e-10,7.296425214560352e-10,0.00016227378696792526,1.0890304551223205e-09,376141.23108672,3.6661483656512,1.5771385892017907e-05,0.0,9.0890323675352,0.0,0.0,0.0,0.0,0.04139613303707791,237.59414833369598,0.21476896114467203
57,13001,1,"Appling County, Georgia",624a00,"community food, housing, and other relief services, including rehabilitation services","[6242, 6243]",2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,13001,1,"Appling County, Georgia",711500,"independent artists, writers, and performers",[7115],2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,13001,1,"Appling County, Georgia",712000,"museums, historical sites, zoos, and parks",[712],2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,13001,1,"Appling County, Georgia",713900,"golf courses, marinas, ski resorts, fitness and other rec centers and industries",[7139],2012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
