"NAME","YEAR","NAICS2017","NAICS2017_LABEL","ESTAB","EMP","PAYANN","state",
"Puerto Rico","2017","54137","Surveying and mapping (except geophysical) services","19","111","2450","72",
"Puerto Rico","2017","541370","Surveying and mapping (except geophysical) services","19","111","2450","72",
"Puerto Rico","2017","54138","Testing laboratories","164","1478","35348","72",
"Puerto Rico","2017","541720","Research and development in the social sciences and humanities","10","64","2323","72",
"Puerto Rico","2017","5418","Advertising, public relations, and related services","303","2623","97278","72",
"Puerto Rico","2017","561520","Tour operators","27","353","6388","72",
"Puerto Rico","2017","56159","Other travel arrangement and reservation services","15","283","9113","72",
"Puerto Rico","2017","561599","All other travel arrangement and reservation services","13","203","7457","72",
"Puerto Rico","2017","5616","Investigation and security services","345","19958","306902","72",
"Puerto Rico","2017","562213","Solid waste combustors and incinerators","3","4","241","72",
"Puerto Rico","2017","5629","Remediation and other waste management services","58","1291","36179","72",
"Puerto Rico","2017","56291","Remediation services","21","333","9045","72",
"Puerto Rico","2017","61161","Fine arts schools","25","186","2257","72",
"Puerto Rico","2017","611610","Fine arts schools","25","186","2257","72",
"Puerto Rico","2017","61162","Sports and recreation instruction","36","135","2176","72",
"Puerto Rico","2017","621330","Offices of mental health practitioners (except physicians)","114","260","5381","72",
"Puerto Rico","2017","62134","Offices of physical, occupational and speech therapists, and audiologists","222","1364","28442","72",
"Puerto Rico","2017","6221","General medical and surgical hospitals","60","25574","714451","72",
"Puerto Rico","2017","624110","Child and youth services","38","563","8784","72",
"Puerto Rico","2017","62412","Services for the elderly and persons with disabilities","86","4355","42953","72",
"Puerto Rico","2017","7131","Amusement parks and arcades","54","302","3365","72",
"Puerto Rico","2017","7223","Special food services","186","2314","39538","72",
"Puerto Rico","2017","72231","Food service contractors","96","1804","33814","72",
"Puerto Rico","2017","811121","Automotive body, paint, and interior repair and maintenance","177","635","11475","72",
"Puerto Rico","2017","811122","Automotive glass replacement shops","20","57","855","72",
"Puerto Rico","2017","81119","Other automotive repair and maintenance","160","759","13710","72",
"Puerto Rico","2017","81222","Cemeteries and crematories","62","613","14761","72",
"Puerto Rico","2017","812220","Cemeteries and crematories","62","613","14761","72",
"Puerto Rico","2017","81394","Political organizations","5","9","236","72",
"Puerto Rico","2017","813940","Political organizations","5","9","236","72",
"Puerto Rico","2017","81399","Other similar organizations (except business, professional, labor, and political organizations)","274","1066","27471","72",
"Puerto Rico","2017","541380","Testing laboratories","164","1478","35348","72",
"Puerto Rico","2017","54181","Advertising agencies","181","1544","69428","72",
"Puerto Rico","2017","541810","Advertising agencies","181","1544","69428","72",
"Puerto Rico","2017","5611","Office administrative services","399","10820","343461","72",
"Puerto Rico","2017","56161","Investigation, guard, and armored car services","232","19027","284624","72",
"Puerto Rico","2017","562910","Remediation services","21","333","9045","72",
"Puerto Rico","2017","56292","Materials recovery facilities","25","890","25314","72",
"Puerto Rico","2017","562920","Materials recovery facilities","25","890","25314","72",
"Puerto Rico","2017","611620","Sports and recreation instruction","36","135","2176","72",
"Puerto Rico","2017","61163","Language schools","19","148","2485","72",
"Puerto Rico","2017","611630","Language schools","19","148","2485","72",
"Puerto Rico","2017","621340","Offices of physical, occupational and speech therapists, and audiologists","222","1364","28442","72",
"Puerto Rico","2017","62211","General medical and surgical hospitals","60","25574","714451","72",
"Puerto Rico","2017","624120","Services for the elderly and persons with disabilities","86","4355","42953","72",
"Puerto Rico","2017","71311","Amusement and theme parks","11","162","1604","72",
"Puerto Rico","2017","713110","Amusement and theme parks","11","162","1604","72",
"Puerto Rico","2017","71312","Amusement arcades","43","140","1761","72",
"Puerto Rico","2017","713120","Amusement arcades","43","140","1761","72",
"Puerto Rico","2017","722310","Food service contractors","96","1804","33814","72",
"Puerto Rico","2017","72232","Caterers","48","342","4596","72",
"Puerto Rico","2017","811191","Automotive oil change and lubrication shops","43","192","3368","72",
"Puerto Rico","2017","8123","Drycleaning and laundry services","181","991","14745","72",
"Puerto Rico","2017","813990","Other similar organizations (except business, professional, labor, and political organizations)","274","1066","27471","72",
"Puerto Rico","2017","99","Industries not classified","265","503","9315","72",
"Puerto Rico","2017","5414","Specialized design services","82","422","10442","72",
"Puerto Rico","2017","54141","Interior design services","21","78","1935","72",
"Puerto Rico","2017","541410","Interior design services","21","78","1935","72",
"Puerto Rico","2017","54182","Public relations agencies","45","247","5591","72",
"Puerto Rico","2017","541820","Public relations agencies","45","247","5591","72",
"Puerto Rico","2017","56111","Office administrative services","399","10820","343461","72",
"Puerto Rico","2017","561611","Investigation services","16","81","949","72",
"Puerto Rico","2017","56299","All other waste management services","12","68","1820","72",
"Puerto Rico","2017","562991","Septic tank and related services","10","52","919","72",
"Puerto Rico","2017","61","Educational services","841","40406","803268","72",
"Puerto Rico","2017","61169","All other schools and instruction","61","907","12200","72",
"Puerto Rico","2017","611691","Exam preparation and tutoring","40","619","8245","72",
"Puerto Rico","2017","611699","All other miscellaneous schools and instruction","19","286","3914","72",
"Puerto Rico","2017","62139","Offices of all other health practitioners","75","377","10113","72",
"Puerto Rico","2017","621391","Offices of podiatrists","32","209","6095","72",
"Puerto Rico","2017","622110","General medical and surgical hospitals","60","25574","714451","72",
"Puerto Rico","2017","6222","Psychiatric and substance abuse hospitals","15","178","6977","72",
"Puerto Rico","2017","62221","Psychiatric and substance abuse hospitals","15","178","6977","72",
"Puerto Rico","2017","62419","Other individual and family services","186","2494","65339","72",
"Puerto Rico","2017","624190","Other individual and family services","186","2494","65339","72",
"Puerto Rico","2017","7132","Gambling industries","33","231","5827","72",
"Puerto Rico","2017","71321","Casinos (except casino hotels)","6","156","4337","72",
"Puerto Rico","2017","713210","Casinos (except casino hotels)","6","156","4337","72",
"Puerto Rico","2017","71329","Other gambling industries","27","75","1490","72",
"Puerto Rico","2017","713290","Other gambling industries","27","75","1490","72",
"Puerto Rico","2017","7139","Other amusement and recreation industries","191","2206","35867","72",
"Puerto Rico","2017","722320","Caterers","48","342","4596","72",
"Puerto Rico","2017","72233","Mobile food services","42","168","1128","72",
"Puerto Rico","2017","722330","Mobile food services","42","168","1128","72",
"Puerto Rico","2017","811192","Car washes","50","186","2781","72",
"Puerto Rico","2017","811198","All other automotive repair and maintenance","67","381","7561","72",
"Puerto Rico","2017","8112","Electronic and precision equipment repair and maintenance","101","561","16943","72",
"Puerto Rico","2017","81231","Coin-operated laundries and drycleaners","28","97","861","72",
"Puerto Rico","2017","812310","Coin-operated laundries and drycleaners","28","97","861","72",
"Puerto Rico","2017","81232","Drycleaning and laundry services (except coin-operated)","138","548","5850","72",
"Puerto Rico","2017","54142","Industrial design services","7","28","569","72",
"Puerto Rico","2017","541420","Industrial design services","7","28","569","72",
"Puerto Rico","2017","54143","Graphic design services","45","257","6569","72",
"Puerto Rico","2017","541430","Graphic design services","45","257","6569","72",
"Puerto Rico","2017","54183","Media buying agencies","11","64","1484","72",
"Puerto Rico","2017","541830","Media buying agencies","11","64","1484","72",
"Puerto Rico","2017","54184","Media representatives","12","252","10500","72",
"Puerto Rico","2017","541840","Media representatives","12","252","10500","72",
"Puerto Rico","2017","54185","Outdoor advertising","17","80","3197","72",
"Puerto Rico","2017","561110","Office administrative services","399","10820","343461","72",
"Puerto Rico","2017","561612","Security guards and patrol services","211","18388","272279","72",
"Puerto Rico","2017","611","Educational services","841","40406","803268","72",
"Puerto Rico","2017","6117","Educational support services","137","1742","35052","72",
"Puerto Rico","2017","621399","Offices of all other miscellaneous health practitioners","43","168","4018","72",
"Puerto Rico","2017","6214","Outpatient care centers","262","6182","193443","72",
"Puerto Rico","2017","622210","Psychiatric and substance abuse hospitals","15","178","6977","72",
"Puerto Rico","2017","6223","Specialty (except psychiatric and substance abuse) hospitals","11","2362","66508","72",
"Puerto Rico","2017","62231","Specialty (except psychiatric and substance abuse) hospitals","11","2362","66508","72",
"Puerto Rico","2017","622310","Specialty (except psychiatric and substance abuse) hospitals","11","2362","66508","72",
"Puerto Rico","2017","623","Nursing and residential care facilities","515","6184","97058","72",
"Puerto Rico","2017","6242","Community food and housing, and emergency and other relief services","49","860","16712","72",
"Puerto Rico","2017","62421","Community food services","9","129","1903","72",
"Puerto Rico","2017","71391","Golf courses and country clubs","8","460","9173","72",
"Puerto Rico","2017","713910","Golf courses and country clubs","8","460","9173","72",
"Puerto Rico","2017","71393","Marinas","29","323","8748","72",
"Puerto Rico","2017","7224","Drinking places (alcoholic beverages)","144","753","8124","72",
"Puerto Rico","2017","72241","Drinking places (alcoholic beverages)","144","753","8124","72",
"Puerto Rico","2017","81121","Electronic and precision equipment repair and maintenance","101","561","16943","72",
"Puerto Rico","2017","812320","Drycleaning and laundry services (except coin-operated)","138","548","5850","72",
"Puerto Rico","2017","81233","Linen and uniform supply","15","346","8034","72",
"Puerto Rico","2017","54149","Other specialized design services","9","59","1369","72",
"Puerto Rico","2017","541490","Other specialized design services","9","59","1369","72",
"Puerto Rico","2017","5415","Computer systems design and related services","320","2641","128676","72",
"Puerto Rico","2017","541850","Outdoor advertising","17","80","3197","72",
"Puerto Rico","2017","54186","Direct mail advertising","7","15","505","72",
"Puerto Rico","2017","541860","Direct mail advertising","7","15","505","72",
"Puerto Rico","2017","54187","Advertising material distribution services","8","100","782","72",
"Puerto Rico","2017","541870","Advertising material distribution services","8","100","782","72",
"Puerto Rico","2017","5612","Facilities support services","69","3592","95793","72",
"Puerto Rico","2017","561613","Armored car services","5","0","0","72",
"Puerto Rico","2017","56162","Security systems services","113","931","22278","72",
"Puerto Rico","2017","561621","Security systems services (except locksmiths)","84","701","18236","72",
"Puerto Rico","2017","6111","Elementary and secondary schools","317","11312","202073","72",
"Puerto Rico","2017","61171","Educational support services","137","1742","35052","72",
"Puerto Rico","2017","611710","Educational support services","137","1742","35052","72",
"Puerto Rico","2017","62141","Family planning centers","16","74","1285","72",
"Puerto Rico","2017","621410","Family planning centers","16","74","1285","72",
"Puerto Rico","2017","62142","Outpatient mental health and substance abuse centers","40","915","38494","72",
"Puerto Rico","2017","6231","Nursing care facilities (skilled nursing facilities)","99","1840","33930","72",
"Puerto Rico","2017","624210","Community food services","9","129","1903","72",
"Puerto Rico","2017","62422","Community housing services","31","645","13735","72",
"Puerto Rico","2017","624221","Temporary shelters","23","207","3721","72",
"Puerto Rico","2017","624229","Other community housing services","8","0","0","72",
"Puerto Rico","2017","62423","Emergency and other relief services","9","86","1074","72",
"Puerto Rico","2017","624230","Emergency and other relief services","9","86","1074","72",
"Puerto Rico","2017","713930","Marinas","29","323","8748","72",
"Puerto Rico","2017","71394","Fitness and recreational sports centers","101","694","9590","72",
"Puerto Rico","2017","722410","Drinking places (alcoholic beverages)","144","753","8124","72",
"Puerto Rico","2017","7225","Restaurants and other eating places","4090","63489","719259","72",
"Puerto Rico","2017","811211","Consumer electronics repair and maintenance","30","79","1925","72",
"Puerto Rico","2017","811212","Computer and office machine repair and maintenance","29","159","3620","72",
"Puerto Rico","2017","811213","Communication equipment repair and maintenance","13","145","4513","72",
"Puerto Rico","2017","811219","Other electronic and precision equipment repair and maintenance","29","178","6885","72",
"Puerto Rico","2017","812331","Linen supply","12","313","6966","72",
"Puerto Rico","2017","812332","Industrial launderers","3","0","0","72",
"Puerto Rico","2017","8129","Other personal services","175","1760","25315","72",
"Puerto Rico","2017","81291","Pet care (except veterinary) services","18","85","1140","72",
"Puerto Rico","2017","54151","Computer systems design and related services","320","2641","128676","72",
"Puerto Rico","2017","54189","Other services related to advertising","22","321","5791","72",
"Puerto Rico","2017","541890","Other services related to advertising","22","321","5791","72",
"Puerto Rico","2017","5419","Other professional, scientific, and technical services","298","1824","46554","72",
"Puerto Rico","2017","56121","Facilities support services","69","3592","95793","72",
"Puerto Rico","2017","561210","Facilities support services","69","3592","95793","72",
"Puerto Rico","2017","561622","Locksmiths","29","230","4042","72",
"Puerto Rico","2017","5617","Services to buildings and dwellings","430","13538","176512","72",
"Puerto Rico","2017","61111","Elementary and secondary schools","317","11312","202073","72",
"Puerto Rico","2017","62","Health care and social assistance","7682","83975","2043919","72",
"Puerto Rico","2017","621420","Outpatient mental health and substance abuse centers","40","915","38494","72",
"Puerto Rico","2017","62149","Other outpatient care centers","206","5193","153664","72",
"Puerto Rico","2017","62311","Nursing care facilities (skilled nursing facilities)","99","1840","33930","72",
"Puerto Rico","2017","6243","Vocational rehabilitation services","19","454","10591","72",
"Puerto Rico","2017","62431","Vocational rehabilitation services","19","454","10591","72",
"Puerto Rico","2017","624310","Vocational rehabilitation services","19","454","10591","72",
"Puerto Rico","2017","6244","Child day care services","325","3297","50340","72",
"Puerto Rico","2017","713940","Fitness and recreational sports centers","101","694","9590","72",
"Puerto Rico","2017","71395","Bowling centers","5","124","1689","72",
"Puerto Rico","2017","713950","Bowling centers","5","124","1689","72",
"Puerto Rico","2017","8113","Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance","184","1005","26655","72",
"Puerto Rico","2017","812910","Pet care (except veterinary) services","18","85","1140","72",
"Puerto Rico","2017","81292","Photofinishing","4","11","158","72",
"Puerto Rico","2017","81293","Parking lots and garages","123","1577","22201","72",
"Puerto Rico","2017","541511","Custom computer programming services","133","965","45166","72",
"Puerto Rico","2017","541512","Computer systems design services","162","1472","72864","72",
"Puerto Rico","2017","54191","Marketing research and public opinion polling","22","170","5033","72",
"Puerto Rico","2017","541910","Marketing research and public opinion polling","22","170","5033","72",
"Puerto Rico","2017","5613","Employment services","215","17816","342309","72",
"Puerto Rico","2017","56171","Exterminating and pest control services","74","1019","13887","72",
"Puerto Rico","2017","611110","Elementary and secondary schools","317","11312","202073","72",
"Puerto Rico","2017","621491","HMO medical centers","51","913","27727","72",
"Puerto Rico","2017","621492","Kidney dialysis centers","49","1544","47301","72",
"Puerto Rico","2017","623110","Nursing care facilities (skilled nursing facilities)","99","1840","33930","72",
"Puerto Rico","2017","62441","Child day care services","325","3297","50340","72",
"Puerto Rico","2017","71399","All other amusement and recreation industries","48","605","6667","72",
"Puerto Rico","2017","713990","All other amusement and recreation industries","48","605","6667","72",
"Puerto Rico","2017","72251","Restaurants and other eating places","4090","63489","719259","72",
"Puerto Rico","2017","81131","Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance","184","1005","26655","72",
"Puerto Rico","2017","811310","Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance","184","1005","26655","72",
"Puerto Rico","2017","812930","Parking lots and garages","123","1577","22201","72",
"Puerto Rico","2017","81299","All other personal services","30","87","1816","72",
"Puerto Rico","2017","812990","All other personal services","30","87","1816","72",
"Puerto Rico","2017","541513","Computer facilities management services","15","141","6190","72",
"Puerto Rico","2017","541519","Other computer related services","10","63","4456","72",
"Puerto Rico","2017","5416","Management, scientific, and technical consulting services","694","6985","305100","72",
"Puerto Rico","2017","54192","Photographic services","16","70","1129","72",
"Puerto Rico","2017","541921","Photography studios, portrait","8","41","550","72",
"Puerto Rico","2017","541922","Commercial photography","8","29","579","72",
"Puerto Rico","2017","54193","Translation and interpretation services","11","85","2065","72",
"Puerto Rico","2017","56131","Employment placement agencies and executive search services","35","3825","59306","72",
"Puerto Rico","2017","561311","Employment placement agencies","32","3772","58523","72",
"Puerto Rico","2017","561312","Executive search services","3","0","0","72",
"Puerto Rico","2017","56132","Temporary help services","166","11764","233439","72",
"Puerto Rico","2017","561710","Exterminating and pest control services","74","1019","13887","72",
"Puerto Rico","2017","56172","Janitorial services","173","10896","138632","72",
"Puerto Rico","2017","6112","Junior colleges","30","2354","46214","72",
"Puerto Rico","2017","621","Ambulatory health care services","6378","37654","964206","72",
"Puerto Rico","2017","621493","Freestanding ambulatory surgical and emergency centers","53","1491","43975","72",
"Puerto Rico","2017","621498","All other outpatient care centers","53","1245","34661","72",
"Puerto Rico","2017","6232","Residential intellectual and developmental disability, mental health, and substance abuse facilities","77","1210","25978","72",
"Puerto Rico","2017","62321","Residential intellectual and developmental disability facilities","30","211","3877","72",
"Puerto Rico","2017","624410","Child day care services","325","3297","50340","72",
"Puerto Rico","2017","71","Arts, entertainment, and recreation","468","4042","73298","72",
"Puerto Rico","2017","72","Accommodation and food services","4706","82139","1128507","72",
"Puerto Rico","2017","722511","Full-service restaurants","1250","25362","300130","72",
"Puerto Rico","2017","8114","Personal and household goods repair and maintenance","124","642","11658","72",
"Puerto Rico","2017","813","Religious, grantmaking, civic, professional, and similar organizations","1270","7705","147790","72",
"Puerto Rico","2017","54161","Management consulting services","602","6246","258027","72",
"Puerto Rico","2017","541930","Translation and interpretation services","11","85","2065","72",
"Puerto Rico","2017","54194","Veterinary services","133","755","15377","72",
"Puerto Rico","2017","541940","Veterinary services","133","755","15377","72",
"Puerto Rico","2017","561320","Temporary help services","166","11764","233439","72",
"Puerto Rico","2017","561720","Janitorial services","173","10896","138632","72",
"Puerto Rico","2017","61121","Junior colleges","30","2354","46214","72",
"Puerto Rico","2017","611210","Junior colleges","30","2354","46214","72",
"Puerto Rico","2017","6113","Colleges, universities, and professional schools","85","19409","426525","72",
"Puerto Rico","2017","6211","Offices of physicians","3632","14976","393848","72",
"Puerto Rico","2017","6215","Medical and diagnostic laboratories","668","5220","134788","72",
"Puerto Rico","2017","62151","Medical and diagnostic laboratories","668","5220","134788","72",
"Puerto Rico","2017","623210","Residential intellectual and developmental disability facilities","30","211","3877","72",
"Puerto Rico","2017","62322","Residential mental health and substance abuse facilities","47","999","22101","72",
"Puerto Rico","2017","711","Performing arts, spectator sports, and related industries","170","946","21638","72",
"Puerto Rico","2017","721","Accommodation","286","15583","361586","72",
"Puerto Rico","2017","722513","Limited-service restaurants","2137","33961","377522","72",
"Puerto Rico","2017","81141","Home and garden equipment and appliance repair and maintenance","67","268","5392","72",
"Puerto Rico","2017","811411","Home and garden equipment repair and maintenance","11","33","477","72",
"Puerto Rico","2017","811412","Appliance repair and maintenance","56","235","4915","72",
"Puerto Rico","2017","8131","Religious organizations","720","4862","72696","72",
"Puerto Rico","2017","81311","Religious organizations","720","4862","72696","72",
"Puerto Rico","2017","541611","Administrative management and general management consulting services","404","3738","179875","72",
"Puerto Rico","2017","54199","All other professional, scientific, and technical services","116","744","22950","72",
"Puerto Rico","2017","541990","All other professional, scientific, and technical services","116","744","22950","72",
"Puerto Rico","2017","56133","Professional employer organizations","14","2227","49564","72",
"Puerto Rico","2017","561330","Professional employer organizations","14","2227","49564","72",
"Puerto Rico","2017","56173","Landscaping services","148","1458","20475","72",
"Puerto Rico","2017","61131","Colleges, universities, and professional schools","85","19409","426525","72",
"Puerto Rico","2017","62111","Offices of physicians","3632","14976","393848","72",
"Puerto Rico","2017","621511","Medical laboratories","377","2778","72687","72",
"Puerto Rico","2017","623220","Residential mental health and substance abuse facilities","47","999","22101","72",
"Puerto Rico","2017","6233","Continuing care retirement communities and assisted living facilities for the elderly","315","2697","31213","72",
"Puerto Rico","2017","7111","Performing arts companies","34","216","3227","72",
"Puerto Rico","2017","71111","Theater companies and dinner theaters","11","134","628","72",
"Puerto Rico","2017","711110","Theater companies and dinner theaters","11","134","628","72",
"Puerto Rico","2017","7211","Traveler accommodation","267","15464","360262","72",
"Puerto Rico","2017","722514","Cafeterias, grill buffets, and buffets","450","2389","24734","72",
"Puerto Rico","2017","81142","Reupholstery and furniture repair","13","29","327","72",
"Puerto Rico","2017","811420","Reupholstery and furniture repair","13","29","327","72",
"Puerto Rico","2017","81143","Footwear and leather goods repair","4","7","63","72",
"Puerto Rico","2017","811430","Footwear and leather goods repair","4","7","63","72",
"Puerto Rico","2017","81149","Other personal and household goods repair and maintenance","40","338","5876","72",
"Puerto Rico","2017","813110","Religious organizations","720","4862","72696","72",
"Puerto Rico","2017","8132","Grantmaking and giving services","28","225","8825","72",
"Puerto Rico","2017","81321","Grantmaking and giving services","28","225","8825","72",
"Puerto Rico","2017","541612","Human resources consulting services","31","386","9985","72",
"Puerto Rico","2017","541613","Marketing consulting services","88","1195","25203","72",
"Puerto Rico","2017","55","Management of companies and enterprises","107","6690","320289","72",
"Puerto Rico","2017","5614","Business support services","145","4605","80755","72",
"Puerto Rico","2017","56141","Document preparation services","23","168","6031","72",
"Puerto Rico","2017","561730","Landscaping services","148","1458","20475","72",
"Puerto Rico","2017","56174","Carpet and upholstery cleaning services","6","49","880","72",
"Puerto Rico","2017","561740","Carpet and upholstery cleaning services","6","49","880","72",
"Puerto Rico","2017","56179","Other services to buildings and dwellings","29","116","2638","72",
"Puerto Rico","2017","611310","Colleges, universities, and professional schools","85","19409","426525","72",
"Puerto Rico","2017","621111","Offices of physicians (except mental health specialists)","3465","14536","385189","72",
"Puerto Rico","2017","621512","Diagnostic imaging centers","291","2442","62101","72",
"Puerto Rico","2017","62331","Continuing care retirement communities and assisted living facilities for the elderly","315","2697","31213","72",
"Puerto Rico","2017","71112","Dance companies","7","36","403","72",
"Puerto Rico","2017","711120","Dance companies","7","36","403","72",
"Puerto Rico","2017","71113","Musical groups and artists","16","46","2196","72",
"Puerto Rico","2017","711130","Musical groups and artists","16","46","2196","72",
"Puerto Rico","2017","7112","Spectator sports","16","216","4570","72",
"Puerto Rico","2017","71121","Spectator sports","16","216","4570","72",
"Puerto Rico","2017","72111","Hotels (except casino hotels) and motels","211","8700","188131","72",
"Puerto Rico","2017","722515","Snack and nonalcoholic beverage bars","253","1777","16873","72",
"Puerto Rico","2017","811490","Other personal and household goods repair and maintenance","40","338","5876","72",
"Puerto Rico","2017","812","Personal and laundry services","867","5567","92907","72",
"Puerto Rico","2017","813211","Grantmaking foundations","11","76","3611","72",
"Puerto Rico","2017","813212","Voluntary health organizations","11","122","4410","72",
"Puerto Rico","2017","813219","Other grantmaking and giving services","6","27","804","72",
"Puerto Rico","2017","8133","Social advocacy organizations","40","334","9006","72",
"Puerto Rico","2017","81331","Social advocacy organizations","40","334","9006","72",
"Puerto Rico","2017","541614","Process, physical distribution, and logistics consulting services","52","843","38947","72",
"Puerto Rico","2017","541618","Other management consulting services","27","84","4017","72",
"Puerto Rico","2017","551","Management of companies and enterprises","107","6690","320289","72",
"Puerto Rico","2017","5511","Management of companies and enterprises","107","6690","320289","72",
"Puerto Rico","2017","561410","Document preparation services","23","168","6031","72",
"Puerto Rico","2017","56142","Telephone call centers","32","3448","49103","72",
"Puerto Rico","2017","561421","Telephone answering services","7","1544","20835","72",
"Puerto Rico","2017","561422","Telemarketing bureaus and other contact centers","25","1904","28268","72",
"Puerto Rico","2017","561790","Other services to buildings and dwellings","29","116","2638","72",
"Puerto Rico","2017","5619","Other support services","61","672","16007","72",
"Puerto Rico","2017","56191","Packaging and labeling services","5","0","0","72",
"Puerto Rico","2017","561910","Packaging and labeling services","5","0","0","72",
"Puerto Rico","2017","56192","Convention and trade show organizers","15","112","3299","72",
"Puerto Rico","2017","6114","Business schools and computer and management training","63","2712","42134","72",
"Puerto Rico","2017","621112","Offices of physicians, mental health specialists","167","440","8659","72",
"Puerto Rico","2017","6216","Home health care services","98","3237","84071","72",
"Puerto Rico","2017","62161","Home health care services","98","3237","84071","72",
"Puerto Rico","2017","623311","Continuing care retirement communities","12","51","1474","72",
"Puerto Rico","2017","711211","Sports teams and clubs","5","11","309","72",
"Puerto Rico","2017","711212","Racetracks","3","0","0","72",
"Puerto Rico","2017","711219","Other spectator sports","8","16","409","72",
"Puerto Rico","2017","7113","Promoters of performing arts, sports, and similar events","66","330","8498","72",
"Puerto Rico","2017","71131","Promoters of performing arts, sports, and similar events with facilities","16","210","5023","72",
"Puerto Rico","2017","721110","Hotels (except casino hotels) and motels","211","8700","188131","72",
"Puerto Rico","2017","81","Other services (except public administration)","3289","18171","342669","72",
"Puerto Rico","2017","8121","Personal care services","312","1451","23438","72",
"Puerto Rico","2017","81211","Hair, nail, and skin care services","252","1052","15965","72",
"Puerto Rico","2017","813311","Human rights organizations","13","94","3031","72",
"Puerto Rico","2017","813312","Environment, conservation and wildlife organizations","14","125","2784","72",
"Puerto Rico","2017","813319","Other social advocacy organizations","13","115","3191","72",
"Puerto Rico","2017","8134","Civic and social organizations","47","485","8765","72",
"Puerto Rico","2017","54162","Environmental consulting services","37","196","6844","72",
"Puerto Rico","2017","541620","Environmental consulting services","37","196","6844","72",
"Puerto Rico","2017","54169","Other scientific and technical consulting services","55","543","40229","72",
"Puerto Rico","2017","55111","Management of companies and enterprises","107","6690","320289","72",
"Puerto Rico","2017","56143","Business service centers","26","110","2589","72",
"Puerto Rico","2017","561431","Private mail centers","17","78","2306","72",
"Puerto Rico","2017","561439","Other business service centers (including copy shops)","9","32","283","72",
"Puerto Rico","2017","56144","Collection agencies","39","610","11397","72",
"Puerto Rico","2017","561920","Convention and trade show organizers","15","112","3299","72",
"Puerto Rico","2017","56199","All other support services","41","435","9796","72",
"Puerto Rico","2017","561990","All other support services","41","435","9796","72",
"Puerto Rico","2017","61141","Business and secretarial schools","17","419","7241","72",
"Puerto Rico","2017","611410","Business and secretarial schools","17","419","7241","72",
"Puerto Rico","2017","61142","Computer training","10","314","4636","72",
"Puerto Rico","2017","611420","Computer training","10","314","4636","72",
"Puerto Rico","2017","61143","Professional and management development training","36","0","0","72",
"Puerto Rico","2017","6212","Offices of dentists","925","3424","54791","72",
"Puerto Rico","2017","62121","Offices of dentists","925","3424","54791","72",
"Puerto Rico","2017","621610","Home health care services","98","3237","84071","72",
"Puerto Rico","2017","623312","Assisted living facilities for the elderly","303","2646","29739","72",
"Puerto Rico","2017","711310","Promoters of performing arts, sports, and similar events with facilities","16","210","5023","72",
"Puerto Rico","2017","71132","Promoters of performing arts, sports, and similar events without facilities","50","120","3475","72",
"Puerto Rico","2017","711320","Promoters of performing arts, sports, and similar events without facilities","50","120","3475","72",
"Puerto Rico","2017","811","Repair and maintenance","1152","4899","101972","72",
"Puerto Rico","2017","8111","Automotive repair and maintenance","743","2691","46716","72",
"Puerto Rico","2017","812111","Barber shops","15","59","1115","72",
"Puerto Rico","2017","812112","Beauty salons","217","897","13568","72",
"Puerto Rico","2017","81341","Civic and social organizations","47","485","8765","72",
"Puerto Rico","2017","813410","Civic and social organizations","47","485","8765","72",
"Puerto Rico","2017","8139","Business, professional, labor, political, and similar organizations","435","1799","48498","72",
"Puerto Rico","2017","541690","Other scientific and technical consulting services","55","543","40229","72",
"Puerto Rico","2017","551112","Offices of other holding companies","17","363","22891","72",
"Puerto Rico","2017","551114","Corporate, subsidiary, and regional managing offices","88","6254","288238","72",
"Puerto Rico","2017","561440","Collection agencies","39","610","11397","72",
"Puerto Rico","2017","56145","Credit bureaus","6","12","927","72",
"Puerto Rico","2017","561450","Credit bureaus","6","12","927","72",
"Puerto Rico","2017","56149","Other business support services","19","257","10708","72",
"Puerto Rico","2017","561492","Court reporting and stenotype services","8","114","7282","72",
"Puerto Rico","2017","562","Waste management and remediation services","127","2708","74207","72",
"Puerto Rico","2017","5621","Waste collection","40","850","19402","72",
"Puerto Rico","2017","611430","Professional and management development training","36","0","0","72",
"Puerto Rico","2017","6115","Technical and trade schools","68","1501","32152","72",
"Puerto Rico","2017","621210","Offices of dentists","925","3424","54791","72",
"Puerto Rico","2017","6213","Offices of other health practitioners","650","2840","60619","72",
"Puerto Rico","2017","6219","Other ambulatory health care services","143","1775","42646","72",
"Puerto Rico","2017","62191","Ambulance services","101","1024","17896","72",
"Puerto Rico","2017","6239","Other residential care facilities","24","437","5937","72",
"Puerto Rico","2017","62399","Other residential care facilities","24","437","5937","72",
"Puerto Rico","2017","623990","Other residential care facilities","24","437","5937","72",
"Puerto Rico","2017","7114","Agents and managers for artists, athletes, entertainers, and other public figures","19","63","1092","72",
"Puerto Rico","2017","71141","Agents and managers for artists, athletes, entertainers, and other public figures","19","63","1092","72",
"Puerto Rico","2017","711410","Agents and managers for artists, athletes, entertainers, and other public figures","19","63","1092","72",
"Puerto Rico","2017","7115","Independent artists, writers, and performers","35","121","4251","72",
"Puerto Rico","2017","72112","Casino hotels","23","6372","167750","72",
