"NAME","YEAR","NAICS2017","NAICS2017_LABEL","ESTAB","EMP","PAYANN","state",
"Commonwealth of the Northern Mariana Islands","2017","55111","Management of companies and enterprises","6","45","1160","69",
"Commonwealth of the Northern Mariana Islands","2017","551112","Offices of other holding companies","5","42","1085","69",
"Commonwealth of the Northern Mariana Islands","2017","56","Administrative and support and waste management and remediation services","159","1768","27442","69",
"Commonwealth of the Northern Mariana Islands","2017","71399","All other amusement and recreation industries","19","100","1607","69",
"Commonwealth of the Northern Mariana Islands","2017","713990","All other amusement and recreation industries","19","100","1607","69",
"Commonwealth of the Northern Mariana Islands","2017","72","Accommodation and food services","210","6792","145072","69",
"Commonwealth of the Northern Mariana Islands","2017","81321","Grantmaking and giving services","3","3","141","69",
"Commonwealth of the Northern Mariana Islands","2017","8134","Civic and social organizations","6","27","545","69",
"Commonwealth of the Northern Mariana Islands","2017","81341","Civic and social organizations","6","27","545","69",
"Commonwealth of the Northern Mariana Islands","2017","813410","Civic and social organizations","6","27","545","69",
"Commonwealth of the Northern Mariana Islands","2017","8139","Business, professional, labor, political, and similar organizations","8","24","466","69",
"Commonwealth of the Northern Mariana Islands","2017","81391","Business associations","3","8","132","69",
"Commonwealth of the Northern Mariana Islands","2017","813910","Business associations","3","8","132","69",
"Commonwealth of the Northern Mariana Islands","2017","81399","Other similar organizations (except business, professional, labor, and political organizations)","4","15","316","69",
"Commonwealth of the Northern Mariana Islands","2017","813990","Other similar organizations (except business, professional, labor, and political organizations)","4","15","316","69",
"Commonwealth of the Northern Mariana Islands","2017","99","Industries not classified","84","209","2499","69",
"Commonwealth of the Northern Mariana Islands","2017","237310","Highway, street, and bridge construction","3","22","367","69",
"Commonwealth of the Northern Mariana Islands","2017","2373","Highway, street, and bridge construction","3","22","367","69",
"Commonwealth of the Northern Mariana Islands","2017","23731","Highway, street, and bridge construction","3","22","367","69",
"Commonwealth of the Northern Mariana Islands","2017","238","Specialty trade contractors","29","409","6571","69",
"Commonwealth of the Northern Mariana Islands","2017","2381","Foundation, structure, and building exterior contractors","3","0","0","69",
"Commonwealth of the Northern Mariana Islands","2017","2382","Building equipment contractors","16","133","1983","69",
"Commonwealth of the Northern Mariana Islands","2017","23821","Electrical contractors and other wiring installation contractors","5","32","319","69",
"Commonwealth of the Northern Mariana Islands","2017","238210","Electrical contractors and other wiring installation contractors","5","32","319","69",
"Commonwealth of the Northern Mariana Islands","2017","44522","Fish and seafood markets","5","20","203","69",
"Commonwealth of the Northern Mariana Islands","2017","445220","Fish and seafood markets","5","20","203","69",
"Commonwealth of the Northern Mariana Islands","2017","44529","Other specialty food stores","5","42","496","69",
"Commonwealth of the Northern Mariana Islands","2017","445291","Baked goods stores","3","12","98","69",
"Commonwealth of the Northern Mariana Islands","2017","4453","Beer, wine, and liquor stores","3","37","391","69",
"Commonwealth of the Northern Mariana Islands","2017","44531","Beer, wine, and liquor stores","3","37","391","69",
"Commonwealth of the Northern Mariana Islands","2017","445310","Beer, wine, and liquor stores","3","37","391","69",
"Commonwealth of the Northern Mariana Islands","2017","446","Health and personal care stores","11","97","2365","69",
"Commonwealth of the Northern Mariana Islands","2017","4461","Health and personal care stores","11","97","2365","69",
"Commonwealth of the Northern Mariana Islands","2017","44611","Pharmacies and drug stores","5","0","0","69",
"Commonwealth of the Northern Mariana Islands","2017","446110","Pharmacies and drug stores","5","0","0","69",
"Commonwealth of the Northern Mariana Islands","2017","5221","Depository credit intermediation","10","93","2828","69",
"Commonwealth of the Northern Mariana Islands","2017","52211","Commercial banking","9","86","2657","69",
"Commonwealth of the Northern Mariana Islands","2017","522110","Commercial banking","9","86","2657","69",
"Commonwealth of the Northern Mariana Islands","2017","5222","Nondepository credit intermediation","9","28","725","69",
"Commonwealth of the Northern Mariana Islands","2017","561","Administrative and support services","153","1714","26600","69",
"Commonwealth of the Northern Mariana Islands","2017","721","Accommodation","31","4904","119925","69",
"Commonwealth of the Northern Mariana Islands","2017","7211","Traveler accommodation","31","4904","119925","69",
"Commonwealth of the Northern Mariana Islands","2017","23822","Plumbing, heating, and air-conditioning contractors","10","101","1663","69",
"Commonwealth of the Northern Mariana Islands","2017","238220","Plumbing, heating, and air-conditioning contractors","10","101","1663","69",
"Commonwealth of the Northern Mariana Islands","2017","2383","Building finishing contractors","5","26","445","69",
"Commonwealth of the Northern Mariana Islands","2017","2389","Other specialty trade contractors","5","27","438","69",
"Commonwealth of the Northern Mariana Islands","2017","23899","All other specialty trade contractors","4","27","436","69",
"Commonwealth of the Northern Mariana Islands","2017","238990","All other specialty trade contractors","4","27","436","69",
"Commonwealth of the Northern Mariana Islands","2017","31-33","Manufacturing","45","477","8468","69",
"Commonwealth of the Northern Mariana Islands","2017","44619","Other health and personal care stores","4","49","955","69",
"Commonwealth of the Northern Mariana Islands","2017","446199","All other health and personal care stores","3","0","0","69",
"Commonwealth of the Northern Mariana Islands","2017","447","Gasoline stations","21","265","2918","69",
"Commonwealth of the Northern Mariana Islands","2017","4471","Gasoline stations","21","265","2918","69",
"Commonwealth of the Northern Mariana Islands","2017","44711","Gasoline stations with convenience stores","20","265","2907","69",
"Commonwealth of the Northern Mariana Islands","2017","52229","Other nondepository credit intermediation","9","28","725","69",
"Commonwealth of the Northern Mariana Islands","2017","522298","All other nondepository credit intermediation","7","19","363","69",
"Commonwealth of the Northern Mariana Islands","2017","523","Securities, commodity contracts, and other financial investments and related activities","5","26","1211","69",
"Commonwealth of the Northern Mariana Islands","2017","5239","Other financial investment activities","5","26","1211","69",
"Commonwealth of the Northern Mariana Islands","2017","524","Insurance carriers and related activities","23","133","3282","69",
"Commonwealth of the Northern Mariana Islands","2017","5241","Insurance carriers","3","21","593","69",
"Commonwealth of the Northern Mariana Islands","2017","5611","Office administrative services","5","38","1032","69",
"Commonwealth of the Northern Mariana Islands","2017","56111","Office administrative services","5","38","1032","69",
"Commonwealth of the Northern Mariana Islands","2017","561110","Office administrative services","5","38","1032","69",
"Commonwealth of the Northern Mariana Islands","2017","5613","Employment services","7","230","2420","69",
"Commonwealth of the Northern Mariana Islands","2017","56132","Temporary help services","5","24","234","69",
"Commonwealth of the Northern Mariana Islands","2017","561320","Temporary help services","5","24","234","69",
"Commonwealth of the Northern Mariana Islands","2017","5614","Business support services","8","39","550","69",
"Commonwealth of the Northern Mariana Islands","2017","72111","Hotels (except casino hotels) and motels","29","2985","50419","69",
"Commonwealth of the Northern Mariana Islands","2017","721110","Hotels (except casino hotels) and motels","29","2985","50419","69",
"Commonwealth of the Northern Mariana Islands","2017","311","Food manufacturing","6","94","1123","69",
"Commonwealth of the Northern Mariana Islands","2017","3118","Bakeries and tortilla manufacturing","5","93","1105","69",
"Commonwealth of the Northern Mariana Islands","2017","31181","Bread and bakery product manufacturing","4","26","329","69",
"Commonwealth of the Northern Mariana Islands","2017","311812","Commercial bakeries","3","22","281","69",
"Commonwealth of the Northern Mariana Islands","2017","312","Beverage and tobacco product manufacturing","8","94","1514","69",
"Commonwealth of the Northern Mariana Islands","2017","3121","Beverage manufacturing","8","94","1514","69",
"Commonwealth of the Northern Mariana Islands","2017","31211","Soft drink and ice manufacturing","7","92","1488","69",
"Commonwealth of the Northern Mariana Islands","2017","312113","Ice manufacturing","3","0","0","69",
"Commonwealth of the Northern Mariana Islands","2017","315","Apparel manufacturing","9","30","469","69",
"Commonwealth of the Northern Mariana Islands","2017","3152","Cut and sew apparel manufacturing","8","21","357","69",
"Commonwealth of the Northern Mariana Islands","2017","447110","Gasoline stations with convenience stores","20","265","2907","69",
"Commonwealth of the Northern Mariana Islands","2017","448","Clothing and clothing accessories stores","48","195","2814","69",
"Commonwealth of the Northern Mariana Islands","2017","4481","Clothing stores","35","123","1549","69",
"Commonwealth of the Northern Mariana Islands","2017","5242","Agencies, brokerages, and other insurance related activities","20","112","2689","69",
"Commonwealth of the Northern Mariana Islands","2017","52421","Insurance agencies and brokerages","20","112","2689","69",
"Commonwealth of the Northern Mariana Islands","2017","524210","Insurance agencies and brokerages","20","112","2689","69",
"Commonwealth of the Northern Mariana Islands","2017","56141","Document preparation services","4","27","311","69",
"Commonwealth of the Northern Mariana Islands","2017","561410","Document preparation services","4","27","311","69",
"Commonwealth of the Northern Mariana Islands","2017","5615","Travel arrangement and reservation services","82","631","12316","69",
"Commonwealth of the Northern Mariana Islands","2017","56151","Travel agencies","23","155","2635","69",
"Commonwealth of the Northern Mariana Islands","2017","722","Food services and drinking places","179","1888","25147","69",
"Commonwealth of the Northern Mariana Islands","2017","31521","Cut and sew apparel contractors","8","21","357","69",
"Commonwealth of the Northern Mariana Islands","2017","315210","Cut and sew apparel contractors","8","21","357","69",
"Commonwealth of the Northern Mariana Islands","2017","323","Printing and related support activities","8","75","1162","69",
"Commonwealth of the Northern Mariana Islands","2017","3231","Printing and related support activities","8","75","1162","69",
"Commonwealth of the Northern Mariana Islands","2017","32311","Printing","8","75","1162","69",
"Commonwealth of the Northern Mariana Islands","2017","323111","Commercial printing (except screen and books)","6","20","412","69",
"Commonwealth of the Northern Mariana Islands","2017","327","Nonmetallic mineral product manufacturing","6","144","2319","69",
"Commonwealth of the Northern Mariana Islands","2017","44812","Women's clothing stores","7","37","692","69",
"Commonwealth of the Northern Mariana Islands","2017","448120","Women's clothing stores","7","37","692","69",
"Commonwealth of the Northern Mariana Islands","2017","44813","Children's and infants' clothing stores","3","0","0","69",
"Commonwealth of the Northern Mariana Islands","2017","448130","Children's and infants' clothing stores","3","0","0","69",
"Commonwealth of the Northern Mariana Islands","2017","44814","Family clothing stores","14","32","270","69",
"Commonwealth of the Northern Mariana Islands","2017","448140","Family clothing stores","14","32","270","69",
"Commonwealth of the Northern Mariana Islands","2017","53","Real estate and rental and leasing","166","689","11246","69",
"Commonwealth of the Northern Mariana Islands","2017","531","Real estate","123","423","6904","69",
"Commonwealth of the Northern Mariana Islands","2017","561510","Travel agencies","23","155","2635","69",
"Commonwealth of the Northern Mariana Islands","2017","56152","Tour operators","58","455","9066","69",
"Commonwealth of the Northern Mariana Islands","2017","561520","Tour operators","58","455","9066","69",
"Commonwealth of the Northern Mariana Islands","2017","7223","Special food services","18","243","3375","69",
"Commonwealth of the Northern Mariana Islands","2017","72232","Caterers","14","159","1950","69",
"Commonwealth of the Northern Mariana Islands","2017","722320","Caterers","14","159","1950","69",
"Commonwealth of the Northern Mariana Islands","2017","7224","Drinking places (alcoholic beverages)","21","157","1512","69",
"Commonwealth of the Northern Mariana Islands","2017","3273","Cement and concrete product manufacturing","4","0","0","69",
"Commonwealth of the Northern Mariana Islands","2017","332","Fabricated metal product manufacturing","3","13","246","69",
"Commonwealth of the Northern Mariana Islands","2017","42","Wholesale trade","89","778","14321","69",
"Commonwealth of the Northern Mariana Islands","2017","423","Merchant wholesalers, durable goods","28","191","3439","69",
"Commonwealth of the Northern Mariana Islands","2017","44819","Other clothing stores","8","18","169","69",
"Commonwealth of the Northern Mariana Islands","2017","448190","Other clothing stores","8","18","169","69",
"Commonwealth of the Northern Mariana Islands","2017","4482","Shoe stores","3","0","0","69",
"Commonwealth of the Northern Mariana Islands","2017","44821","Shoe stores","3","0","0","69",
"Commonwealth of the Northern Mariana Islands","2017","448210","Shoe stores","3","0","0","69",
"Commonwealth of the Northern Mariana Islands","2017","4483","Jewelry, luggage, and leather goods stores","10","46","892","69",
"Commonwealth of the Northern Mariana Islands","2017","44831","Jewelry stores","7","24","433","69",
"Commonwealth of the Northern Mariana Islands","2017","448310","Jewelry stores","7","24","433","69",
"Commonwealth of the Northern Mariana Islands","2017","44832","Luggage and leather goods stores","3","22","459","69",
"Commonwealth of the Northern Mariana Islands","2017","5311","Lessors of real estate","101","331","5153","69",
"Commonwealth of the Northern Mariana Islands","2017","53111","Lessors of residential buildings and dwellings","58","189","2943","69",
"Commonwealth of the Northern Mariana Islands","2017","5616","Investigation and security services","17","447","5240","69",
"Commonwealth of the Northern Mariana Islands","2017","56161","Investigation, guard, and armored car services","14","416","4940","69",
"Commonwealth of the Northern Mariana Islands","2017","561611","Investigation services","5","9","156","69",
"Commonwealth of the Northern Mariana Islands","2017","561612","Security guards and patrol services","9","407","4784","69",
"Commonwealth of the Northern Mariana Islands","2017","72241","Drinking places (alcoholic beverages)","21","157","1512","69",
"Commonwealth of the Northern Mariana Islands","2017","722410","Drinking places (alcoholic beverages)","21","157","1512","69",
"Commonwealth of the Northern Mariana Islands","2017","7225","Restaurants and other eating places","140","1488","20260","69",
"Commonwealth of the Northern Mariana Islands","2017","4233","Lumber and other construction materials merchant wholesalers","3","16","347","69",
"Commonwealth of the Northern Mariana Islands","2017","4234","Professional and commercial equipment and supplies merchant wholesalers","3","7","125","69",
"Commonwealth of the Northern Mariana Islands","2017","4236","Household appliances and electrical and electronic goods merchant wholesalers","5","70","1306","69",
"Commonwealth of the Northern Mariana Islands","2017","42361","Electrical apparatus and equipment, wiring supplies, and related equipment merchant wholesalers","4","46","1144","69",
"Commonwealth of the Northern Mariana Islands","2017","423610","Electrical apparatus and equipment, wiring supplies, and related equipment merchant wholesalers","4","46","1144","69",
"Commonwealth of the Northern Mariana Islands","2017","4237","Hardware, plumbing and heating equipment and supplies merchant wholesalers","4","45","783","69",
"Commonwealth of the Northern Mariana Islands","2017","42371","Hardware merchant wholesalers","3","0","0","69",
"Commonwealth of the Northern Mariana Islands","2017","423710","Hardware merchant wholesalers","3","0","0","69",
"Commonwealth of the Northern Mariana Islands","2017","4238","Machinery, equipment, and supplies merchant wholesalers","6","21","272","69",
"Commonwealth of the Northern Mariana Islands","2017","4239","Miscellaneous durable goods merchant wholesalers","5","25","416","69",
"Commonwealth of the Northern Mariana Islands","2017","424","Merchant wholesalers, nondurable goods","55","549","10278","69",
"Commonwealth of the Northern Mariana Islands","2017","448320","Luggage and leather goods stores","3","22","459","69",
"Commonwealth of the Northern Mariana Islands","2017","451","Sporting goods, hobby, musical instrument, and book stores","12","52","988","69",
"Commonwealth of the Northern Mariana Islands","2017","4511","Sporting goods, hobby, and musical instrument stores","9","39","620","69",
"Commonwealth of the Northern Mariana Islands","2017","45111","Sporting goods stores","8","39","609","69",
"Commonwealth of the Northern Mariana Islands","2017","451110","Sporting goods stores","8","39","609","69",
"Commonwealth of the Northern Mariana Islands","2017","4512","Book stores and news dealers","3","13","368","69",
"Commonwealth of the Northern Mariana Islands","2017","45121","Book stores and news dealers","3","13","368","69",
"Commonwealth of the Northern Mariana Islands","2017","451211","Book stores","3","13","368","69",
"Commonwealth of the Northern Mariana Islands","2017","452","General merchandise stores","39","253","4219","69",
"Commonwealth of the Northern Mariana Islands","2017","531110","Lessors of residential buildings and dwellings","58","189","2943","69",
"Commonwealth of the Northern Mariana Islands","2017","53112","Lessors of nonresidential buildings (except miniwarehouses)","35","113","1981","69",
"Commonwealth of the Northern Mariana Islands","2017","531120","Lessors of nonresidential buildings (except miniwarehouses)","35","113","1981","69",
"Commonwealth of the Northern Mariana Islands","2017","56162","Security systems services","3","0","0","69",
