GEO_TTL,COUNTY,YEAR,NAICS2012,NAICS2012_TTL,ESTAB,EMP,PAYANN,state,county,Column
"Appling County, Georgia",1,2012,113,Forestry and logging,11,61,2256,13,1,
"Appling County, Georgia",1,2012,115,Support activities for agriculture and forestry,1,0,0,13,1,
"Appling County, Georgia",1,2012,221,Utilities,7,0,0,13,1,
"Appling County, Georgia",1,2012,236,Construction of buildings,12,113,2572,13,1,
"Appling County, Georgia",1,2012,237,Heavy and civil engineering construction,2,0,0,13,1,
"Appling County, Georgia",1,2012,238,Specialty trade contractors,25,233,8587,13,1,
"Appling County, Georgia",1,2012,321,Wood product manufacturing,5,200,9782,13,1,
"Appling County, Georgia",1,2012,325,Chemical manufacturing,2,0,0,13,1,
"Appling County, Georgia",1,2012,327,Nonmetallic mineral product manufacturing,2,0,0,13,1,
"Appling County, Georgia",1,2012,331,Primary metal manufacturing,1,0,0,13,1,
"Appling County, Georgia",1,2012,332,Fabricated metal product manufacturing,6,0,0,13,1,
"Appling County, Georgia",1,2012,333,Machinery manufacturing,6,0,0,13,1,
"Appling County, Georgia",1,2012,337,Furniture and related product manufacturing,2,0,0,13,1,
"Appling County, Georgia",1,2012,339,Miscellaneous manufacturing,1,0,0,13,1,
"Appling County, Georgia",1,2012,423,"Merchant wholesalers, durable goods",12,68,1914,13,1,
"Appling County, Georgia",1,2012,424,"Merchant wholesalers, nondurable goods",11,64,2633,13,1,
"Appling County, Georgia",1,2012,425,Wholesale electronic markets and agents and brokers,1,0,0,13,1,
"Appling County, Georgia",1,2012,441,Motor vehicle and parts dealers,13,127,4109,13,1,
"Appling County, Georgia",1,2012,442,Furniture and home furnishings stores,1,0,0,13,1,
"Appling County, Georgia",1,2012,443,Electronics and appliance stores,3,18,346,13,1,
"Appling County, Georgia",1,2012,444,Building material and garden equipment and supplies dealers,10,91,2038,13,1,
"Appling County, Georgia",1,2012,445,Food and beverage stores,6,0,0,13,1,
"Appling County, Georgia",1,2012,446,Health and personal care stores,5,57,1627,13,1,
"Appling County, Georgia",1,2012,447,Gasoline stations,13,44,811,13,1,
"Appling County, Georgia",1,2012,448,Clothing and clothing accessories stores,6,0,0,13,1,
"Appling County, Georgia",1,2012,451,"Sporting goods, hobby, musical instrument, and book stores",1,0,0,13,1,
"Appling County, Georgia",1,2012,452,General merchandise stores,5,232,4731,13,1,
"Appling County, Georgia",1,2012,453,Miscellaneous store retailers,10,0,0,13,1,
"Appling County, Georgia",1,2012,454,Nonstore retailers,3,10,220,13,1,
"Appling County, Georgia",1,2012,484,Truck transportation,14,0,0,13,1,
"Appling County, Georgia",1,2012,485,Transit and ground passenger transportation,1,0,0,13,1,
"Appling County, Georgia",1,2012,511,Publishing industries (except internet),1,0,0,13,1,
"Appling County, Georgia",1,2012,515,Broadcasting (except internet),1,0,0,13,1,
"Appling County, Georgia",1,2012,517,Telecommunications,2,0,0,13,1,
"Appling County, Georgia",1,2012,522,Credit intermediation and related activities,13,124,4025,13,1,
"Appling County, Georgia",1,2012,524,Insurance carriers and related activities,7,28,948,13,1,
"Appling County, Georgia",1,2012,531,Real estate,4,4,74,13,1,
"Appling County, Georgia",1,2012,532,Rental and leasing services,6,26,529,13,1,
"Appling County, Georgia",1,2012,541,"Professional, scientific, and technical services",20,54,1665,13,1,
"Appling County, Georgia",1,2012,551,Management of companies and enterprises,1,0,0,13,1,
"Appling County, Georgia",1,2012,561,Administrative and support services,4,0,0,13,1,
"Appling County, Georgia",1,2012,611,Educational services,3,0,459,13,1,
"Appling County, Georgia",1,2012,621,Ambulatory health care services,24,420,10750,13,1,
"Appling County, Georgia",1,2012,622,Hospitals,1,0,0,13,1,
"Appling County, Georgia",1,2012,623,Nursing and residential care facilities,2,0,0,13,1,
"Appling County, Georgia",1,2012,624,Social assistance,9,0,0,13,1,
"Appling County, Georgia",1,2012,711,"Performing arts, spectator sports, and related industries",1,0,0,13,1,
"Appling County, Georgia",1,2012,712,"Museums, historical sites, and similar institutions",1,0,0,13,1,
"Appling County, Georgia",1,2012,713,"Amusement, gambling, and recreation industries",2,0,0,13,1,
"Appling County, Georgia",1,2012,721,Accommodation,3,20,237,13,1,
"Appling County, Georgia",1,2012,722,Food services and drinking places,26,400,4973,13,1,
"Appling County, Georgia",1,2012,811,Repair and maintenance,16,74,1561,13,1,
"Appling County, Georgia",1,2012,812,Personal and laundry services,8,36,532,13,1,
"Appling County, Georgia",1,2012,813,"Religious, grantmaking, civic, professional, and similar organizations",27,101,1899,13,1,
"Atkinson County, Georgia",3,2012,113,Forestry and logging,1,0,0,13,3,
"Atkinson County, Georgia",3,2012,221,Utilities,1,0,0,13,3,
"Atkinson County, Georgia",3,2012,236,Construction of buildings,1,0,0,13,3,
"Atkinson County, Georgia",3,2012,238,Specialty trade contractors,2,0,0,13,3,
"Atkinson County, Georgia",3,2012,313,Textile mills,1,0,0,13,3,
"Atkinson County, Georgia",3,2012,314,Textile product mills,1,0,0,13,3,
"Atkinson County, Georgia",3,2012,321,Wood product manufacturing,4,0,0,13,3,
"Atkinson County, Georgia",3,2012,322,Paper manufacturing,1,0,0,13,3,
"Atkinson County, Georgia",3,2012,325,Chemical manufacturing,1,0,0,13,3,
"Atkinson County, Georgia",3,2012,333,Machinery manufacturing,1,0,0,13,3,
"Atkinson County, Georgia",3,2012,336,Transportation equipment manufacturing,1,0,0,13,3,
"Atkinson County, Georgia",3,2012,423,"Merchant wholesalers, durable goods",1,0,0,13,3,
"Atkinson County, Georgia",3,2012,424,"Merchant wholesalers, nondurable goods",4,0,0,13,3,
"Atkinson County, Georgia",3,2012,441,Motor vehicle and parts dealers,5,0,781,13,3,
"Atkinson County, Georgia",3,2012,444,Building material and garden equipment and supplies dealers,2,0,0,13,3,
"Atkinson County, Georgia",3,2012,445,Food and beverage stores,6,42,841,13,3,
"Atkinson County, Georgia",3,2012,446,Health and personal care stores,3,0,403,13,3,
"Atkinson County, Georgia",3,2012,447,Gasoline stations,7,0,675,13,3,
"Atkinson County, Georgia",3,2012,452,General merchandise stores,3,0,0,13,3,
"Atkinson County, Georgia",3,2012,453,Miscellaneous store retailers,1,0,0,13,3,
"Atkinson County, Georgia",3,2012,454,Nonstore retailers,1,0,0,13,3,
"Atkinson County, Georgia",3,2012,484,Truck transportation,6,24,389,13,3,
"Atkinson County, Georgia",3,2012,522,Credit intermediation and related activities,5,49,1728,13,3,
"Atkinson County, Georgia",3,2012,524,Insurance carriers and related activities,3,0,0,13,3,
"Atkinson County, Georgia",3,2012,531,Real estate,1,0,0,13,3,
"Atkinson County, Georgia",3,2012,541,"Professional, scientific, and technical services",3,0,180,13,3,
"Atkinson County, Georgia",3,2012,561,Administrative and support services,3,0,131,13,3,
"Atkinson County, Georgia",3,2012,621,Ambulatory health care services,2,0,0,13,3,
"Atkinson County, Georgia",3,2012,624,Social assistance,2,0,0,13,3,
"Atkinson County, Georgia",3,2012,713,"Amusement, gambling, and recreation industries",1,0,0,13,3,
"Atkinson County, Georgia",3,2012,722,Food services and drinking places,7,50,462,13,3,
"Atkinson County, Georgia",3,2012,811,Repair and maintenance,1,0,0,13,3,
"Atkinson County, Georgia",3,2012,812,Personal and laundry services,1,0,0,13,3,
"Atkinson County, Georgia",3,2012,813,"Religious, grantmaking, civic, professional, and similar organizations",6,8,121,13,3,
"Bacon County, Georgia",5,2012,113,Forestry and logging,8,58,1879,13,5,
"Bacon County, Georgia",5,2012,115,Support activities for agriculture and forestry,4,0,0,13,5,
"Bacon County, Georgia",5,2012,221,Utilities,3,0,0,13,5,
"Bacon County, Georgia",5,2012,236,Construction of buildings,4,0,359,13,5,
"Bacon County, Georgia",5,2012,237,Heavy and civil engineering construction,1,0,0,13,5,
"Bacon County, Georgia",5,2012,238,Specialty trade contractors,5,0,348,13,5,
"Bacon County, Georgia",5,2012,311,Food manufacturing,4,0,0,13,5,
"Bacon County, Georgia",5,2012,313,Textile mills,1,0,0,13,5,
"Bacon County, Georgia",5,2012,323,Printing and related support activities,2,0,0,13,5,
"Bacon County, Georgia",5,2012,326,Plastics and rubber products manufacturing,1,0,0,13,5,
"Bacon County, Georgia",5,2012,327,Nonmetallic mineral product manufacturing,1,0,0,13,5,
"Bacon County, Georgia",5,2012,332,Fabricated metal product manufacturing,3,0,0,13,5,
"Bacon County, Georgia",5,2012,333,Machinery manufacturing,1,0,0,13,5,
"Bacon County, Georgia",5,2012,423,"Merchant wholesalers, durable goods",7,0,2101,13,5,
"Bacon County, Georgia",5,2012,424,"Merchant wholesalers, nondurable goods",8,168,4522,13,5,
"Bacon County, Georgia",5,2012,441,Motor vehicle and parts dealers,8,0,456,13,5,
"Bacon County, Georgia",5,2012,442,Furniture and home furnishings stores,1,0,0,13,5,
"Bacon County, Georgia",5,2012,444,Building material and garden equipment and supplies dealers,5,0,0,13,5,
"Bacon County, Georgia",5,2012,445,Food and beverage stores,3,0,0,13,5,
"Bacon County, Georgia",5,2012,446,Health and personal care stores,4,47,1158,13,5,
"Bacon County, Georgia",5,2012,447,Gasoline stations,11,49,892,13,5,
"Bacon County, Georgia",5,2012,448,Clothing and clothing accessories stores,1,0,0,13,5,
"Bacon County, Georgia",5,2012,452,General merchandise stores,2,0,0,13,5,
"Bacon County, Georgia",5,2012,453,Miscellaneous store retailers,3,0,40,13,5,
"Bacon County, Georgia",5,2012,454,Nonstore retailers,2,0,0,13,5,
"Bacon County, Georgia",5,2012,484,Truck transportation,17,0,2516,13,5,
"Bacon County, Georgia",5,2012,488,Support activities for transportation,1,0,0,13,5,
"Bacon County, Georgia",5,2012,493,Warehousing and storage,1,0,0,13,5,
"Bacon County, Georgia",5,2012,511,Publishing industries (except internet),1,0,0,13,5,
"Bacon County, Georgia",5,2012,515,Broadcasting (except internet),1,0,0,13,5,
"Bacon County, Georgia",5,2012,517,Telecommunications,1,0,0,13,5,
"Bacon County, Georgia",5,2012,522,Credit intermediation and related activities,5,106,3660,13,5,
"Bacon County, Georgia",5,2012,523,"Securities, commodity contracts, and other financial investments and related activities",1,0,0,13,5,
"Bacon County, Georgia",5,2012,524,Insurance carriers and related activities,10,0,876,13,5,
"Bacon County, Georgia",5,2012,531,Real estate,1,0,0,13,5,
"Bacon County, Georgia",5,2012,532,Rental and leasing services,1,0,0,13,5,
"Bacon County, Georgia",5,2012,541,"Professional, scientific, and technical services",12,0,1511,13,5,
"Bacon County, Georgia",5,2012,551,Management of companies and enterprises,1,0,0,13,5,
"Bacon County, Georgia",5,2012,561,Administrative and support services,5,23,405,13,5,
"Bacon County, Georgia",5,2012,562,Waste management and remediation services,1,0,0,13,5,
"Bacon County, Georgia",5,2012,621,Ambulatory health care services,14,81,2791,13,5,
"Bacon County, Georgia",5,2012,622,Hospitals,1,0,0,13,5,
"Bacon County, Georgia",5,2012,624,Social assistance,4,0,0,13,5,
"Bacon County, Georgia",5,2012,713,"Amusement, gambling, and recreation industries",2,0,0,13,5,
"Bacon County, Georgia",5,2012,721,Accommodation,2,0,0,13,5,
"Bacon County, Georgia",5,2012,722,Food services and drinking places,12,119,1577,13,5,
"Bacon County, Georgia",5,2012,811,Repair and maintenance,11,29,693,13,5,
"Bacon County, Georgia",5,2012,812,Personal and laundry services,4,51,1012,13,5,
"Bacon County, Georgia",5,2012,813,"Religious, grantmaking, civic, professional, and similar organizations",11,0,920,13,5,
"Baker County, Georgia",7,2012,115,Support activities for agriculture and forestry,1,0,0,13,7,
"Baker County, Georgia",7,2012,424,"Merchant wholesalers, nondurable goods",2,0,0,13,7,
"Baker County, Georgia",7,2012,425,Wholesale electronic markets and agents and brokers,1,0,0,13,7,
"Baker County, Georgia",7,2012,444,Building material and garden equipment and supplies dealers,1,0,0,13,7,
"Baker County, Georgia",7,2012,445,Food and beverage stores,2,0,0,13,7,
"Baker County, Georgia",7,2012,447,Gasoline stations,1,0,0,13,7,
"Baker County, Georgia",7,2012,452,General merchandise stores,1,0,0,13,7,
"Baker County, Georgia",7,2012,484,Truck transportation,3,0,0,13,7,
"Baker County, Georgia",7,2012,522,Credit intermediation and related activities,1,0,0,13,7,
"Baker County, Georgia",7,2012,524,Insurance carriers and related activities,1,0,0,13,7,
"Baker County, Georgia",7,2012,531,Real estate,1,0,0,13,7,
"Baker County, Georgia",7,2012,541,"Professional, scientific, and technical services",2,0,0,13,7,
"Baker County, Georgia",7,2012,561,Administrative and support services,1,0,0,13,7,
"Baker County, Georgia",7,2012,621,Ambulatory health care services,1,0,0,13,7,
"Baker County, Georgia",7,2012,624,Social assistance,2,0,0,13,7,
"Baker County, Georgia",7,2012,811,Repair and maintenance,1,0,0,13,7,
"Baker County, Georgia",7,2012,813,"Religious, grantmaking, civic, professional, and similar organizations",2,0,0,13,7,
"Baldwin County, Georgia",9,2012,113,Forestry and logging,2,0,0,13,9,
"Baldwin County, Georgia",9,2012,221,Utilities,4,0,0,13,9,
"Baldwin County, Georgia",9,2012,236,Construction of buildings,15,0,764,13,9,
"Baldwin County, Georgia",9,2012,237,Heavy and civil engineering construction,3,0,0,13,9,
"Baldwin County, Georgia",9,2012,238,Specialty trade contractors,30,155,5217,13,9,
"Baldwin County, Georgia",9,2012,311,Food manufacturing,4,25,254,13,9,
"Baldwin County, Georgia",9,2012,313,Textile mills,2,0,0,13,9,
"Baldwin County, Georgia",9,2012,321,Wood product manufacturing,1,0,0,13,9,
"Baldwin County, Georgia",9,2012,323,Printing and related support activities,3,21,278,13,9,
"Baldwin County, Georgia",9,2012,326,Plastics and rubber products manufacturing,2,0,0,13,9,
"Baldwin County, Georgia",9,2012,327,Nonmetallic mineral product manufacturing,2,0,0,13,9,
"Baldwin County, Georgia",9,2012,333,Machinery manufacturing,2,0,0,13,9,
"Baldwin County, Georgia",9,2012,336,Transportation equipment manufacturing,1,0,0,13,9,
"Baldwin County, Georgia",9,2012,337,Furniture and related product manufacturing,1,0,0,13,9,
"Baldwin County, Georgia",9,2012,339,Miscellaneous manufacturing,2,0,0,13,9,
"Baldwin County, Georgia",9,2012,423,"Merchant wholesalers, durable goods",13,0,0,13,9,
"Baldwin County, Georgia",9,2012,424,"Merchant wholesalers, nondurable goods",11,105,5269,13,9,
"Baldwin County, Georgia",9,2012,425,Wholesale electronic markets and agents and brokers,1,0,0,13,9,
"Baldwin County, Georgia",9,2012,441,Motor vehicle and parts dealers,23,218,8180,13,9,
"Baldwin County, Georgia",9,2012,442,Furniture and home furnishings stores,5,0,825,13,9,
"Baldwin County, Georgia",9,2012,443,Electronics and appliance stores,8,0,590,13,9,
"Baldwin County, Georgia",9,2012,444,Building material and garden equipment and supplies dealers,15,0,4413,13,9,
"Baldwin County, Georgia",9,2012,445,Food and beverage stores,19,412,6790,13,9,
"Baldwin County, Georgia",9,2012,446,Health and personal care stores,16,177,5830,13,9,
"Baldwin County, Georgia",9,2012,447,Gasoline stations,36,0,3235,13,9,
"Baldwin County, Georgia",9,2012,448,Clothing and clothing accessories stores,19,182,2427,13,9,
"Baldwin County, Georgia",9,2012,451,"Sporting goods, hobby, musical instrument, and book stores",5,23,602,13,9,
"Baldwin County, Georgia",9,2012,452,General merchandise stores,13,0,0,13,9,
"Baldwin County, Georgia",9,2012,453,Miscellaneous store retailers,15,0,0,13,9,
"Baldwin County, Georgia",9,2012,454,Nonstore retailers,10,85,3115,13,9,
"Baldwin County, Georgia",9,2012,484,Truck transportation,10,28,1172,13,9,
"Baldwin County, Georgia",9,2012,485,Transit and ground passenger transportation,3,12,153,13,9,
"Baldwin County, Georgia",9,2012,486,Pipeline transportation,1,0,0,13,9,
"Baldwin County, Georgia",9,2012,488,Support activities for transportation,2,0,0,13,9,
"Baldwin County, Georgia",9,2012,492,Couriers and messengers,1,0,0,13,9,
"Baldwin County, Georgia",9,2012,511,Publishing industries (except internet),2,0,0,13,9,
"Baldwin County, Georgia",9,2012,512,Motion picture and sound recording industries,1,0,0,13,9,
"Baldwin County, Georgia",9,2012,515,Broadcasting (except internet),2,0,0,13,9,
"Baldwin County, Georgia",9,2012,517,Telecommunications,7,80,4196,13,9,
"Baldwin County, Georgia",9,2012,518,"Data processing, hosting, and related services",1,0,0,13,9,
"Baldwin County, Georgia",9,2012,522,Credit intermediation and related activities,34,285,11405,13,9,
"Baldwin County, Georgia",9,2012,523,"Securities, commodity contracts, and other financial investments and related activities",11,0,1856,13,9,
"Baldwin County, Georgia",9,2012,524,Insurance carriers and related activities,17,60,1978,13,9,
"Baldwin County, Georgia",9,2012,531,Real estate,21,72,1443,13,9,
"Baldwin County, Georgia",9,2012,532,Rental and leasing services,13,0,0,13,9,
"Baldwin County, Georgia",9,2012,541,"Professional, scientific, and technical services",52,823,11505,13,9,
"Baldwin County, Georgia",9,2012,551,Management of companies and enterprises,2,0,0,13,9,
"Baldwin County, Georgia",9,2012,561,Administrative and support services,43,480,10339,13,9,
"Baldwin County, Georgia",9,2012,562,Waste management and remediation services,4,0,0,13,9,
"Baldwin County, Georgia",9,2012,611,Educational services,7,125,2670,13,9,
"Baldwin County, Georgia",9,2012,621,Ambulatory health care services,79,664,28330,13,9,
"Baldwin County, Georgia",9,2012,622,Hospitals,2,0,0,13,9,
"Baldwin County, Georgia",9,2012,623,Nursing and residential care facilities,8,501,11431,13,9,
"Baldwin County, Georgia",9,2012,624,Social assistance,19,259,3328,13,9,
"Baldwin County, Georgia",9,2012,712,"Museums, historical sites, and similar institutions",2,0,0,13,9,
"Baldwin County, Georgia",9,2012,713,"Amusement, gambling, and recreation industries",13,0,0,13,9,
"Baldwin County, Georgia",9,2012,721,Accommodation,11,74,830,13,9,
"Baldwin County, Georgia",9,2012,722,Food services and drinking places,82,1460,17206,13,9,
"Baldwin County, Georgia",9,2012,811,Repair and maintenance,21,103,2862,13,9,
"Baldwin County, Georgia",9,2012,812,Personal and laundry services,22,138,2460,13,9,
"Baldwin County, Georgia",9,2012,813,"Religious, grantmaking, civic, professional, and similar organizations",36,191,3173,13,9,
"Banks County, Georgia",11,2012,113,Forestry and logging,3,0,617,13,11,
"Banks County, Georgia",11,2012,115,Support activities for agriculture and forestry,2,0,0,13,11,
"Banks County, Georgia",11,2012,236,Construction of buildings,4,0,0,13,11,
"Banks County, Georgia",11,2012,237,Heavy and civil engineering construction,5,0,0,13,11,
"Banks County, Georgia",11,2012,238,Specialty trade contractors,21,124,3358,13,11,
"Banks County, Georgia",11,2012,314,Textile product mills,1,0,0,13,11,
"Banks County, Georgia",11,2012,321,Wood product manufacturing,1,0,0,13,11,
"Banks County, Georgia",11,2012,332,Fabricated metal product manufacturing,5,0,0,13,11,
"Banks County, Georgia",11,2012,339,Miscellaneous manufacturing,2,0,0,13,11,
"Banks County, Georgia",11,2012,423,"Merchant wholesalers, durable goods",9,49,2107,13,11,
"Banks County, Georgia",11,2012,424,"Merchant wholesalers, nondurable goods",4,0,0,13,11,
"Banks County, Georgia",11,2012,441,Motor vehicle and parts dealers,4,0,357,13,11,
"Banks County, Georgia",11,2012,442,Furniture and home furnishings stores,5,0,0,13,11,
"Banks County, Georgia",11,2012,443,Electronics and appliance stores,5,0,0,13,11,
"Banks County, Georgia",11,2012,444,Building material and garden equipment and supplies dealers,5,0,0,13,11,
"Banks County, Georgia",11,2012,445,Food and beverage stores,1,0,0,13,11,
"Banks County, Georgia",11,2012,446,Health and personal care stores,4,0,551,13,11,
"Banks County, Georgia",11,2012,447,Gasoline stations,11,109,2546,13,11,
"Banks County, Georgia",11,2012,448,Clothing and clothing accessories stores,7,65,1195,13,11,
"Banks County, Georgia",11,2012,451,"Sporting goods, hobby, musical instrument, and book stores",2,0,0,13,11,
"Banks County, Georgia",11,2012,452,General merchandise stores,4,0,0,13,11,
"Banks County, Georgia",11,2012,453,Miscellaneous store retailers,4,0,0,13,11,
"Banks County, Georgia",11,2012,454,Nonstore retailers,5,0,737,13,11,
"Banks County, Georgia",11,2012,484,Truck transportation,8,20,668,13,11,
"Banks County, Georgia",11,2012,511,Publishing industries (except internet),1,0,0,13,11,
"Banks County, Georgia",11,2012,512,Motion picture and sound recording industries,1,0,0,13,11,
"Banks County, Georgia",11,2012,517,Telecommunications,1,0,0,13,11,
"Banks County, Georgia",11,2012,522,Credit intermediation and related activities,8,42,1375,13,11,
"Banks County, Georgia",11,2012,524,Insurance carriers and related activities,2,0,0,13,11,
"Banks County, Georgia",11,2012,531,Real estate,4,0,356,13,11,
"Banks County, Georgia",11,2012,532,Rental and leasing services,1,0,0,13,11,
"Banks County, Georgia",11,2012,541,"Professional, scientific, and technical services",14,0,1942,13,11,
"Banks County, Georgia",11,2012,561,Administrative and support services,7,17,378,13,11,
"Banks County, Georgia",11,2012,562,Waste management and remediation services,4,0,0,13,11,
"Banks County, Georgia",11,2012,611,Educational services,2,0,0,13,11,
"Banks County, Georgia",11,2012,621,Ambulatory health care services,11,0,4062,13,11,
"Banks County, Georgia",11,2012,623,Nursing and residential care facilities,1,0,0,13,11,
"Banks County, Georgia",11,2012,624,Social assistance,2,0,0,13,11,
"Banks County, Georgia",11,2012,711,"Performing arts, spectator sports, and related industries",1,0,0,13,11,
"Banks County, Georgia",11,2012,713,"Amusement, gambling, and recreation industries",3,0,0,13,11,
"Banks County, Georgia",11,2012,721,Accommodation,11,117,1663,13,11,
"Banks County, Georgia",11,2012,722,Food services and drinking places,31,789,11032,13,11,
"Banks County, Georgia",11,2012,811,Repair and maintenance,5,0,0,13,11,
"Banks County, Georgia",11,2012,812,Personal and laundry services,7,18,328,13,11,
"Banks County, Georgia",11,2012,813,"Religious, grantmaking, civic, professional, and similar organizations",16,0,1052,13,11,
"Barrow County, Georgia",13,2012,212,Mining (except oil and gas),1,0,0,13,13,
"Barrow County, Georgia",13,2012,213,Support activities for mining,1,0,0,13,13,
"Barrow County, Georgia",13,2012,221,Utilities,2,0,0,13,13,
"Barrow County, Georgia",13,2012,236,Construction of buildings,27,49,1540,13,13,
"Barrow County, Georgia",13,2012,237,Heavy and civil engineering construction,10,99,3014,13,13,
"Barrow County, Georgia",13,2012,238,Specialty trade contractors,92,799,29291,13,13,
"Barrow County, Georgia",13,2012,311,Food manufacturing,5,0,0,13,13,
"Barrow County, Georgia",13,2012,314,Textile product mills,1,0,0,13,13,
"Barrow County, Georgia",13,2012,315,Apparel manufacturing,1,0,0,13,13,
"Barrow County, Georgia",13,2012,321,Wood product manufacturing,4,43,1278,13,13,
"Barrow County, Georgia",13,2012,322,Paper manufacturing,2,0,0,13,13,
"Barrow County, Georgia",13,2012,323,Printing and related support activities,3,0,79,13,13,
"Barrow County, Georgia",13,2012,325,Chemical manufacturing,5,0,0,13,13,
"Barrow County, Georgia",13,2012,326,Plastics and rubber products manufacturing,3,36,1086,13,13,
"Barrow County, Georgia",13,2012,327,Nonmetallic mineral product manufacturing,6,0,0,13,13,
"Barrow County, Georgia",13,2012,332,Fabricated metal product manufacturing,13,0,4969,13,13,
"Barrow County, Georgia",13,2012,333,Machinery manufacturing,5,0,0,13,13,
"Barrow County, Georgia",13,2012,335,"Electrical equipment, appliance, and component manufacturing",1,0,0,13,13,
"Barrow County, Georgia",13,2012,336,Transportation equipment manufacturing,7,0,0,13,13,
"Barrow County, Georgia",13,2012,337,Furniture and related product manufacturing,8,45,1431,13,13,
"Barrow County, Georgia",13,2012,339,Miscellaneous manufacturing,5,10,348,13,13,
"Barrow County, Georgia",13,2012,423,"Merchant wholesalers, durable goods",43,0,39534,13,13,
"Barrow County, Georgia",13,2012,424,"Merchant wholesalers, nondurable goods",19,0,0,13,13,
"Barrow County, Georgia",13,2012,425,Wholesale electronic markets and agents and brokers,6,0,1637,13,13,
"Barrow County, Georgia",13,2012,441,Motor vehicle and parts dealers,20,0,0,13,13,
"Barrow County, Georgia",13,2012,442,Furniture and home furnishings stores,7,33,830,13,13,
"Barrow County, Georgia",13,2012,443,Electronics and appliance stores,4,0,426,13,13,
"Barrow County, Georgia",13,2012,444,Building material and garden equipment and supplies dealers,18,316,7695,13,13,
"Barrow County, Georgia",13,2012,445,Food and beverage stores,28,682,13943,13,13,
"Barrow County, Georgia",13,2012,446,Health and personal care stores,14,91,3152,13,13,
"Barrow County, Georgia",13,2012,447,Gasoline stations,44,127,2181,13,13,
"Barrow County, Georgia",13,2012,448,Clothing and clothing accessories stores,14,78,1126,13,13,
"Barrow County, Georgia",13,2012,451,"Sporting goods, hobby, musical instrument, and book stores",3,0,86,13,13,
"Barrow County, Georgia",13,2012,452,General merchandise stores,12,0,0,13,13,
"Barrow County, Georgia",13,2012,453,Miscellaneous store retailers,10,0,1569,13,13,
"Barrow County, Georgia",13,2012,454,Nonstore retailers,8,27,686,13,13,
"Barrow County, Georgia",13,2012,481,Air transportation,1,0,0,13,13,
"Barrow County, Georgia",13,2012,484,Truck transportation,19,399,14035,13,13,
"Barrow County, Georgia",13,2012,488,Support activities for transportation,2,0,0,13,13,
"Barrow County, Georgia",13,2012,492,Couriers and messengers,3,0,310,13,13,
"Barrow County, Georgia",13,2012,493,Warehousing and storage,3,0,0,13,13,
"Barrow County, Georgia",13,2012,511,Publishing industries (except internet),2,0,0,13,13,
"Barrow County, Georgia",13,2012,512,Motion picture and sound recording industries,2,0,0,13,13,
"Barrow County, Georgia",13,2012,515,Broadcasting (except internet),2,0,0,13,13,
"Barrow County, Georgia",13,2012,517,Telecommunications,3,80,3849,13,13,
"Barrow County, Georgia",13,2012,518,"Data processing, hosting, and related services",3,0,337,13,13,
"Barrow County, Georgia",13,2012,522,Credit intermediation and related activities,40,0,18472,13,13,
"Barrow County, Georgia",13,2012,523,"Securities, commodity contracts, and other financial investments and related activities",6,0,397,13,13,
"Barrow County, Georgia",13,2012,524,Insurance carriers and related activities,15,0,2621,13,13,
"Barrow County, Georgia",13,2012,531,Real estate,29,51,990,13,13,
"Barrow County, Georgia",13,2012,532,Rental and leasing services,7,34,799,13,13,
"Barrow County, Georgia",13,2012,541,"Professional, scientific, and technical services",100,834,25365,13,13,
"Barrow County, Georgia",13,2012,551,Management of companies and enterprises,2,0,0,13,13,
"Barrow County, Georgia",13,2012,561,Administrative and support services,53,201,4597,13,13,
"Barrow County, Georgia",13,2012,562,Waste management and remediation services,4,0,0,13,13,
"Barrow County, Georgia",13,2012,611,Educational services,9,48,761,13,13,
"Barrow County, Georgia",13,2012,621,Ambulatory health care services,70,0,21898,13,13,
"Barrow County, Georgia",13,2012,622,Hospitals,1,0,0,13,13,
"Barrow County, Georgia",13,2012,623,Nursing and residential care facilities,6,284,6548,13,13,
"Barrow County, Georgia",13,2012,624,Social assistance,14,198,3166,13,13,
"Barrow County, Georgia",13,2012,711,"Performing arts, spectator sports, and related industries",2,0,0,13,13,
"Barrow County, Georgia",13,2012,713,"Amusement, gambling, and recreation industries",6,271,3891,13,13,
"Barrow County, Georgia",13,2012,721,Accommodation,5,0,0,13,13,
"Barrow County, Georgia",13,2012,722,Food services and drinking places,76,1388,16601,13,13,
"Barrow County, Georgia",13,2012,811,Repair and maintenance,42,181,6505,13,13,
"Barrow County, Georgia",13,2012,812,Personal and laundry services,36,148,2560,13,13,
"Barrow County, Georgia",13,2012,813,"Religious, grantmaking, civic, professional, and similar organizations",47,322,5593,13,13,
"Bartow County, Georgia",15,2012,113,Forestry and logging,3,0,315,13,15,
"Bartow County, Georgia",15,2012,212,Mining (except oil and gas),3,0,0,13,15,
"Bartow County, Georgia",15,2012,213,Support activities for mining,1,0,0,13,15,
"Bartow County, Georgia",15,2012,221,Utilities,5,0,0,13,15,
"Bartow County, Georgia",15,2012,236,Construction of buildings,43,237,8977,13,15,
"Bartow County, Georgia",15,2012,237,Heavy and civil engineering construction,8,0,953,13,15,
"Bartow County, Georgia",15,2012,238,Specialty trade contractors,134,791,28724,13,15,
"Bartow County, Georgia",15,2012,311,Food manufacturing,4,0,0,13,15,
"Bartow County, Georgia",15,2012,312,Beverage and tobacco product manufacturing,2,0,0,13,15,
