GEO_TTL,COUNTY,YEAR,NAICS2012,NAICS2012_TTL,ESTAB,EMP,PAYANN,state,county,Column
"Brooks County, Georgia",27,2012,515,Broadcasting (except internet),1,0,0,13,27,
"Brooks County, Georgia",27,2012,517,Telecommunications,2,0,0,13,27,
"Brooks County, Georgia",27,2012,522,Credit intermediation and related activities,8,57,2151,13,27,
"Brooks County, Georgia",27,2012,524,Insurance carriers and related activities,4,0,553,13,27,
"Brooks County, Georgia",27,2012,531,Real estate,3,0,0,13,27,
"Brooks County, Georgia",27,2012,541,"Professional, scientific, and technical services",12,0,0,13,27,
"Brooks County, Georgia",27,2012,551,Management of companies and enterprises,1,0,0,13,27,
"Brooks County, Georgia",27,2012,561,Administrative and support services,8,31,617,13,27,
"Brooks County, Georgia",27,2012,562,Waste management and remediation services,1,0,0,13,27,
"Brooks County, Georgia",27,2012,611,Educational services,1,0,0,13,27,
"Brooks County, Georgia",27,2012,621,Ambulatory health care services,6,44,1427,13,27,
"Brooks County, Georgia",27,2012,622,Hospitals,1,0,0,13,27,
"Brooks County, Georgia",27,2012,623,Nursing and residential care facilities,8,0,0,13,27,
"Brooks County, Georgia",27,2012,624,Social assistance,2,0,0,13,27,
"Brooks County, Georgia",27,2012,711,"Performing arts, spectator sports, and related industries",3,0,396,13,27,
"Brooks County, Georgia",27,2012,713,"Amusement, gambling, and recreation industries",3,0,0,13,27,
"Brooks County, Georgia",27,2012,722,Food services and drinking places,16,87,1078,13,27,
"Brooks County, Georgia",27,2012,811,Repair and maintenance,11,0,663,13,27,
"Brooks County, Georgia",27,2012,812,Personal and laundry services,5,0,0,13,27,
"Brooks County, Georgia",27,2012,813,"Religious, grantmaking, civic, professional, and similar organizations",18,51,710,13,27,
"Bryan County, Georgia",29,2012,113,Forestry and logging,4,36,1536,13,29,
"Bryan County, Georgia",29,2012,114,"Fishing, hunting and trapping",1,0,0,13,29,
"Bryan County, Georgia",29,2012,221,Utilities,1,0,0,13,29,
"Bryan County, Georgia",29,2012,236,Construction of buildings,13,44,1963,13,29,
"Bryan County, Georgia",29,2012,237,Heavy and civil engineering construction,3,13,518,13,29,
"Bryan County, Georgia",29,2012,238,Specialty trade contractors,44,0,7714,13,29,
"Bryan County, Georgia",29,2012,311,Food manufacturing,1,0,0,13,29,
"Bryan County, Georgia",29,2012,322,Paper manufacturing,1,0,0,13,29,
"Bryan County, Georgia",29,2012,325,Chemical manufacturing,1,0,0,13,29,
"Bryan County, Georgia",29,2012,326,Plastics and rubber products manufacturing,1,0,0,13,29,
"Bryan County, Georgia",29,2012,327,Nonmetallic mineral product manufacturing,2,0,0,13,29,
"Bryan County, Georgia",29,2012,332,Fabricated metal product manufacturing,3,0,0,13,29,
"Bryan County, Georgia",29,2012,333,Machinery manufacturing,1,0,0,13,29,
"Bryan County, Georgia",29,2012,336,Transportation equipment manufacturing,1,0,0,13,29,
"Bryan County, Georgia",29,2012,339,Miscellaneous manufacturing,2,0,0,13,29,
"Bryan County, Georgia",29,2012,423,"Merchant wholesalers, durable goods",12,0,0,13,29,
"Bryan County, Georgia",29,2012,424,"Merchant wholesalers, nondurable goods",9,90,6365,13,29,
"Bryan County, Georgia",29,2012,425,Wholesale electronic markets and agents and brokers,3,4,168,13,29,
"Bryan County, Georgia",29,2012,441,Motor vehicle and parts dealers,8,0,0,13,29,
"Bryan County, Georgia",29,2012,442,Furniture and home furnishings stores,1,0,0,13,29,
"Bryan County, Georgia",29,2012,443,Electronics and appliance stores,1,0,0,13,29,
"Bryan County, Georgia",29,2012,444,Building material and garden equipment and supplies dealers,10,0,1927,13,29,
"Bryan County, Georgia",29,2012,445,Food and beverage stores,17,447,8324,13,29,
"Bryan County, Georgia",29,2012,446,Health and personal care stores,7,68,2447,13,29,
"Bryan County, Georgia",29,2012,447,Gasoline stations,21,196,4134,13,29,
"Bryan County, Georgia",29,2012,448,Clothing and clothing accessories stores,4,0,0,13,29,
"Bryan County, Georgia",29,2012,451,"Sporting goods, hobby, musical instrument, and book stores",2,0,0,13,29,
"Bryan County, Georgia",29,2012,452,General merchandise stores,6,56,765,13,29,
"Bryan County, Georgia",29,2012,453,Miscellaneous store retailers,10,0,654,13,29,
"Bryan County, Georgia",29,2012,454,Nonstore retailers,6,0,0,13,29,
"Bryan County, Georgia",29,2012,484,Truck transportation,17,0,0,13,29,
"Bryan County, Georgia",29,2012,488,Support activities for transportation,3,0,0,13,29,
"Bryan County, Georgia",29,2012,492,Couriers and messengers,1,0,0,13,29,
"Bryan County, Georgia",29,2012,493,Warehousing and storage,2,0,0,13,29,
"Bryan County, Georgia",29,2012,511,Publishing industries (except internet),2,0,0,13,29,
"Bryan County, Georgia",29,2012,517,Telecommunications,5,0,0,13,29,
"Bryan County, Georgia",29,2012,518,"Data processing, hosting, and related services",1,0,0,13,29,
"Bryan County, Georgia",29,2012,522,Credit intermediation and related activities,12,0,0,13,29,
"Bryan County, Georgia",29,2012,523,"Securities, commodity contracts, and other financial investments and related activities",4,0,320,13,29,
"Bryan County, Georgia",29,2012,524,Insurance carriers and related activities,12,29,960,13,29,
"Bryan County, Georgia",29,2012,531,Real estate,25,0,1389,13,29,
"Bryan County, Georgia",29,2012,532,Rental and leasing services,3,12,246,13,29,
"Bryan County, Georgia",29,2012,541,"Professional, scientific, and technical services",66,236,12131,13,29,
"Bryan County, Georgia",29,2012,551,Management of companies and enterprises,2,0,0,13,29,
"Bryan County, Georgia",29,2012,561,Administrative and support services,31,144,3481,13,29,
"Bryan County, Georgia",29,2012,562,Waste management and remediation services,2,0,0,13,29,
"Bryan County, Georgia",29,2012,611,Educational services,5,0,189,13,29,
"Bryan County, Georgia",29,2012,621,Ambulatory health care services,36,243,12965,13,29,
"Bryan County, Georgia",29,2012,623,Nursing and residential care facilities,3,198,3605,13,29,
"Bryan County, Georgia",29,2012,624,Social assistance,10,0,5561,13,29,
"Bryan County, Georgia",29,2012,711,"Performing arts, spectator sports, and related industries",1,0,0,13,29,
"Bryan County, Georgia",29,2012,713,"Amusement, gambling, and recreation industries",7,0,701,13,29,
"Bryan County, Georgia",29,2012,721,Accommodation,13,152,1735,13,29,
"Bryan County, Georgia",29,2012,722,Food services and drinking places,62,778,9303,13,29,
"Bryan County, Georgia",29,2012,811,Repair and maintenance,15,0,1644,13,29,
"Bryan County, Georgia",29,2012,812,Personal and laundry services,21,106,1970,13,29,
"Bryan County, Georgia",29,2012,813,"Religious, grantmaking, civic, professional, and similar organizations",30,325,7363,13,29,
"Bulloch County, Georgia",31,2012,113,Forestry and logging,3,18,258,13,31,
"Bulloch County, Georgia",31,2012,114,"Fishing, hunting and trapping",1,0,0,13,31,
"Bulloch County, Georgia",31,2012,115,Support activities for agriculture and forestry,10,0,0,13,31,
"Bulloch County, Georgia",31,2012,221,Utilities,6,0,0,13,31,
"Bulloch County, Georgia",31,2012,236,Construction of buildings,33,229,10785,13,31,
"Bulloch County, Georgia",31,2012,237,Heavy and civil engineering construction,16,71,2076,13,31,
"Bulloch County, Georgia",31,2012,238,Specialty trade contractors,68,842,26991,13,31,
"Bulloch County, Georgia",31,2012,311,Food manufacturing,3,0,0,13,31,
"Bulloch County, Georgia",31,2012,312,Beverage and tobacco product manufacturing,2,0,0,13,31,
"Bulloch County, Georgia",31,2012,313,Textile mills,1,0,0,13,31,
"Bulloch County, Georgia",31,2012,321,Wood product manufacturing,3,0,0,13,31,
"Bulloch County, Georgia",31,2012,323,Printing and related support activities,3,0,0,13,31,
"Bulloch County, Georgia",31,2012,324,Petroleum and coal products manufacturing,1,0,0,13,31,
"Bulloch County, Georgia",31,2012,326,Plastics and rubber products manufacturing,2,0,0,13,31,
"Bulloch County, Georgia",31,2012,327,Nonmetallic mineral product manufacturing,4,0,0,13,31,
"Bulloch County, Georgia",31,2012,332,Fabricated metal product manufacturing,9,46,1711,13,31,
"Bulloch County, Georgia",31,2012,333,Machinery manufacturing,3,0,0,13,31,
"Bulloch County, Georgia",31,2012,334,Computer and electronic product manufacturing,1,0,0,13,31,
"Bulloch County, Georgia",31,2012,336,Transportation equipment manufacturing,1,0,0,13,31,
"Bulloch County, Georgia",31,2012,337,Furniture and related product manufacturing,4,46,1358,13,31,
"Bulloch County, Georgia",31,2012,339,Miscellaneous manufacturing,1,0,0,13,31,
"Bulloch County, Georgia",31,2012,423,"Merchant wholesalers, durable goods",27,136,5621,13,31,
"Bulloch County, Georgia",31,2012,424,"Merchant wholesalers, nondurable goods",20,206,9815,13,31,
"Bulloch County, Georgia",31,2012,425,Wholesale electronic markets and agents and brokers,4,0,480,13,31,
"Bulloch County, Georgia",31,2012,441,Motor vehicle and parts dealers,32,373,11481,13,31,
"Bulloch County, Georgia",31,2012,442,Furniture and home furnishings stores,12,96,2774,13,31,
"Bulloch County, Georgia",31,2012,443,Electronics and appliance stores,12,63,1183,13,31,
"Bulloch County, Georgia",31,2012,444,Building material and garden equipment and supplies dealers,20,344,9238,13,31,
"Bulloch County, Georgia",31,2012,445,Food and beverage stores,21,367,5627,13,31,
"Bulloch County, Georgia",31,2012,446,Health and personal care stores,25,281,7447,13,31,
"Bulloch County, Georgia",31,2012,447,Gasoline stations,44,234,3641,13,31,
"Bulloch County, Georgia",31,2012,448,Clothing and clothing accessories stores,32,232,3285,13,31,
"Bulloch County, Georgia",31,2012,451,"Sporting goods, hobby, musical instrument, and book stores",13,94,1721,13,31,
"Bulloch County, Georgia",31,2012,452,General merchandise stores,17,0,0,13,31,
"Bulloch County, Georgia",31,2012,453,Miscellaneous store retailers,26,230,3680,13,31,
"Bulloch County, Georgia",31,2012,454,Nonstore retailers,13,0,1600,13,31,
"Bulloch County, Georgia",31,2012,484,Truck transportation,23,101,3277,13,31,
"Bulloch County, Georgia",31,2012,485,Transit and ground passenger transportation,1,0,0,13,31,
"Bulloch County, Georgia",31,2012,488,Support activities for transportation,6,0,901,13,31,
"Bulloch County, Georgia",31,2012,492,Couriers and messengers,7,0,0,13,31,
"Bulloch County, Georgia",31,2012,493,Warehousing and storage,2,0,0,13,31,
"Bulloch County, Georgia",31,2012,511,Publishing industries (except internet),1,0,0,13,31,
"Bulloch County, Georgia",31,2012,512,Motion picture and sound recording industries,2,0,0,13,31,
"Bulloch County, Georgia",31,2012,515,Broadcasting (except internet),1,0,0,13,31,
"Bulloch County, Georgia",31,2012,517,Telecommunications,6,107,4655,13,31,
"Bulloch County, Georgia",31,2012,518,"Data processing, hosting, and related services",1,0,0,13,31,
"Bulloch County, Georgia",31,2012,519,Other information services,1,0,0,13,31,
"Bulloch County, Georgia",31,2012,522,Credit intermediation and related activities,49,422,16458,13,31,
"Bulloch County, Georgia",31,2012,523,"Securities, commodity contracts, and other financial investments and related activities",8,39,3395,13,31,
"Bulloch County, Georgia",31,2012,524,Insurance carriers and related activities,34,109,4482,13,31,
"Bulloch County, Georgia",31,2012,531,Real estate,56,0,4637,13,31,
"Bulloch County, Georgia",31,2012,532,Rental and leasing services,16,0,3007,13,31,
"Bulloch County, Georgia",31,2012,541,"Professional, scientific, and technical services",116,489,18903,13,31,
"Bulloch County, Georgia",31,2012,551,Management of companies and enterprises,5,29,1990,13,31,
"Bulloch County, Georgia",31,2012,561,Administrative and support services,50,1396,13734,13,31,
"Bulloch County, Georgia",31,2012,562,Waste management and remediation services,4,0,0,13,31,
"Bulloch County, Georgia",31,2012,611,Educational services,13,159,3579,13,31,
"Bulloch County, Georgia",31,2012,621,Ambulatory health care services,136,1205,58150,13,31,
"Bulloch County, Georgia",31,2012,622,Hospitals,2,0,0,13,31,
"Bulloch County, Georgia",31,2012,623,Nursing and residential care facilities,14,563,9711,13,31,
"Bulloch County, Georgia",31,2012,624,Social assistance,31,229,3226,13,31,
"Bulloch County, Georgia",31,2012,713,"Amusement, gambling, and recreation industries",9,197,2115,13,31,
"Bulloch County, Georgia",31,2012,721,Accommodation,17,210,2813,13,31,
"Bulloch County, Georgia",31,2012,722,Food services and drinking places,119,2658,28168,13,31,
"Bulloch County, Georgia",31,2012,811,Repair and maintenance,47,223,6075,13,31,
"Bulloch County, Georgia",31,2012,812,Personal and laundry services,36,192,2906,13,31,
"Bulloch County, Georgia",31,2012,813,"Religious, grantmaking, civic, professional, and similar organizations",54,427,7189,13,31,
"Burke County, Georgia",33,2012,113,Forestry and logging,5,25,585,13,33,
"Burke County, Georgia",33,2012,115,Support activities for agriculture and forestry,5,22,364,13,33,
"Burke County, Georgia",33,2012,221,Utilities,8,0,0,13,33,
"Burke County, Georgia",33,2012,236,Construction of buildings,7,0,502,13,33,
"Burke County, Georgia",33,2012,237,Heavy and civil engineering construction,5,0,0,13,33,
"Burke County, Georgia",33,2012,238,Specialty trade contractors,14,0,1809,13,33,
"Burke County, Georgia",33,2012,311,Food manufacturing,1,0,0,13,33,
"Burke County, Georgia",33,2012,314,Textile product mills,1,0,0,13,33,
"Burke County, Georgia",33,2012,315,Apparel manufacturing,1,0,0,13,33,
"Burke County, Georgia",33,2012,323,Printing and related support activities,1,0,0,13,33,
"Burke County, Georgia",33,2012,327,Nonmetallic mineral product manufacturing,3,55,2293,13,33,
"Burke County, Georgia",33,2012,331,Primary metal manufacturing,1,0,0,13,33,
"Burke County, Georgia",33,2012,332,Fabricated metal product manufacturing,1,0,0,13,33,
"Burke County, Georgia",33,2012,333,Machinery manufacturing,2,0,0,13,33,
"Burke County, Georgia",33,2012,335,"Electrical equipment, appliance, and component manufacturing",2,0,0,13,33,
"Burke County, Georgia",33,2012,339,Miscellaneous manufacturing,1,0,0,13,33,
"Burke County, Georgia",33,2012,423,"Merchant wholesalers, durable goods",9,102,3574,13,33,
"Burke County, Georgia",33,2012,424,"Merchant wholesalers, nondurable goods",9,144,6818,13,33,
"Burke County, Georgia",33,2012,425,Wholesale electronic markets and agents and brokers,1,0,0,13,33,
"Burke County, Georgia",33,2012,441,Motor vehicle and parts dealers,9,99,4017,13,33,
"Burke County, Georgia",33,2012,442,Furniture and home furnishings stores,3,0,0,13,33,
"Burke County, Georgia",33,2012,443,Electronics and appliance stores,1,0,0,13,33,
"Burke County, Georgia",33,2012,444,Building material and garden equipment and supplies dealers,3,0,0,13,33,
"Burke County, Georgia",33,2012,445,Food and beverage stores,9,0,2023,13,33,
"Burke County, Georgia",33,2012,446,Health and personal care stores,4,46,1510,13,33,
"Burke County, Georgia",33,2012,447,Gasoline stations,12,69,1098,13,33,
"Burke County, Georgia",33,2012,448,Clothing and clothing accessories stores,2,0,0,13,33,
"Burke County, Georgia",33,2012,451,"Sporting goods, hobby, musical instrument, and book stores",1,0,0,13,33,
"Burke County, Georgia",33,2012,452,General merchandise stores,5,0,0,13,33,
"Burke County, Georgia",33,2012,453,Miscellaneous store retailers,2,0,0,13,33,
"Burke County, Georgia",33,2012,454,Nonstore retailers,3,0,572,13,33,
"Burke County, Georgia",33,2012,484,Truck transportation,7,0,398,13,33,
"Burke County, Georgia",33,2012,488,Support activities for transportation,4,0,0,13,33,
"Burke County, Georgia",33,2012,493,Warehousing and storage,2,0,0,13,33,
"Burke County, Georgia",33,2012,511,Publishing industries (except internet),2,0,0,13,33,
"Burke County, Georgia",33,2012,517,Telecommunications,3,0,0,13,33,
"Burke County, Georgia",33,2012,522,Credit intermediation and related activities,19,128,4493,13,33,
"Burke County, Georgia",33,2012,523,"Securities, commodity contracts, and other financial investments and related activities",1,0,0,13,33,
"Burke County, Georgia",33,2012,524,Insurance carriers and related activities,6,0,719,13,33,
"Burke County, Georgia",33,2012,531,Real estate,5,21,504,13,33,
"Burke County, Georgia",33,2012,532,Rental and leasing services,3,0,138,13,33,
"Burke County, Georgia",33,2012,541,"Professional, scientific, and technical services",15,0,0,13,33,
"Burke County, Georgia",33,2012,561,Administrative and support services,8,0,0,13,33,
"Burke County, Georgia",33,2012,562,Waste management and remediation services,1,0,0,13,33,
"Burke County, Georgia",33,2012,611,Educational services,3,0,0,13,33,
"Burke County, Georgia",33,2012,621,Ambulatory health care services,16,206,7577,13,33,
"Burke County, Georgia",33,2012,622,Hospitals,1,0,0,13,33,
"Burke County, Georgia",33,2012,623,Nursing and residential care facilities,6,200,3701,13,33,
"Burke County, Georgia",33,2012,624,Social assistance,8,47,756,13,33,
"Burke County, Georgia",33,2012,713,"Amusement, gambling, and recreation industries",3,0,0,13,33,
"Burke County, Georgia",33,2012,721,Accommodation,3,40,336,13,33,
"Burke County, Georgia",33,2012,722,Food services and drinking places,23,299,3474,13,33,
"Burke County, Georgia",33,2012,811,Repair and maintenance,8,0,469,13,33,
"Burke County, Georgia",33,2012,812,Personal and laundry services,8,36,489,13,33,
"Burke County, Georgia",33,2012,813,"Religious, grantmaking, civic, professional, and similar organizations",19,80,1300,13,33,
"Butts County, Georgia",35,2012,113,Forestry and logging,1,0,0,13,35,
"Butts County, Georgia",35,2012,115,Support activities for agriculture and forestry,1,0,0,13,35,
"Butts County, Georgia",35,2012,221,Utilities,3,0,0,13,35,
"Butts County, Georgia",35,2012,236,Construction of buildings,8,0,0,13,35,
"Butts County, Georgia",35,2012,237,Heavy and civil engineering construction,2,0,0,13,35,
"Butts County, Georgia",35,2012,238,Specialty trade contractors,17,0,2333,13,35,
"Butts County, Georgia",35,2012,325,Chemical manufacturing,1,0,0,13,35,
"Butts County, Georgia",35,2012,327,Nonmetallic mineral product manufacturing,1,0,0,13,35,
"Butts County, Georgia",35,2012,332,Fabricated metal product manufacturing,5,144,5139,13,35,
"Butts County, Georgia",35,2012,336,Transportation equipment manufacturing,2,0,0,13,35,
"Butts County, Georgia",35,2012,337,Furniture and related product manufacturing,1,0,0,13,35,
"Butts County, Georgia",35,2012,339,Miscellaneous manufacturing,1,0,0,13,35,
"Butts County, Georgia",35,2012,423,"Merchant wholesalers, durable goods",7,0,0,13,35,
"Butts County, Georgia",35,2012,424,"Merchant wholesalers, nondurable goods",3,37,2419,13,35,
"Butts County, Georgia",35,2012,425,Wholesale electronic markets and agents and brokers,1,0,0,13,35,
"Butts County, Georgia",35,2012,441,Motor vehicle and parts dealers,13,74,1843,13,35,
"Butts County, Georgia",35,2012,442,Furniture and home furnishings stores,1,0,0,13,35,
"Butts County, Georgia",35,2012,444,Building material and garden equipment and supplies dealers,12,0,1673,13,35,
"Butts County, Georgia",35,2012,445,Food and beverage stores,5,0,0,13,35,
"Butts County, Georgia",35,2012,446,Health and personal care stores,4,63,1814,13,35,
"Butts County, Georgia",35,2012,447,Gasoline stations,27,0,5258,13,35,
"Butts County, Georgia",35,2012,448,Clothing and clothing accessories stores,2,0,0,13,35,
"Butts County, Georgia",35,2012,451,"Sporting goods, hobby, musical instrument, and book stores",2,0,0,13,35,
"Butts County, Georgia",35,2012,452,General merchandise stores,4,0,0,13,35,
"Butts County, Georgia",35,2012,453,Miscellaneous store retailers,3,0,95,13,35,
"Butts County, Georgia",35,2012,454,Nonstore retailers,5,0,0,13,35,
"Butts County, Georgia",35,2012,484,Truck transportation,14,162,7095,13,35,
"Butts County, Georgia",35,2012,488,Support activities for transportation,3,0,102,13,35,
"Butts County, Georgia",35,2012,511,Publishing industries (except internet),1,0,0,13,35,
"Butts County, Georgia",35,2012,512,Motion picture and sound recording industries,1,0,0,13,35,
"Butts County, Georgia",35,2012,515,Broadcasting (except internet),1,0,0,13,35,
"Butts County, Georgia",35,2012,517,Telecommunications,1,0,0,13,35,
"Butts County, Georgia",35,2012,522,Credit intermediation and related activities,9,0,0,13,35,
"Butts County, Georgia",35,2012,523,"Securities, commodity contracts, and other financial investments and related activities",2,0,0,13,35,
"Butts County, Georgia",35,2012,524,Insurance carriers and related activities,7,28,996,13,35,
"Butts County, Georgia",35,2012,531,Real estate,15,0,445,13,35,
"Butts County, Georgia",35,2012,532,Rental and leasing services,1,0,0,13,35,
"Butts County, Georgia",35,2012,541,"Professional, scientific, and technical services",20,90,2210,13,35,
"Butts County, Georgia",35,2012,551,Management of companies and enterprises,2,0,0,13,35,
"Butts County, Georgia",35,2012,561,Administrative and support services,16,0,0,13,35,
"Butts County, Georgia",35,2012,562,Waste management and remediation services,6,0,6822,13,35,
"Butts County, Georgia",35,2012,611,Educational services,3,0,0,13,35,
"Butts County, Georgia",35,2012,621,Ambulatory health care services,16,92,3517,13,35,
"Butts County, Georgia",35,2012,622,Hospitals,1,0,0,13,35,
"Butts County, Georgia",35,2012,623,Nursing and residential care facilities,6,274,6238,13,35,
"Butts County, Georgia",35,2012,624,Social assistance,6,0,1307,13,35,
"Butts County, Georgia",35,2012,711,"Performing arts, spectator sports, and related industries",1,0,0,13,35,
"Butts County, Georgia",35,2012,713,"Amusement, gambling, and recreation industries",6,0,0,13,35,
"Butts County, Georgia",35,2012,721,Accommodation,1,0,0,13,35,
"Butts County, Georgia",35,2012,722,Food services and drinking places,33,565,7120,13,35,
"Butts County, Georgia",35,2012,811,Repair and maintenance,18,0,2556,13,35,
"Butts County, Georgia",35,2012,812,Personal and laundry services,5,0,0,13,35,
"Butts County, Georgia",35,2012,813,"Religious, grantmaking, civic, professional, and similar organizations",24,111,2014,13,35,
"Calhoun County, Georgia",37,2012,115,Support activities for agriculture and forestry,6,0,0,13,37,
"Calhoun County, Georgia",37,2012,221,Utilities,1,0,0,13,37,
"Calhoun County, Georgia",37,2012,236,Construction of buildings,1,0,0,13,37,
"Calhoun County, Georgia",37,2012,237,Heavy and civil engineering construction,3,0,193,13,37,
"Calhoun County, Georgia",37,2012,238,Specialty trade contractors,1,0,0,13,37,
"Calhoun County, Georgia",37,2012,423,"Merchant wholesalers, durable goods",4,35,1364,13,37,
"Calhoun County, Georgia",37,2012,424,"Merchant wholesalers, nondurable goods",4,0,0,13,37,
"Calhoun County, Georgia",37,2012,441,Motor vehicle and parts dealers,3,0,175,13,37,
"Calhoun County, Georgia",37,2012,442,Furniture and home furnishings stores,1,0,0,13,37,
"Calhoun County, Georgia",37,2012,444,Building material and garden equipment and supplies dealers,1,0,0,13,37,
"Calhoun County, Georgia",37,2012,445,Food and beverage stores,1,0,0,13,37,
"Calhoun County, Georgia",37,2012,446,Health and personal care stores,3,0,497,13,37,
"Calhoun County, Georgia",37,2012,447,Gasoline stations,5,23,293,13,37,
"Calhoun County, Georgia",37,2012,452,General merchandise stores,1,0,0,13,37,
"Calhoun County, Georgia",37,2012,484,Truck transportation,3,0,0,13,37,
"Calhoun County, Georgia",37,2012,485,Transit and ground passenger transportation,1,0,0,13,37,
"Calhoun County, Georgia",37,2012,493,Warehousing and storage,1,0,0,13,37,
"Calhoun County, Georgia",37,2012,522,Credit intermediation and related activities,4,32,1123,13,37,
"Calhoun County, Georgia",37,2012,524,Insurance carriers and related activities,2,0,0,13,37,
"Calhoun County, Georgia",37,2012,531,Real estate,1,0,0,13,37,
"Calhoun County, Georgia",37,2012,541,"Professional, scientific, and technical services",2,0,0,13,37,
"Calhoun County, Georgia",37,2012,561,Administrative and support services,1,0,0,13,37,
"Calhoun County, Georgia",37,2012,611,Educational services,1,0,0,13,37,
"Calhoun County, Georgia",37,2012,621,Ambulatory health care services,4,0,1653,13,37,
"Calhoun County, Georgia",37,2012,622,Hospitals,1,0,0,13,37,
"Calhoun County, Georgia",37,2012,624,Social assistance,3,0,0,13,37,
"Calhoun County, Georgia",37,2012,722,Food services and drinking places,5,0,290,13,37,
"Calhoun County, Georgia",37,2012,812,Personal and laundry services,1,0,0,13,37,
"Calhoun County, Georgia",37,2012,813,"Religious, grantmaking, civic, professional, and similar organizations",9,25,258,13,37,
"Camden County, Georgia",39,2012,113,Forestry and logging,2,0,0,13,39,
"Camden County, Georgia",39,2012,114,"Fishing, hunting and trapping",1,0,0,13,39,
"Camden County, Georgia",39,2012,115,Support activities for agriculture and forestry,2,0,0,13,39,
"Camden County, Georgia",39,2012,221,Utilities,3,0,0,13,39,
"Camden County, Georgia",39,2012,236,Construction of buildings,16,44,1706,13,39,
"Camden County, Georgia",39,2012,237,Heavy and civil engineering construction,7,0,0,13,39,
"Camden County, Georgia",39,2012,238,Specialty trade contractors,39,154,4406,13,39,
"Camden County, Georgia",39,2012,312,Beverage and tobacco product manufacturing,1,0,0,13,39,
"Camden County, Georgia",39,2012,322,Paper manufacturing,1,0,0,13,39,
"Camden County, Georgia",39,2012,323,Printing and related support activities,1,0,0,13,39,
"Camden County, Georgia",39,2012,324,Petroleum and coal products manufacturing,1,0,0,13,39,
"Camden County, Georgia",39,2012,325,Chemical manufacturing,1,0,0,13,39,
"Camden County, Georgia",39,2012,339,Miscellaneous manufacturing,1,0,0,13,39,
"Camden County, Georgia",39,2012,423,"Merchant wholesalers, durable goods",9,0,0,13,39,
"Camden County, Georgia",39,2012,424,"Merchant wholesalers, nondurable goods",1,0,0,13,39,
"Camden County, Georgia",39,2012,425,Wholesale electronic markets and agents and brokers,2,0,0,13,39,
"Camden County, Georgia",39,2012,441,Motor vehicle and parts dealers,25,225,7194,13,39,
"Camden County, Georgia",39,2012,442,Furniture and home furnishings stores,8,32,738,13,39,
"Camden County, Georgia",39,2012,443,Electronics and appliance stores,7,38,873,13,39,
"Camden County, Georgia",39,2012,444,Building material and garden equipment and supplies dealers,9,0,0,13,39,
"Camden County, Georgia",39,2012,445,Food and beverage stores,13,317,5855,13,39,
"Camden County, Georgia",39,2012,446,Health and personal care stores,12,103,2866,13,39,
"Camden County, Georgia",39,2012,447,Gasoline stations,37,282,4619,13,39,
"Camden County, Georgia",39,2012,448,Clothing and clothing accessories stores,11,71,923,13,39,
"Camden County, Georgia",39,2012,451,"Sporting goods, hobby, musical instrument, and book stores",7,0,360,13,39,
"Camden County, Georgia",39,2012,452,General merchandise stores,12,0,0,13,39,
"Camden County, Georgia",39,2012,453,Miscellaneous store retailers,9,48,429,13,39,
"Camden County, Georgia",39,2012,454,Nonstore retailers,6,0,0,13,39,
"Camden County, Georgia",39,2012,483,Water transportation,1,0,0,13,39,
"Camden County, Georgia",39,2012,484,Truck transportation,3,28,1157,13,39,
"Camden County, Georgia",39,2012,488,Support activities for transportation,2,0,0,13,39,
"Camden County, Georgia",39,2012,511,Publishing industries (except internet),2,0,0,13,39,
"Camden County, Georgia",39,2012,512,Motion picture and sound recording industries,1,0,0,13,39,
"Camden County, Georgia",39,2012,515,Broadcasting (except internet),2,0,0,13,39,
"Camden County, Georgia",39,2012,517,Telecommunications,6,56,3119,13,39,
"Camden County, Georgia",39,2012,522,Credit intermediation and related activities,36,256,7959,13,39,
"Camden County, Georgia",39,2012,523,"Securities, commodity contracts, and other financial investments and related activities",4,0,507,13,39,
"Camden County, Georgia",39,2012,524,Insurance carriers and related activities,15,88,2867,13,39,
"Camden County, Georgia",39,2012,531,Real estate,36,125,2534,13,39,
"Camden County, Georgia",39,2012,532,Rental and leasing services,8,43,1206,13,39,
"Camden County, Georgia",39,2012,541,"Professional, scientific, and technical services",64,422,18780,13,39,
"Camden County, Georgia",39,2012,551,Management of companies and enterprises,3,0,0,13,39,
"Camden County, Georgia",39,2012,561,Administrative and support services,35,498,20289,13,39,
"Camden County, Georgia",39,2012,562,Waste management and remediation services,3,0,0,13,39,
"Camden County, Georgia",39,2012,611,Educational services,13,51,1194,13,39,
"Camden County, Georgia",39,2012,621,Ambulatory health care services,83,512,21857,13,39,
"Camden County, Georgia",39,2012,622,Hospitals,1,0,0,13,39,
"Camden County, Georgia",39,2012,623,Nursing and residential care facilities,2,0,0,13,39,
"Camden County, Georgia",39,2012,624,Social assistance,19,157,2678,13,39,
"Camden County, Georgia",39,2012,711,"Performing arts, spectator sports, and related industries",1,0,0,13,39,
"Camden County, Georgia",39,2012,712,"Museums, historical sites, and similar institutions",1,0,0,13,39,
"Camden County, Georgia",39,2012,713,"Amusement, gambling, and recreation industries",8,81,1184,13,39,
"Camden County, Georgia",39,2012,721,Accommodation,23,267,3347,13,39,
"Camden County, Georgia",39,2012,722,Food services and drinking places,82,1590,19591,13,39,
